new,host,ttl,a,soa,status_code,ns,txt,has_internal_ips,internal_ips,aaaa,cname,caa,mx,cdn,cdn-name
[x],sip.lifeology.dev.lifeomic.com,60,"18.172.153.2, 18.172.153.120, 18.172.153.54, 18.172.153.34","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1445.awsdns-52.org, ns-1841.awsdns-38.co.uk, ns-450.awsdns-56.com, ns-531.awsdns-02.net",,,,,,,,,
[x],sitecore.lifeology.dev.lifeomic.com,60,"18.173.205.39, 18.173.205.126, 18.173.205.2, 18.173.205.121","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1445.awsdns-52.org, ns-1841.awsdns-38.co.uk, ns-450.awsdns-56.com, ns-531.awsdns-02.net",,,,,,,,,
[x],sjc1-enperfcataloger-a1.www.lifeomic.life,300,,"{'name': 'sjc1-enperfcataloger-a1.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sjc1-enperfcataloger-a1.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sjc1-enperfcataloger-a1.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,,v=spf1 -all,,,,,,,,
[x],sjc1-heroicsuggest-b6.www.lifeomic.life,300,,"{'name': 'sjc1-heroicsuggest-b6.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sjc1-heroicsuggest-b6.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sjc1-heroicsuggest-b6.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,"ns1.namefind.com, ns2.namefind.com",,,,,,,,,
[x],skillspring.docs.lifeomic.com,900,,"{'name': 'lifeomic.com', 'ns': 'ns-533.awsdns-02.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lifeomic.com', 'ns': 'ns-533.awsdns-02.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lifeomic.com', 'ns': 'ns-533.awsdns-02.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lifeomic.com', 'ns': 'ns-533.awsdns-02.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'lifeomic.com', 'ns': 'ns-533.awsdns-02.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],sl.lifeomic.com,2429,,"{'name': 'salesloft.com', 'ns': 'ns-834.awsdns-40.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'salesloft.com', 'ns': 'ns-834.awsdns-40.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'salesloft.com', 'ns': 'ns-834.awsdns-40.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'salesloft.com', 'ns': 'ns-834.awsdns-40.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'salesloft.com', 'ns': 'ns-834.awsdns-40.net', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,custom-tracking.salesloft.com,"comodoca.com, digicert.com, letsencrypt.org, pki.goog",,,
[x],solutions.jupiterone.io,900,,"{'name': 'solutions.jupiterone.io', 'ns': 'ns-1583.awsdns-05.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'solutions.jupiterone.io', 'ns': 'ns-1583.awsdns-05.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'solutions.jupiterone.io', 'ns': 'ns-1583.awsdns-05.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'solutions.jupiterone.io', 'ns': 'ns-1583.awsdns-05.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'solutions.jupiterone.io', 'ns': 'ns-1583.awsdns-05.co.uk', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1278.awsdns-31.org, ns-857.awsdns-43.net, ns-3.awsdns-00.com, ns-1583.awsdns-05.co.uk",,,,,,,,,
[x],something.www.lifeomic.life,300,,"{'name': 'something.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'something.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'something.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,"ns1.namefind.com, ns2.namefind.com",v=spf1 -all,,,,,,,,
[x],sophon-venus.lifeomic.life,300,,"{'name': 'sophon-venus.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sophon-venus.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,,v=spf1 -all,,,,,,,,
[x],souc.www.lifeomic.life,3600,"76.223.54.146, 13.248.169.48, 97.74.99.64, 173.201.67.64","{'name': 'souc.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'souc.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'souc.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'souc.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'souc.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,"ns2.namefind.com, ns1.namefind.com",v=spf1 -all,,,,,,,,
[x],source.wvutsr.apps.dev.lifeomic.com,55,"52.85.49.103, 52.85.49.109, 52.85.49.92, 52.85.49.95","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:206f:c00:5:47f0:d700:93a1, 2600:9000:206f:6200:5:47f0:d700:93a1, 2600:9000:206f:1200:5:47f0:d700:93a1, 2600:9000:206f:4e00:5:47f0:d700:93a1, 2600:9000:206f:fc00:5:47f0:d700:93a1, 2600:9000:206f:a600:5:47f0:d700:93a1, 2600:9000:206f:b000:5:47f0:d700:93a1, 2600:9000:206f:9800:5:47f0:d700:93a1",,,,,
[x],sourcecode.4321.apps.us.jupiterone.io,60,"13.35.58.28, 13.35.58.63, 13.35.58.20, 13.35.58.108","{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,,,,,,
[x],sourcecode.www.lifeomic.life,3600,"76.223.54.146, 13.248.169.48","{'name': 'sourcecode.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sourcecode.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sourcecode.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,"ns2.namefind.com, ns1.namefind.com",v=spf1 -all,,,,,,,,
[x],sport31.www.lifeomic.life,3600,"13.248.169.48, 76.223.54.146","{'name': 'sport31.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sport31.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sport31.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sport31.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sport31.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,"ns2.namefind.com, ns1.namefind.com",v=spf1 -all,,,,,,,,
[x],sps-phase1-2.www.lifeomic.life,3600,"13.248.169.48, 76.223.54.146","{'name': 'sps-phase1-2.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sps-phase1-2.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}, {'name': 'sps-phase1-2.www.lifeomic.life', 'ns': 'ns1.namefind.com', 'mailbox': 'dns.jomax.net', 'serial': 2023031500, 'refresh': 28800, 'retry': 7200, 'expire': 604800, 'minttl': 300}",NOERROR,,v=spf1 -all,,,,,,,,
[x],sql.lifeology.dev.lifeomic.com,60,"18.173.205.39, 18.173.205.126, 18.173.205.2, 18.173.205.121","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:2724:c200:e:d841:6fc0:93a1, 2600:9000:2724:b200:e:d841:6fc0:93a1, 2600:9000:2724:7400:e:d841:6fc0:93a1, 2600:9000:2724:600:e:d841:6fc0:93a1, 2600:9000:2724:d800:e:d841:6fc0:93a1, 2600:9000:2724:f400:e:d841:6fc0:93a1, 2600:9000:2724:c800:e:d841:6fc0:93a1, 2600:9000:2724:8800:e:d841:6fc0:93a1",,,,,
[x],sr.apps.us.jupiterone.io,60,"18.165.140.124, 18.165.140.91, 18.165.140.129, 18.165.140.75","{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:2359:3200:b:e567:2340:93a1, 2600:9000:2359:8a00:b:e567:2340:93a1, 2600:9000:2359:c200:b:e567:2340:93a1, 2600:9000:2359:6600:b:e567:2340:93a1, 2600:9000:2359:1c00:b:e567:2340:93a1, 2600:9000:2359:6e00:b:e567:2340:93a1, 2600:9000:2359:f200:b:e567:2340:93a1, 2600:9000:2359:a200:b:e567:2340:93a1",,,,,
[x],srqp.wvutsr.apps.dev.lifeomic.com,60,"65.9.66.85, 65.9.66.100, 65.9.66.96, 65.9.66.39","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:206f:e800:5:47f0:d700:93a1, 2600:9000:206f:4a00:5:47f0:d700:93a1, 2600:9000:206f:d000:5:47f0:d700:93a1, 2600:9000:206f:7200:5:47f0:d700:93a1, 2600:9000:206f:ee00:5:47f0:d700:93a1, 2600:9000:206f:ac00:5:47f0:d700:93a1, 2600:9000:206f:b400:5:47f0:d700:93a1, 2600:9000:206f:3c00:5:47f0:d700:93a1",,,,,
[x],srqponm.apps.us.jupiterone.io,60,,"{'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'us.jupiterone.io', 'ns': 'ns-487.awsdns-60.com', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:2359:b400:b:e567:2340:93a1, 2600:9000:2359:d400:b:e567:2340:93a1, 2600:9000:2359:6a00:b:e567:2340:93a1, 2600:9000:2359:200:b:e567:2340:93a1, 2600:9000:2359:5600:b:e567:2340:93a1, 2600:9000:2359:7c00:b:e567:2340:93a1, 2600:9000:2359:8800:b:e567:2340:93a1, 2600:9000:2359:8e00:b:e567:2340:93a1",,,,,
[x],ssl.lifeology.dev.lifeomic.com,60,"54.230.112.15, 54.230.112.45, 54.230.112.126, 54.230.112.44","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,"ns-1445.awsdns-52.org, ns-1841.awsdns-38.co.uk, ns-450.awsdns-56.com, ns-531.awsdns-02.net",,,,"2600:9000:2724:fe00:e:d841:6fc0:93a1, 2600:9000:2724:5800:e:d841:6fc0:93a1, 2600:9000:2724:6c00:e:d841:6fc0:93a1, 2600:9000:2724:2200:e:d841:6fc0:93a1, 2600:9000:2724:4800:e:d841:6fc0:93a1, 2600:9000:2724:c000:e:d841:6fc0:93a1, 2600:9000:2724:4600:e:d841:6fc0:93a1, 2600:9000:2724:1c00:e:d841:6fc0:93a1",,,,,
[x],sslvpn.lifeology.dev.lifeomic.com,60,"108.156.22.124, 108.156.22.115, 108.156.22.28, 108.156.22.61","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:2368:8400:e:d841:6fc0:93a1, 2600:9000:2368:5400:e:d841:6fc0:93a1, 2600:9000:2368:3200:e:d841:6fc0:93a1, 2600:9000:2368:ac00:e:d841:6fc0:93a1, 2600:9000:2368:8600:e:d841:6fc0:93a1, 2600:9000:2368:6400:e:d841:6fc0:93a1, 2600:9000:2368:3800:e:d841:6fc0:93a1, 2600:9000:2368:5600:e:d841:6fc0:93a1",,,,,
[x],sso.lifeology.dev.lifeomic.com,55,"18.173.205.126, 18.173.205.121, 18.173.205.39, 18.173.205.2","{'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}, {'name': 'dev.lifeomic.com', 'ns': 'ns-1445.awsdns-52.org', 'mailbox': 'awsdns-hostmaster.amazon.com', 'serial': 1, 'refresh': 7200, 'retry': 900, 'expire': 1209600, 'minttl': 86400}",NOERROR,,,,,"2600:9000:2724:c00:e:d841:6fc0:93a1, 2600:9000:2724:f200:e:d841:6fc0:93a1, 2600:9000:2724:f600:e:d841:6fc0:93a1, 2600:9000:2724:e00:e:d841:6fc0:93a1, 2600:9000:2724:a000:e:d841:6fc0:93a1, 2600:9000:2724:8200:e:d841:6fc0:93a1, 2600:9000:2724:f400:e:d841:6fc0:93a1, 2600:9000:2724:7600:e:d841:6fc0:93a1",,,,,
