input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,tls_mismatched,tls_expired,final_url,location
https://bid.g.doubleclick.net,Enterprise Advertising & Analytics Solutions - Google Marketing Platform,200,128632,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,marketingplatform.google.com,,443,https://bid.g.doubleclick.net:443,https,sffe,text/html,GET,64.233.167.154,/,302920777,74.125.206.156,HTTP/3,2177,False,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,,https://marketingplatform.google.com/about/enterprise/,
https://btcturk.zendesk.com,Security check,403,7854,bilgibankasi.btcturk.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-06-03T23:38:30Z,2023-09-01T23:38:29Z,CN=bilgibankasi.btcturk.com,bilgibankasi.btcturk.com,,bilgibankasi.pro.btcturk.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,2208e733c474535850c38df06f341ce0,9a43eea1a8a2767ea9786a123e71aeb74945b9734161475150366fd911f1c545,,ctls,bilgibankasi.btcturk.com,cloudflare,443,https://btcturk.zendesk.com:443,https,cloudflare,text/html,GET,104.16.51.111,/,-1279294674,104.16.53.111,Cloudflare,104,False,True,,,,https://bilgibankasi.btcturk.com/hc/tr,
https://connect.facebook.net,Facebook - log in or sign up,200,61466,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2023-07-15T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,01a9dfdc0b26ecc1c2bd79eda94ba7cb,c2a7dc79e6166cf204a35188887638e447fd1969c1a0743f0f4d067ea2979ca6,True,ctls,m.facebook.com,,443,https://connect.facebook.net:443,https,,text/html,GET,157.240.253.1,/,142313513,2a03:2880:f084:d:face:b00c:0:3,HTTP/3,18,False,,fbsbx.com,,,https://m.facebook.com/?wtsid=rdr_0fOn673X9btnheuMD,
https://dtzpfzv31buvf.cloudfront.net,403 Forbidden,403,118,js.zohostatic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2024-04-23T23:59:59Z,CN=*.zohostatic.com,*.zohostatic.com,,zohostatic.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,fa55f6bbb32d87e7f129b53781cfa1f5,7e7ebab692312ae3e12c7337fd4d59f9725f8d27045f666fc03d8ca329c766d9,True,ctls,js.zohostatic.com,cloudfront,443,https://dtzpfzv31buvf.cloudfront.net:443,https,ZGS,text/html,GET,18.66.137.165,/,1828833911,2600:9000:225e:fc00:e:4eab:82c0:21,,7,False,True,,,,https://js.zohostatic.com/salesiq/,
https://dyjgaef5vuq51.cloudfront.net,403 Forbidden,403,118,css.zohostatic.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-25T00:00:00Z,2024-04-23T23:59:59Z,CN=*.zohostatic.com,*.zohostatic.com,,zohostatic.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,fa55f6bbb32d87e7f129b53781cfa1f5,7e7ebab692312ae3e12c7337fd4d59f9725f8d27045f666fc03d8ca329c766d9,True,ctls,css.zohostatic.com,cloudfront,443,https://dyjgaef5vuq51.cloudfront.net:443,https,ZGS,text/html,GET,108.138.24.67,/,1828833911,2600:9000:2491:f600:1a:c240:b540:21,,7,False,True,,,,https://css.zohostatic.com/salesiq/,
https://fonts.googleapis.com,Error 404 (Not Found)!!1,404,1607,fonts.googleapis.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=upload.video.google.com,upload.video.google.com,,bg-call-donation-dev.goog,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7f788b7c7e4fd6cca34ea1266e90216c,34ce8d965483353d15d17e6813cc68da1fb1b8344b5fe78e48b33f6bde169573,True,ctls,fonts.googleapis.com,,443,https://fonts.googleapis.com:443,https,ESF,text/html,GET,142.250.185.138,/,-606046040,2a00:1450:4001:808::200a,HTTP/3,1,False,,,,,,
https://fonts.gstatic.com,Error 404 (Not Found)!!1,404,1561,fonts.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,True,ctls,fonts.gstatic.com,,443,https://fonts.gstatic.com:443,https,sffe,text/html,GET,142.250.186.67,/,302920777,2a00:1450:4001:82a::2003,HTTP/3,12,False,,,,,,
https://hcaptcha.com,hCaptcha - Stop more bots. Start protecting privacy.,200,82890,www.hcaptcha.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-15T00:00:00Z,2024-04-14T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",sni.cloudflaressl.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",76f1a09a9fc70f20b972707426b775ee,9218de85ef236a86c9984357602141f0e40794e8a07f4ccf91f1d229e7c828fc,True,ctls,www.hcaptcha.com,cloudflare,443,https://hcaptcha.com:443,https,cloudflare,text/html,GET,104.16.169.131,/,-29876689,104.16.168.131,hCaptcha,328,False,True,a.hcaptcha.com,,,https://www.hcaptcha.com/,
https://js-agent.newrelic.com,,403,243,js-agent.newrelic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T21:45:59Z,2024-05-14T21:45:58Z,CN=js-agent.newrelic.com,js-agent.newrelic.com,,js-agent.newrelic.com,"CN=GlobalSign Atlas R3 DV TLS CA 2023 Q2, O=GlobalSign nv-sa, C=BE",GlobalSign Atlas R3 DV TLS CA 2023 Q2,GlobalSign nv-sa,35b4a439d18d86cd47e25f1a3d5f395a,9d0fc0c11d074cab210985f552a207cfae67f241f5bc36ff2be96769a7fbff7c,,ctls,js-agent.newrelic.com,fastly,443,https://js-agent.newrelic.com:443,https,AmazonS3,application/xml,GET,151.101.194.137,/,-1675888157,151.101.66.137,Varnish,2,False,True,,,,,
https://ssl.gstatic.com,Error 404 (Not Found)!!1,404,1561,ssl.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,True,ctls,ssl.gstatic.com,,443,https://ssl.gstatic.com:443,https,sffe,text/html,GET,172.217.18.3,/,302920777,2a00:1450:4001:829::2003,HTTP/3,12,False,,,,,,
https://stats.g.doubleclick.net,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,marketingplatform.google.com,,443,https://stats.g.doubleclick.net:443,https,sffe,text/html,GET,64.233.167.156,/,302920777,2a00:1450:400c:c00::9c,HTTP/3,1833,False,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,,https://marketingplatform.google.com/about/analytics/,
https://tagmanager.google.com,Google Analytics,200,582542,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,True,ctls,accounts.google.com,,443,https://tagmanager.google.com:443,https,ESF,text/html,GET,142.250.185.174,/,1000767168,2a00:1450:4001:80e::200e,HTTP/3,76,False,,,,,https://accounts.google.com/v3/signin/identifier?dsh=S1057563888%3A1688785116443500&continue=https%3A%2F%2Ftagmanager.google.com%2F&followup=https%3A%2F%2Ftagmanager.google.com%2F&ifkv=AeDOFXjE1uGlYwBNivQsjbgqwxYCxs8mL03Ygkfhe0EcbCuQZ5azorKh_dHwc7h26gOzZNJf7Pwp4Q&passive=1209600&service=analytics&flowName=GlifWebSignIn&flowEntry=ServiceLogin,
https://v2assets.zopim.io,,403,,v2assets.zopim.io,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-05-02T00:00:00Z,2024-05-01T23:59:59Z,"CN=sni.cloudflaressl.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",sni.cloudflaressl.com,"Cloudflare, Inc.",*.zopim.io,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",3ace046f4ff7d9871d5a3a41a6dfd5f5,ff0712493cd42489d97401b882ff78b98dcedd6172c100c289e6b30a6f9bf49f,True,ctls,v2assets.zopim.io,cloudflare,443,https://v2assets.zopim.io:443,https,cloudflare,text/plain,GET,104.18.204.90,/,1494302000,104.16.152.37,Cloudflare,1,False,True,,,,,
https://www.facebook.com,Facebook - log in or sign up,200,58587,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2023-07-15T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,"Meta Platforms, Inc.",messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,01a9dfdc0b26ecc1c2bd79eda94ba7cb,c2a7dc79e6166cf204a35188887638e447fd1969c1a0743f0f4d067ea2979ca6,True,ctls,m.facebook.com,,443,https://www.facebook.com:443,https,,text/html,GET,157.240.9.35,/,142313513,2a03:2880:f177:185:face:b00c:0:25de,HTTP/3,18,False,,https://sandbox.paywithmybank.com,,,https://m.facebook.com/?wtsid=rdr_0O44K2QpLTNV8BDdY,
https://www.google-analytics.com,Analytics Tools & Solutions for Your Business - Google Analytics,200,118545,marketingplatform.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,marketingplatform.google.com,,443,https://www.google-analytics.com:443,https,sffe,text/html,GET,142.250.184.206,/,302920777,2a00:1450:4001:82b::200e,HTTP/3,1833,False,,https://csp.withgoogle.com/csp/uxe-owners-acl/marketing_platform,,,https://marketingplatform.google.com/about/analytics/,
https://www.google.com,Google,200,245482,www.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:20Z,2023-09-11T08:21:19Z,CN=www.google.com,www.google.com,,www.google.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,356ce917eecdafd8f0964fab2c01c648,5ef40e8e31e911278e5335d41c69a84dd90bf0acba633d6fa7c761005296d8e0,,ctls,www.google.com,,443,https://www.google.com:443,https,gws,text/html,GET,142.250.186.36,/,708578229,2a00:1450:4001:827::2004,HTTP/3,153,False,,https://csp.withgoogle.com/csp/gws/other-hp,,,,
https://www.google.com.tr,Google,200,246227,www.google.com.tr,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:22:43Z,2023-09-11T08:22:42Z,CN=*.google.com.tr,*.google.com.tr,,google.com.tr,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,97dd543eb52392d0d322e439265187ba,3a3bc8741c077b092862fa570f8eec6b8f6043e66252169dbcffef0ac999e2e7,True,ctls,www.google.com.tr,,443,https://www.google.com.tr:443,https,gws,text/html,GET,172.217.18.3,/,708578229,2a00:1450:4001:830::2003,HTTP/3,153,False,,https:,,,,
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:53Z,2023-09-11T08:20:52Z,CN=www.googleadservices.com,www.googleadservices.com,,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,cfbf7da72e3d5688ed53cd3f007d5b35,dc5abe3e02c8e18e03cc4eaf2a57d62849d3d14d1dc48afc1a127f1bbaa2d158,,ctls,www.googleadservices.com,,443,https://www.googleadservices.com:443,https,sffe,text/html,GET,142.250.186.66,/,302920777,142.250.186.66,HTTP/3,12,False,,,,,,
https://www.googletagmanager.com,Error 400 (Bad Request)!!1,400,1555,www.googletagmanager.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google-analytics.com,*.google-analytics.com,,www.googleoptimize.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,a70a503bfcd507236a0630c327963b39,f1e109477d076ab7412e70816a90acdcd1fff2d3ab53cc2429c27acccfe6cc5a,True,ctls,www.googletagmanager.com,,443,https://www.googletagmanager.com:443,https,Google Tag Manager,text/html,GET,142.250.186.72,/,302920777,2a00:1450:4001:809::2008,HTTP/3,12,False,,,True,,,
https://www.gstatic.com,Error 404 (Not Found)!!1,404,1561,www.gstatic.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:47Z,2023-09-11T08:20:46Z,CN=*.gstatic.com,*.gstatic.com,,*.metric.gstatic.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,c7c819cf4dd7eaac32596a27df440c3a,4232a61304d4799519d0c90e6c12f5aa385c549d99242ed0f0565857dbe97608,True,ctls,www.gstatic.com,,443,https://www.gstatic.com:443,https,sffe,text/html,GET,142.250.181.227,/,302920777,2a00:1450:4001:803::2003,HTTP/3,12,False,,,,,,
https://www.youtube.com,YouTube,200,284911,m.youtube.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:16:09Z,2023-09-11T08:16:08Z,CN=*.google.com,*.google.com,,source.android.google.cn,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,77fce969f6da9c23b46a4179eeece1a8,cd9aec87aa4ae96416bd900a0b81fba5a0f3f8e3b5fd4b2ea159059797f70790,True,ctls,m.youtube.com,,443,https://www.youtube.com:443,https,ESF,text/html,GET,142.250.181.238,/,1179099333,2a00:1450:4001:813::200e,HTTP/3,13,False,,,True,,https://m.youtube.com/,
l.btcturk.com,Custom Domain by Bitly,200,54732,bitly.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-27T00:00:00Z,2024-04-26T23:59:59Z,"CN=*.bitly.com, O=Bitly\, Inc., L=New York, ST=New York, C=US",*.bitly.com,"Bitly, Inc.",bitly.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,ac373893849e3fbf0728c19de2085ca3,a7e06d5d08ed98256535cb130a4ecbf5b7885bd16a058129b2ea0c3c5964c87c,True,ctls,bitly.com,,443,https://l.btcturk.com:443,https,nginx,text/html,GET,67.199.248.12,/,-434501501,67.199.248.13,WordPress,63,False,,,,,https://bitly.com/pages/landing/branded-short-domains-powered-by-bitly?bsd=l.btcturk.com,
lb.btcturk.com,,200,1261,lb.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,lb.btcturk.com,cloudflare,443,https://lb.btcturk.com:443,https,cloudflare,text/html,GET,104.16.214.13,/,1631801191,2606:4700::6810:d60d,HSTS,5,False,True,,,,,
lyncdiscover.btcturk.com,,200,348,lyncdiscover.btcturk.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA,2023-02-03T18:41:36Z,2024-01-29T18:41:36Z,"CN=*.online.lync.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",*.online.lync.com,Microsoft Corporation,*.lync.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,2caac3e97714f2cd46d17017c8f7ca9e,f38e6481f423e45388c4b40cabf45c6641d3131d29bed689eac88c27936a5618,True,ctls,lyncdiscover.btcturk.com,,443,https://lyncdiscover.btcturk.com:443,https,,application/json,GET,52.112.192.14,/,-712542344,2603:1027:0:48::21,Azure,1,False,,,True,,,
notify-dev.btcturk.com,,403,16,notify-dev.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,notify-dev.btcturk.com,cloudflare,443,https://notify-dev.btcturk.com:443,https,cloudflare,text/plain,GET,104.16.214.13,/,1253481126,2606:4700::6811:6135,Cloudflare,1,False,True,,,,,
notify-staging.btcturk.com,,404,,notify-staging.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,notify-staging.btcturk.com,cloudflare,443,https://notify-staging.btcturk.com:443,https,cloudflare,,GET,104.16.214.13,/,-1840324437,2606:4700::6811:6135,Cloudflare,1,False,True,,,,,
notify.btcturk.com,,404,,notify.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,notify.btcturk.com,cloudflare,443,https://notify.btcturk.com:443,https,cloudflare,,GET,104.16.214.13,/,-1840324437,2606:4700::6810:d60d,Cloudflare,1,False,True,,,,,
nvi.btcturk.com,,404,,nvi.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,nvi.btcturk.com,cloudflare,443,https://nvi.btcturk.com:443,https,cloudflare,,GET,104.16.214.13,/,-1840324437,2606:4700::6810:d60d,Cloudflare,1,False,True,,,,,
oc-dev.btcturk.com,,403,16,oc-dev.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,oc-dev.btcturk.com,cloudflare,443,https://oc-dev.btcturk.com:443,https,cloudflare,text/plain,GET,104.16.214.13,/,1253481126,2606:4700::6811:6135,Cloudflare,1,False,True,,,,,
oc-staging.btcturk.com,,403,16,oc-staging.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,oc-staging.btcturk.com,cloudflare,443,https://oc-staging.btcturk.com:443,https,cloudflare,text/plain,GET,104.16.214.13,/,1253481126,2606:4700::6811:6135,Cloudflare,1,False,True,,,,,
pro-bff-staging.btcturk.com,,404,,pro-bff-staging.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,pro-bff-staging.btcturk.com,cloudflare,443,https://pro-bff-staging.btcturk.com:443,https,cloudflare,,GET,104.16.214.13,/,-1840324437,2606:4700::6811:6135,HSTS,1,False,True,,,,,
pro-dev.btcturk.com,,403,16,pro-dev.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,pro-dev.btcturk.com,cloudflare,443,https://pro-dev.btcturk.com:443,https,cloudflare,text/plain,GET,104.16.214.13,/,1253481126,2606:4700::6811:6135,Cloudflare,1,False,True,,,,,
pro-staging.btcturk.com,,403,16,pro-staging.btcturk.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-16T00:00:00Z,2024-06-28T23:59:59Z,"CN=*.btcturk.com, O=Eliptik Yazılım ve Ticaret Anonim Şirketi, L=Beşiktaş, ST=İstanbul, C=TR",*.btcturk.com,Eliptik Yazılım ve Ticaret Anonim Şirketi,btcturk.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4c9e44f1fef26448b9569fea671fae35,bf22032603af64d22a8fca32b62cafe2c9d96989ababce2d14388b810cb827dd,True,ctls,pro-staging.btcturk.com,cloudflare,443,https://pro-staging.btcturk.com:443,https,cloudflare,text/plain,GET,104.17.97.53,/,1253481126,2606:4700::6811:6135,Cloudflare,1,False,True,,,,,
