input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,final_url,csp_domains_,tls_expired,tls_mismatched,tls_self_signed,tls_subject_org_
br698.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br698.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br698.hostgator.com.br,,443,https://br698.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.25,/,-1783708853,108.179.193.25,Bootstrap,44,False,,,,,,,
br700.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br700.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br700.hostgator.com.br,,443,https://br700.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.30,/,-1783708853,108.179.193.30,Bootstrap,44,False,,,,,,,
br702.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br702.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br702.hostgator.com.br,,443,https://br702.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.35,/,-1783708853,108.179.193.35,Bootstrap,44,False,,,,,,,
br704.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br704.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br704.hostgator.com.br,,443,https://br704.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.65,/,-1783708853,108.179.193.65,Bootstrap,44,False,,,,,,,
br706.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br706.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br706.hostgator.com.br,,443,https://br706.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.70,/,-1783708853,108.179.193.70,Bootstrap,44,False,,,,,,,
br710.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br710.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br710.hostgator.com.br,,443,https://br710.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.80,/,-1783708853,108.179.193.80,Bootstrap,44,False,,,,,,,
br712.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br712.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br712.hostgator.com.br,,443,https://br712.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.85,/,-1783708853,108.179.193.85,Bootstrap,44,False,,,,,,,
br714.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br714.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br714.hostgator.com.br,,443,https://br714.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.90,/,-1783708853,108.179.193.90,Bootstrap,44,False,,,,,,,
br716.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br716.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br716.hostgator.com.br,,443,https://br716.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.95,/,-1783708853,108.179.193.95,Bootstrap,44,False,,,,,,,
br718.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br718.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br718.hostgator.com.br,,443,https://br718.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.100,/,-1783708853,108.179.193.100,Bootstrap,44,False,,,,,,,
br72.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br72.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br72.hostgator.com.br,,443,https://br72.hostgator.com.br:443,https,Apache,text/html,GET,192.185.176.159,/,-1783708853,192.185.176.159,Bootstrap,44,False,,,,,,,
br720.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br720.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br720.hostgator.com.br,,443,https://br720.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.135,/,-1783708853,108.179.193.135,Bootstrap,44,False,,,,,,,
br722.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br722.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br722.hostgator.com.br,,443,https://br722.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.140,/,-1783708853,108.179.193.140,Bootstrap,44,False,,,,,,,
br724.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br724.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br724.hostgator.com.br,,443,https://br724.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.145,/,-1783708853,108.179.193.145,Bootstrap,44,False,,,,,,,
br726.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br726.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br726.hostgator.com.br,,443,https://br726.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.150,/,-1783708853,108.179.193.150,Bootstrap,44,False,,,,,,,
br728.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br728.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br728.hostgator.com.br,,443,https://br728.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.160,/,-1783708853,108.179.193.160,Bootstrap,44,False,,,,,,,
br730.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br730.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br730.hostgator.com.br,,443,https://br730.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.165,/,-1783708853,108.179.193.165,Bootstrap,44,False,,,,,,,
br734.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br734.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br734.hostgator.com.br,,443,https://br734.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.175,/,-1783708853,108.179.193.175,Bootstrap,44,False,,,,,,,
br736.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br736.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br736.hostgator.com.br,,443,https://br736.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.180,/,-1783708853,108.179.193.180,Bootstrap,44,False,,,,,,,
br738.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br738.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br738.hostgator.com.br,,443,https://br738.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.185,/,-1783708853,108.179.193.185,Bootstrap,44,False,,,,,,,
br740.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br740.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br740.hostgator.com.br,,443,https://br740.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.190,/,-1783708853,108.179.193.190,Bootstrap,44,False,,,,,,,
br742.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br742.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br742.hostgator.com.br,,443,https://br742.hostgator.com.br:443,https,Apache,text/html,GET,108.179.193.195,/,-1783708853,108.179.193.195,Bootstrap,44,False,,,,,,,
br744.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br744.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br744.hostgator.com.br,,443,https://br744.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.15,/,-1783708853,50.116.86.15,Bootstrap,44,False,,,,,,,
br746.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br746.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br746.hostgator.com.br,,443,https://br746.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.20,/,-1783708853,50.116.86.20,Bootstrap,44,False,,,,,,,
br752.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br752.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br752.hostgator.com.br,,443,https://br752.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.35,/,-1783708853,50.116.86.35,Bootstrap,44,False,,,,,,,
br754.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br754.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br754.hostgator.com.br,,443,https://br754.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.40,/,-1783708853,50.116.86.40,Bootstrap,44,False,,,,,,,
br756.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br756.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br756.hostgator.com.br,,443,https://br756.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.45,/,-1783708853,50.116.86.45,Bootstrap,44,False,,,,,,,
br758.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br758.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br758.hostgator.com.br,,443,https://br758.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.50,/,-1783708853,50.116.86.50,Bootstrap,44,False,,,,,,,
br762.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br762.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br762.hostgator.com.br,,443,https://br762.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.60,/,-1783708853,50.116.86.60,Bootstrap,44,False,,,,,,,
br764.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br764.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br764.hostgator.com.br,,443,https://br764.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.65,/,-1783708853,50.116.86.65,Bootstrap,44,False,,,,,,,
br768.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br768.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br768.hostgator.com.br,,443,https://br768.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.75,/,-1783708853,50.116.86.75,Bootstrap,44,False,,,,,,,
br770.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br770.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br770.hostgator.com.br,,443,https://br770.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.80,/,-1783708853,50.116.86.80,Bootstrap,44,False,,,,,,,
br774.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br774.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br774.hostgator.com.br,,443,https://br774.hostgator.com.br:443,https,Apache,text/html,GET,50.116.86.90,/,-1783708853,50.116.86.90,Bootstrap,44,False,,,,,,,
br776.hostgator.com.br,Hospedagem de Site com Domínio Grátis - HostGator,404,2351,br776.hostgator.com.br,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-10T00:00:00Z,2024-07-09T23:59:59Z,CN=*.hostgator.com.br,*.hostgator.com.br,hostgator.com.br,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,0706cd7f557f2621056aa98930b6d43a,c7f524fbdc6b3cc5439ff00acb36bdb8b0f77cc6d90b9eb2b523fb69a9b9cc67,True,ctls,br776.hostgator.com.br,,443,https://br776.hostgator.com.br:443,https,Apache,text/html,GET,50.116.87.120,/,-1783708853,50.116.87.120,Bootstrap,44,False,,,,,,,
