input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn_name,final_url,cdn,tls_mismatched,tls_wildcard_certificate,csp_domains_,tls_expired
connect.verical.com,404 - Not found or no permission to access,404,1330,connect.verical.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=*.hs.eloqua.com, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.hs.eloqua.com,Oracle Corporation,*.hs.eloqua.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,9c4bf839a9272e83a848b0d799a8a35d,62e9eddaaae4cb7bf96e3f58f954d43d47d4fc44a0494c08bf1cf5c37d58a676,ctls,connect.verical.com,443,https://connect.verical.com:443,https,,text/html,GET,142.0.173.15,/,-1270699277,142.0.173.15,HSTS,33,False,,,,True,True,,
connectecs-co.arrow.com,,200,170,connectecs-co.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-11-28T00:00:00Z,2023-11-27T23:59:59Z,"CN=connectecs-co.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",connectecs-co.arrow.com,"Arrow Electronics, Inc",connectecs-co.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2e855593ade8e116ecae89771faf6864,b2c01d2923dd4a6853a8272d23763f77cf6e4a55c603b058bcab577bf72f0663,ctls,connectecs-co.arrow.com,443,https://connectecs-co.arrow.com:443,https,,text/html,GET,4.34.62.19,/,593259606,4.34.62.19,HSTS,4,False,,,,,,,
connectecs-ga.arrow.com,,200,170,connectecs-ga.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-26T00:00:00Z,2023-08-02T23:59:59Z,"CN=connectecs-ga.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",connectecs-ga.arrow.com,"Arrow Electronics, Inc",connectecs-ga.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,7b9d7b0e57112fca72b21afdfc51964b,34531c199d50af09e4958536e93360f1a4d54235171baf21f092fbdc2a2bdb40,ctls,connectecs-ga.arrow.com,443,https://connectecs-ga.arrow.com:443,https,,text/html,GET,128.136.91.242,/,593259606,128.136.91.242,HSTS,4,False,,,,,,,
connected.arrow.com,Redirecting...,200,959,connected.arrow.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=*.hs.eloqua.com, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.hs.eloqua.com,Oracle Corporation,*.hs.eloqua.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,9c4bf839a9272e83a848b0d799a8a35d,62e9eddaaae4cb7bf96e3f58f954d43d47d4fc44a0494c08bf1cf5c37d58a676,ctls,connected.arrow.com,443,https://connected.arrow.com:443,https,,text/html,GET,142.0.173.15,/,-1270699277,142.0.173.15,Eloqua,14,False,,,,True,True,url=http://www.arrownac.com,
connected.verical.com,404 - Not found or no permission to access,404,1330,connected.verical.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384,2022-11-02T00:00:00Z,2023-11-02T23:59:59Z,"CN=*.hs.eloqua.com, O=Oracle Corporation, L=Redwood City, ST=California, C=US",*.hs.eloqua.com,Oracle Corporation,*.hs.eloqua.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,9c4bf839a9272e83a848b0d799a8a35d,62e9eddaaae4cb7bf96e3f58f954d43d47d4fc44a0494c08bf1cf5c37d58a676,ctls,connected.verical.com,443,https://connected.verical.com:443,https,,text/html,GET,142.0.173.15,/,-1270699277,142.0.173.15,Bootstrap,33,False,,,,True,True,,
connection.arrow.com,404 - Not found or no permission to access,404,1330,connection.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=connection.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",connection.arrow.com,"Arrow Electronics, Inc",connection.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9f82a850ba9cc9118713a9170e1e9941,bce4f200c2d9e095c68b709b4ce69440f4d3ccef2d9a87cefab2ac915a99e0da,ctls,connection.arrow.com,443,https://connection.arrow.com:443,https,,text/html,GET,142.0.173.15,/,-1270699277,142.0.173.15,HSTS,33,False,,,,,,,
connection.verical.com,404 - Not found or no permission to access,404,1330,connection.verical.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-19T00:00:00Z,2023-11-19T23:59:59Z,"CN=connection.verical.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",connection.verical.com,"Arrow Electronics, Inc",connection.verical.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,021aa74f4a08205246b23468da4b6429,153a88b679bc794484493f4a9cdf478b0b7d84ecdbf01b015c5d98c2fc12ee1a,ctls,connection.verical.com,443,https://connection.verical.com:443,https,,text/html,GET,142.0.173.15,/,-1270699277,142.0.173.15,HSTS,33,False,,,,,,,
connectphx-va.arrow.com,,200,170,connectphx-va.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-29T23:59:59Z,"CN=connectphx-va.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",connectphx-va.arrow.com,"Arrow Electronics, Inc",connectphx-va.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,82f3050f46b868f3254aed7492ffd95b,5669607c0f90773cc6cece88105070949a4aa91065b0374e5c8cd684a763b950,ctls,connectphx-va.arrow.com,443,https://connectphx-va.arrow.com:443,https,,text/html,GET,65.122.0.242,/,-721644640,65.122.0.242,HSTS,4,False,,,,,,,
convergepbi.siliconexpert.com,,503,857,convergepbi.siliconexpert.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-27T00:00:00Z,2023-11-30T23:59:59Z,"CN=siliconexpert.com, O=SiliconExpert, L=Cambridge, ST=Massachusetts, C=US",siliconexpert.com,SiliconExpert,*.siliconexpert.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bafcceb0907d81b363529d4ee7b72824,17c7921c0581dd2ae7d229253918d24b7876e9c604f79e8350eaa26cced62c39,ctls,convergepbi.siliconexpert.com,443,https://convergepbi.siliconexpert.com:443,https,,text/html,GET,104.126.37.162,/,353391450,2a02:26f0:1700:11::b856:679d,Imperva,1,False,,,,,True,,
ctek.powerandsignal.com,Power & Signal Group - Electronic Components Distributor | Power & Signal Group,200,32898,www.powerandsignal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-03T00:00:00Z,2024-02-02T23:59:59Z,"CN=www.niccomp.com, O=Arrow Electronics\, Inc., L=Centennial, ST=Colorado, C=US",www.niccomp.com,"Arrow Electronics, Inc.",www2.niccomp.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f4135d2792d39179b738790b1c31046d,c64013e80bc5cbe15e2833c33e28bfe6ee1a93ad0e89b18f0f92749dd6119c71,ctls,www.powerandsignal.com,80,http://ctek.powerandsignal.com:80,http,,text/html,GET,13.93.163.20,/,1197119447,13.93.163.20,Microsoft ASP.NET:4.0.30319,617,False,azure,https://www.powerandsignal.com/,True,,,,
dashboard-ext.arrow.com,400 - Bad Request - Qlik Sense,400,96625,dashboard-ext.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-11-08T00:00:00Z,2023-11-07T23:59:59Z,"CN=dashboard-ext.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",dashboard-ext.arrow.com,"Arrow Electronics, Inc",dashboard-ext.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3a522a694584ea3fc761150f1c3eabb3,b71207cf419e9e7c24378890a86795d1cb147a2d0abf76f68d8bd8f2d838c14a,ctls,dashboard-ext.arrow.com,443,https://dashboard-ext.arrow.com:443,https,Apache/2.4.6 (Red Hat Enterprise Linux) OpenSSL/1.0.2k-fips,text/html,GET,63.77.232.19,/,-1138845181,63.77.232.19,Red Hat,237,False,,,,,,,
devecsapi.arrow.com,,404,54,devecsapi.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-05T00:00:00Z,2024-01-04T23:59:59Z,"CN=qaccess.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",qaccess.arrow.com,"Arrow Electronics, Inc",devecsapi.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,98850ba8863dbd6d75923bf181338aad,586a28bbd1787c8dcca8d12ef9e906e29b1715c51fa6f3eb20e69ca9ad3fb742,ctls,devecsapi.arrow.com,443,https://devecsapi.arrow.com:443,https,Kestrel,application/json,GET,63.77.232.3,/,-326256188,63.77.232.3,Microsoft ASP.NET,1,False,,,,,,,
develop-emedia.aspencore.com,WordPress › Error,500,2749,develop-emedia.aspencore.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-06T00:00:00Z,2024-03-05T23:59:59Z,"CN=develop-emedia.aspencore.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",develop-emedia.aspencore.com,"Arrow Electronics, Inc",develop-emedia.aspencore.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,3786976a3d7fac140a56ec618273eff9,066e17428645e325ecf19864f87183694fa4b5fc83dc3401b68c2fafda439d5e,ctls,develop-emedia.aspencore.com,443,https://develop-emedia.aspencore.com:443,https,nginx,text/html,GET,192.0.66.161,/,1274734426,2a04:fa87:fffd::c000:42a1,Nginx,121,False,,,,,,,
digital.einfochips.com,"Digital Transformation Services, Cloud, Devops, AI, ML, & Hyper-automation",200,347906,digital.einfochips.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-06-21T13:26:11Z,2023-07-23T13:26:10Z,"CN=*.einfochips.com, O=E-INFOCHIPS PRIVATE LIMITED, L=Ahmedabad, ST=Gujarat, C=IN",*.einfochips.com,E-INFOCHIPS PRIVATE LIMITED,einfochips.com,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,8876fc865ec1295b714345f44c473f65,03736edf956a6fc4ccbe1543bfa2cb1452bffc7c68308fdbc34b461f77c18494,ctls,digital.einfochips.com,443,https://digital.einfochips.com:443,https,Apache,text/html,GET,54.151.66.36,/,1198047028,54.151.66.36,wpBakery,3415,False,,,,,True,,
dn.siliconexpert.com,Service Unavailable,503,269,dn.siliconexpert.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-11-27T00:00:00Z,2023-11-30T23:59:59Z,"CN=siliconexpert.com, O=SiliconExpert, L=Cambridge, ST=Massachusetts, C=US",siliconexpert.com,SiliconExpert,*.siliconexpert.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,bafcceb0907d81b363529d4ee7b72824,17c7921c0581dd2ae7d229253918d24b7876e9c604f79e8350eaa26cced62c39,ctls,dn.siliconexpert.com,443,https://dn.siliconexpert.com:443,https,,text/html,GET,104.126.37.162,/,1395653048,2a02:26f0:1700:11::b856:6788,,9,False,,,,,True,,
download.siliconexpert.com,,200,3030,download.siliconexpert.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,2023-11-25T23:59:59Z,"CN=siliconexpert.com, O=SiliconExpert, L=Cambridge, ST=Massachusetts, C=US",siliconexpert.com,SiliconExpert,*.siliconexpert.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,161e0bb510eab2283b1cddd28ef577b7,da3773b8bc57e3ef2612e32b25da6b1f4a7c375f49ee269919190ebbd907c2c2,ctls,download.siliconexpert.com,443,https://download.siliconexpert.com:443,https,AmazonS3,text/html,GET,45.223.19.99,/,-926327531,2a02:e980:1fe::63,Imperva,11,False,incapsula,,True,,True,,
download1.siliconexpert.com,,200,3029,download1.siliconexpert.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-10-25T00:00:00Z,2023-11-25T23:59:59Z,"CN=siliconexpert.com, O=SiliconExpert, L=Cambridge, ST=Massachusetts, C=US",siliconexpert.com,SiliconExpert,*.siliconexpert.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,161e0bb510eab2283b1cddd28ef577b7,da3773b8bc57e3ef2612e32b25da6b1f4a7c375f49ee269919190ebbd907c2c2,ctls,download1.siliconexpert.com,443,https://download1.siliconexpert.com:443,https,AmazonS3,text/html,GET,45.223.19.99,/,-483070664,2a02:e980:1fe::63,Imperva,11,False,incapsula,,True,,True,,
ecs-myarrow.arrow.com,,200,1453,ecs-myarrow.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-07-14T00:00:00Z,2023-07-14T23:59:59Z,"CN=ecs-myarrow.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",ecs-myarrow.arrow.com,"Arrow Electronics, Inc",ecs-myarrow.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,2208b4d6e97b916b62b11f71bad156c7,4d0ea810d3495ddd6be650454a6e65e07cd93cd0a30c1483713ae2b16ba85bc8,ctls,ecs-myarrow.arrow.com,443,https://ecs-myarrow.arrow.com:443,https,sfdcedge,text/html,GET,85.222.140.11,/,1433417005,85.222.140.13,HSTS,45,False,,https://ecs-myarrow.arrow.com/myarrow/s/,,,,,
ecs-videos.arrow.com,The page you were looking for doesn't exist (404),404,7960,ecs-videos.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2021-10-09T00:00:00Z,2022-10-11T23:59:59Z,"CN=ecs-videos.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",ecs-videos.arrow.com,"Arrow Electronics, Inc",ecs-videos.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,126d59bff0cd12b5a1d6eace5276584b,d7852fb4cbd0540dd65b83631601d38830d16267d46b4f1f82619c674dd8929f,ctls,ecs-videos.arrow.com,443,https://ecs-videos.arrow.com:443,https,,text/html,GET,34.206.176.10,/,-274891734,52.54.58.74,,311,False,,,,,,,True
ecsapp.arrow.com,Loading...,200,330173,arrowb2cprod.b2clogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-05-04T00:00:00Z,2024-05-04T23:59:59Z,"CN=graph.windows.net, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",graph.windows.net,Microsoft Corporation,sts.windows.net,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,86943de44ccac520c661526f9a4169ab,7a5dc7c513343714f8248a0f6e5699a73d999e558652e7874b5aa61b53f5cb6d,ctls,arrowb2cprod.b2clogin.com,443,https://ecsapp.arrow.com:443,https,,text/html,GET,63.94.171.247,/,-366337701,63.94.171.247,Handlebars,4389,False,,https://arrowb2cprod.b2clogin.com/arrowb2cprod.onmicrosoft.com/B2C_1A_ARW_ECSPROD_SIGN_UP_SIGNIN_V1/oauth2/v2.0/authorize?response_type=code&client_id=d496a76a-de08-4db8-be64-b518083aa574&scope=d496a76a-de08-4db8-be64-b518083aa574&nonce=899898&redirect_uri=https://ecsapp.arrow.com/pls/apex/apex_authentication.callback&state=E7e_5iDdhDvPLAQ3Po_AD4LlHyVphmlU-4yOa6_juHFST7FhsSgDme428VppMf13f0ni6Vs33D9KjJIVmSNLuHKIG4TWQmWSuFYDXQZIJGQ,,True,True,,
ecsloginac.arrow.com,Login - Oracle Access Management 12c,200,5843,ecsloginac.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-01-25T00:00:00Z,2024-01-24T23:59:59Z,"CN=ecsapi.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",ecsapi.arrow.com,"Arrow Electronics, Inc",ecswc.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,011efdc0deefcb84d08367e4630b6064,89c8060c173b72c83b54b19b020b74c16531d55270a4bf20c1da8508176a1c9e,ctls,ecsloginac.arrow.com,443,https://ecsloginac.arrow.com:443,https,Oracle-HTTP-Server,text/html,GET,216.150.161.6,/,-366337701,216.150.161.6,Oracle HTTP Server,167,False,,https://ecsloginac.arrow.com:443/oam/server/obrareq.cgi?encquery%3D1%2BfYTOURsxP0yOEm9XUtqDZkSx4cLkrrgXLgn%2FehyDB3W%2FRn8XOsXcuPVSe6BJF%2BuFtV39Hd90pHgx6bxeEUkqqiEId%2FlOHfYwCglBalfrpiUK%2BChkafy%2B6XF8gO%2F%2FC%2BlFvF6K2iYLtLH2a%2Bb98cIvGj%2FuH9EmCFkP9BZs7fuDDNbehl%2FQTYktKuiPvClBPgAcoWf1ZfHbByipNcKz9FN8f1fpdoXqq4EPzxkz0bLvRCwUUvBECYOawa11Ld6AuAeeZPlUfRM%2FoXpLdq0fQEZw%3D%3D%20agentid%3Decs_accessgate%20ver%3D1%20crmethod%3D2%26cksum%3Dcd03aa3693d1a4eabba82cb4840d9fb15545ceba&ECID-Context=1.005ywoFVmd99pYOLIit1if00038I0005vE%3BkXjE,,,,,
ecsoag.arrow.com,,403,13,ecsoag.arrow.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-20T00:00:00Z,2024-03-19T23:59:59Z,"CN=ecsoag.arrow.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",ecsoag.arrow.com,"Arrow Electronics, Inc",ecsoag.arrow.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c0d2e91d9dcad5fe57abdba8064ef39a,a3ef86652c1442c9c6216ad443f77c9461afc0b1ea29723a327d4f572c5e5c08,ctls,ecsoag.arrow.com,443,https://ecsoag.arrow.com:443,https,,text/html,GET,63.94.171.182,/,556160965,63.94.171.182,HSTS,1,False,,,,,,,
elqtracking.richardsonrfpd.com,404 - Not found or no permission to access,404,1330,elqtracking.richardsonrfpd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-10-12T00:00:00Z,2023-10-11T23:59:59Z,"CN=elqtracking.richardsonrfpd.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",elqtracking.richardsonrfpd.com,"Arrow Electronics, Inc",elqtracking.richardsonrfpd.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b37d4c844afb9b01062544955037d005,b432ea4a5059642815e4213c961b7be3bddf79aedccb8b799e00d18bb40db441,ctls,elqtracking.richardsonrfpd.com,443,https://elqtracking.richardsonrfpd.com:443,https,,text/html,GET,142.0.173.14,/,-1270699277,142.0.173.14,Bootstrap,33,False,,,,,,,
emedia.aspencore.com,ASPENCORE Asia Network - Site Access Restricted,403,2700,emedia.aspencore.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-14T00:00:00Z,2024-02-13T23:59:59Z,"CN=emedia.aspencore.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",emedia.aspencore.com,"Arrow Electronics, Inc",emedia.aspencore.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,deb54499244160004bb6fe1b1737279f,daea8332c7da57e19b88a1392e71dad75dc09d7b14e207a8a5131e6e5ac9dd9f,ctls,emedia.aspencore.com,443,https://emedia.aspencore.com:443,https,nginx,text/html,GET,192.0.66.180,/,1274734426,2a04:fa87:fffd::c000:42b4,Nginx,122,False,,,,,,,
engage.richardsonrfpd.com,Redirecting...,200,957,engage.richardsonrfpd.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2022-12-15T00:00:00Z,2023-12-14T23:59:59Z,"CN=engage.richardsonrfpd.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",engage.richardsonrfpd.com,"Arrow Electronics, Inc",engage.richardsonrfpd.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,9fab1141c58a55a52241db309453faf2,e41f5a5f312ca1b2ae184e167dc38d2db8dbc230809a4cbff14d1e43e9cdc4f6,ctls,engage.richardsonrfpd.com,80,http://engage.richardsonrfpd.com:80,http,,text/html,GET,142.0.173.14,/,-1270699277,142.0.173.14,HSTS,19,False,,https://engage.richardsonrfpd.com/,,,,url=http://www.eloqua.com,
engage.transim.com,Engage Login,200,63489,engage.transim.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-12-29T00:00:00Z,2023-12-28T23:59:59Z,"CN=*.transim.com, O=Arrow Electronics\, Inc, L=Centennial, ST=Colorado, C=US",*.transim.com,"Arrow Electronics, Inc",transim.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,a2e709e7e48b2c5249818099dc49458b,bc62bdff61abe8f00e29eacb7e5774431fb51b568e6044a9a807a49eafec23ff,ctls,engage.transim.com,443,https://engage.transim.com:443,https,Microsoft-IIS/7.5,text/html,GET,137.135.18.76,/,-729409498,137.135.18.76,Windows Server,808,False,azure,https://engage.transim.com/admin/account/login?ReturnUrl=%2fadmin%2f,True,,True,,
enterpriseenrollment.arrow.com,Microsoft Intune admin center,200,39908,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,ctls,intune.microsoft.com,443,https://enterpriseenrollment.arrow.com:443,https,,text/html,GET,52.236.189.96,/,1631801191,52.236.189.96,HSTS,4,False,azure,https://intune.microsoft.com/,True,,,,
enterpriseenrollment.aspencore.com,Microsoft Intune admin center,200,39908,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,ctls,intune.microsoft.com,443,https://enterpriseenrollment.aspencore.com:443,https,,text/html,GET,52.236.189.96,/,1631801191,52.236.189.96,HSTS,4,False,azure,https://intune.microsoft.com/,True,,,,
enterpriseenrollment.chip1stop.com,Microsoft Intune admin center,200,39878,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,ctls,intune.microsoft.com,443,https://enterpriseenrollment.chip1stop.com:443,https,,text/html,GET,20.91.147.72,/,1631801191,20.91.147.72,HSTS,4,False,,https://intune.microsoft.com/,,,,,
enterpriseenrollment.immixgroup.com,Microsoft Intune admin center,200,39878,intune.microsoft.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-04-20T00:03:25Z,2024-04-14T00:03:25Z,"CN=intune.microsoft.com, O=Microsoft Corporation, L=Redmond, ST=WA, C=US",intune.microsoft.com,Microsoft Corporation,intune.microsoft.com,"CN=Microsoft Azure TLS Issuing CA 06, O=Microsoft Corporation, C=US",Microsoft Azure TLS Issuing CA 06,Microsoft Corporation,fbe882ad9daeb5df0f0d14db966ea3c8,d5bab55b00d08eec6b9981deee10c77d19ccdd091bfd836e38b6bc95a281a90d,ctls,intune.microsoft.com,443,https://enterpriseenrollment.immixgroup.com:443,https,,text/html,GET,20.91.147.72,/,1631801191,20.91.147.72,HSTS,4,False,,https://intune.microsoft.com/,,,,,
