input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_subject_org_,tls_wildcard_certificate,final_url,csp_domains_
id-preprod.origindigital-pac.com.au,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://id-preprod.origindigital-pac.com.au:80,http,CloudFront,text/html,GET,108.138.17.119,/,-1684810853,2600:9000:2491:9e00:12:c1dd:7b00:93a1,Amazon Web Services,20,False,True,,,,,
id.dev.originenergy.com.au,ERROR: The request could not be satisfied,403,919,id.dev.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-10-03T23:59:59Z,CN=*.dev.originenergy.com.au,*.dev.originenergy.com.au,*.test.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f282c22b034fdc175a9b05cebce36d64,80cb862b31deb272c7fc41a51fc21004a436d0f28ce63fd4bde5c3c78a415272,ctls,id.dev.originenergy.com.au,cloudfront,443,https://id.dev.originenergy.com.au:443,https,CloudFront,text/html,GET,13.32.110.28,/,-1148366230,2600:9000:2251:1e00:13:94cc:9680:93a1,Amazon Web Services,20,False,True,,,True,,
id.originenergy.com.au,"Award Winning Electricity, Gas and internet provider in Australia - Origin Energy",200,220934,www.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-03T23:59:59Z,CN=originenergy.com.au,originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9839b6289e3550c383c7ec28aef2660,1a92257df55bb777fe2f3898746ec9f03e7987b5ea90e53c6fe613e6c9708949,ctls,www.originenergy.com.au,cloudfront,443,https://id.originenergy.com.au:443,https,nginx,text/html,GET,13.224.189.126,/,-2078272572,2600:9000:20eb:8600:16:46d:fd40:93a1,WordPress,1537,False,True,,,True,https://www.originenergy.com.au/,*.branch.io
im-ds.originenergy.com.au,Apache Tomcat/9.0.21,200,11383,im-ds.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-21T23:59:59Z,CN=*.originenergy.com.au,*.originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2111dbe242574fed46db7c40b98ed452,0092acb39ff8d6772fd8dd9839be0ddcc26851783fe150fb929c8255030dedec,ctls,im-ds.originenergy.com.au,,443,https://im-ds.originenergy.com.au:443,https,,text/html,GET,52.64.199.163,/,-297069493,54.66.24.112,,200,False,,,,True,,
im-pp-ds.originenergy.com.au,Apache Tomcat/9.0.21,200,11383,im-pp-ds.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2024-03-22T23:59:59Z,CN=*.originenergy.com.au,*.originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,76ace46df220c695b8e3fbadd37cff3b,dbd574b6ae885ea824f39ce70b36dce4629e1430757a6f2e8344136e16c07419,ctls,im-pp-ds.originenergy.com.au,,443,https://im-pp-ds.originenergy.com.au:443,https,,text/html,GET,54.253.145.73,/,-297069493,3.106.65.85,,200,False,,,,True,,
im-stage.originenergy.com.au,ERROR: The request could not be satisfied,502,960,im-stage.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-08-23T23:59:59Z,CN=im-stage.originenergy.com.au,im-stage.originenergy.com.au,im-stage.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f0d5cdd36e9fe0d2651f445e4e3a0278,fb58c6f8ceb0ac57be8af81f0737da12016a7e1bf378ebb4245c1e0ace441c9e,ctls,im-stage.originenergy.com.au,cloudfront,443,https://im-stage.originenergy.com.au:443,https,CloudFront,text/html,GET,108.156.2.84,/,-2013642089,108.156.2.37,Amazon Web Services,20,False,True,,,,,
im.originenergy.com.au,,200,281,im.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-08-08T23:59:59Z,CN=im.originenergy.com.au,im.originenergy.com.au,im.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,b1308ff230b51bc1ed4e460dbd072531,edd5bfe28534e1ccc8b4e01c6490bffc58ce251749979ff7934b37de61242334,ctls,im.originenergy.com.au,cloudfront,443,https://im.originenergy.com.au:443,https,Microsoft-IIS/10.0,text/html,GET,143.204.215.101,/,1631801191,2600:9000:214f:4a00:b:ab23:f40:93a1,Windows Server,2,False,True,,,,,URL=/otcs/cs.dll/app
image.lpg.originenergy.com.au,Access Denied,403,287,image.lpg.originenergy.com.au,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-23T00:00:00Z,2024-02-23T23:59:59Z,"CN=san-4-s10.tlsprovisioning.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",san-4-s10.tlsprovisioning.exacttarget.com,image.airageinc.com,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,8560f11bfec4a31a07179b17a8ee42e7,31ae6cc0875c30c3174cdfc2fac8c4631c345fb54f54b9a0a2535b6d58246226,ctls,image.lpg.originenergy.com.au,,443,https://image.lpg.originenergy.com.au:443,https,AkamaiGHost,text/html,GET,104.126.37.153,/,1735808692,2a02:26f0:3500:1b::1724:a39c,,10,False,,,"SALESFORCE.COM, INC.",,,
int-dev.originenergy.com.au,503 Service Temporarily Unavailable,503,564,int-dev.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-01T23:59:59Z,CN=int-dev.originenergy.com.au,int-dev.originenergy.com.au,int-dev.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bcde4aacf0e5d8498c95821ddde3f953,762dd6257ad17c30105cb60d161fb776f265a6b628e293bf34f66716c92ea4f4,ctls,int-dev.originenergy.com.au,,443,https://int-dev.originenergy.com.au:443,https,awselb/2.0,text/html,GET,52.65.182.151,/,2051366281,52.65.182.151,,13,False,,,,,,
jbhifi-api.fe-stg.originenergy.com.au,,403,23,jbhifi-api.fe-stg.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-03-29T00:00:00Z,2024-04-26T23:59:59Z,CN=jbhifi-api.fe-stg.originenergy.com.au,jbhifi-api.fe-stg.originenergy.com.au,jbhifi-api.fe-stg.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,bd0aefe3012a7edf00f01b0f9a5b9fde,219c55a46dab08252912f0351cbd4b10c7dae1e85506b6a9f6079c964481c7e6,ctls,jbhifi-api.fe-stg.originenergy.com.au,,443,https://jbhifi-api.fe-stg.originenergy.com.au:443,https,,application/json,GET,54.153.191.123,/,968070783,52.63.203.185,,1,False,,,,,,
jbhifi.fe.originenergy.com.au,Solar Monitoring,200,759,jbhifi.fe.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-26T00:00:00Z,2024-03-27T23:59:59Z,CN=solarportal.fe.originenergy.com.au,solarportal.fe.originenergy.com.au,jbhifi.fe.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7908ab1d55e57ba2c5843e24e3f5adeb,5cf3904620f784c46554721c9fac6cd6389d01ae0993bb29421e52715b181790,ctls,jbhifi.fe.originenergy.com.au,cloudfront,443,https://jbhifi.fe.originenergy.com.au:443,https,AmazonS3,text/html,GET,52.222.214.51,/,-1368569089,52.222.214.46,HSTS,1,False,True,,,,,
mail-content.oetest.originenergy.com.au,,404,,mail-content.oetest.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-06T20:25:07Z,2024-02-06T20:24:07Z,CN=mail-content.oetest.originenergy.com.au,mail-content.oetest.originenergy.com.au,mail-content.oetest.originenergy.com.au,"emailAddress=ca@trustwave.com, CN=Trustwave Domain Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Domain Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",0b084f0e7b785c056713b60fe89ee400,c6293a0c7fc1e96c368be1beeb352892246f2322e14fb805ce7142317c5aae80,ctls,mail-content.oetest.originenergy.com.au,,443,https://mail-content.oetest.originenergy.com.au:443,https,,application/octet-stream,GET,54.79.133.146,/,285775083,52.64.161.133,HSTS,1,False,,,,,,
oliex.originenergy.com.au,Sign in to your account,200,201314,login.microsoftonline.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-03-02T00:00:00Z,2024-03-02T23:59:59Z,"CN=stamp2.login.microsoftonline.com, O=Microsoft Corporation, L=Redmond, ST=Washington, C=US",stamp2.login.microsoftonline.com,stamp2.login.microsoftonline-int.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,4ceb9ced5b9a448baf4eb595cb5ac3ac,451bd20790847897690ff09ec60812993db03eef241cb1e2b1054c370205650c,ctls,login.microsoftonline.com,azure,443,https://oliex.originenergy.com.au:443,https,,text/html,GET,13.70.151.195,/,1396668168,13.70.151.195,HSTS,174,False,True,,Microsoft Corporation,,https://login.microsoftonline.com/97160e56-eb00-44fe-b31d-0d6d351c636d/oauth2/authorize?response_type=code&client_id=16e14fd6-b010-4430-b78a-cc51f9a57b3a&scope=openid&nonce=668dae17-3e62-4116-b9d6-568e9c9917e1&redirect_uri=https%3a%2f%2foliex.originenergy.com.au%2f&state=AppProxyState%3a%7b%22InvalidTokenRetry%22%3anull%2c%22IsMsofba%22%3afalse%2c%22OriginalRawUrl%22%3a%22https%3a%5c%2f%5c%2foliex.originenergy.com.au%5c%2f%22%2c%22RequestProfileId%22%3anull%2c%22SessionId%22%3a%22cb328522-0dc9-4ee5-853e-14d7bbade7a6%22%7d%23EndOfStateParam%23&client-request-id=cb328522-0dc9-4ee5-853e-14d7bbade7a6,
originenergy.com.au,"Award Winning Electricity, Gas and internet provider in Australia - Origin Energy",200,220934,www.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-09-03T23:59:59Z,CN=originenergy.com.au,originenergy.com.au,*.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f9839b6289e3550c383c7ec28aef2660,1a92257df55bb777fe2f3898746ec9f03e7987b5ea90e53c6fe613e6c9708949,ctls,www.originenergy.com.au,cloudfront,443,https://originenergy.com.au:443,https,nginx,text/html,GET,13.224.189.44,/,-1840324437,13.224.189.79,WordPress,1537,False,True,,,True,https://www.originenergy.com.au/,ws3.ondemand.qas.com
pages.lpg.originenergy.com.au,403 - Forbidden: Access is denied.,403,1233,pages.lpg.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-03-16T23:59:59Z,"CN=pages.s10.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s10.exacttarget.com,pages.s10.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,81a3df902101fb7cbedf72f13d4842a8,49881050537e01c4d49177b9f99bae6635eb216201de12f446d0d312c7764fc3,ctls,pages.lpg.originenergy.com.au,,443,https://pages.lpg.originenergy.com.au:443,https,,text/html,GET,13.111.18.25,/,-207424980,13.111.18.25,,30,False,,True,"SALESFORCE.COM, INC.",,,
pages.retail.originenergy.com.au,403 - Forbidden: Access is denied.,403,1233,pages.retail.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-02-14T00:00:00Z,2024-03-16T23:59:59Z,"CN=pages.s10.exacttarget.com, O=SALESFORCE.COM\, INC., L=San Francisco, ST=California, C=US",pages.s10.exacttarget.com,pages.s10.exacttarget.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,81a3df902101fb7cbedf72f13d4842a8,49881050537e01c4d49177b9f99bae6635eb216201de12f446d0d312c7764fc3,ctls,pages.retail.originenergy.com.au,,443,https://pages.retail.originenergy.com.au:443,https,,text/html,GET,13.111.18.25,/,-207424980,13.111.18.25,,30,False,,True,"SALESFORCE.COM, INC.",,,
paytest.originenergy.com.au,,200,3186,paytest.originenergy.com.au,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-01-29T23:27:51Z,2024-01-29T23:26:51Z,CN=paytest.originenergy.com.au,paytest.originenergy.com.au,paytest.originenergy.com.au,"emailAddress=ca@trustwave.com, CN=Trustwave Domain Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Domain Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",b4f838ccb7ec9f53f613e2805dc37317,ecb95fa4f1aac6850dc759ff1456cc4917a044f1d077dbfc378c9bef989e6af0,ctls,paytest.originenergy.com.au,,443,https://paytest.originenergy.com.au:443,https,,text/html,GET,3.106.97.255,/,-1745174492,13.211.104.196,PayPal,38,False,,,,,https://paytest.originenergy.com.au/unauthorized,https://fonts.gstatic.com
peoplecentral.originenergy.com.au,Welcome to People Central - Origin Energy,200,20008,peoplecentral.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-05-11T23:59:59Z,CN=peoplecentral.originenergy.com.au,peoplecentral.originenergy.com.au,peoplecentral.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,3a07c97e41fdd4e06e0dc7b7b589f65b,060ae02b5e52e6f162610293cf9abb03caa9abad81ceaf570654e272f6a43ee3,ctls,peoplecentral.originenergy.com.au,cloudfront,443,https://peoplecentral.originenergy.com.au:443,https,AmazonS3,text/html,GET,143.204.89.67,/,-89187353,143.204.89.121,HSTS,251,False,True,,,,,
plans.api.odcdn.com.au,,403,23,plans.api.odcdn.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-10-06T23:59:59Z,CN=wildcard.api.odcdn.com.au,wildcard.api.odcdn.com.au,*.plans.api.odcdn.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,ae86826cf478a4917a8ba581bd5a4fd3,0856cec073596ccc964e386a8536b6d852620a5a381645913997d450958b744a,ctls,plans.api.odcdn.com.au,cloudfront,443,https://plans.api.odcdn.com.au:443,https,,application/json,GET,13.32.27.120,/,968070783,13.32.27.27,Amazon Web Services,1,False,True,,,True,,
plantest.originenergy.com.au,Origin,200,3442,plantest.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-07-04T21:52:09Z,2023-07-04T21:51:09Z,CN=plantest.originenergy.com.au,plantest.originenergy.com.au,plantest.originenergy.com.au,"emailAddress=ca@trustwave.com, CN=Trustwave Domain Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Domain Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",830a269062e5c5c19ac3ce891b7554c4,1ef87ff3b3cdd8b45a44be38b93a52456e75739e97cc97ea37b0b96f86ff0d5b,ctls,plantest.originenergy.com.au,cloudfront,443,https://plantest.originenergy.com.au:443,https,AmazonS3,text/html,GET,52.222.214.86,/,-1851491385,2600:9000:223d:8600:3:8611:3ac0:93a1,Amazon Web Services,26,False,True,,,,,
prd-admin.mydata.cdr.originenergy.com.au,DeepThought CDR,200,7387,prd-admin.mydata.cdr.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-25T00:00:00Z,2023-05-25T23:59:59Z,"CN=mydata.cdr.originenergy.com.au, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mydata.cdr.originenergy.com.au,prd-admin.mydata.cdr.originenergy.com.au,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",d6e7f6a5e6d2c68008c5b96d44e37455,1c8fd46c252994a30dcf7292a3a15978565c214f698dd15a8e302a27f1b9ae82,ctls,prd-admin.mydata.cdr.originenergy.com.au,cloudflare,443,https://prd-admin.mydata.cdr.originenergy.com.au:443,https,cloudflare,text/html,GET,104.18.40.111,/,-229715545,2606:4700:4400::ac40:9391,HSTS,25,False,True,,"Cloudflare, Inc.",,,
preprod.dataportal.originenergy.com.au,Data Portal,200,734,preprod.dataportal.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-15T23:59:59Z,CN=dataportal.originenergy.com.au,dataportal.originenergy.com.au,api.dataportal.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,469b2cf95710a5427bd07c2be82a641c,95c8a280a44550458ca6cad83de9fa25a69f61811ba776e6e4b617f3b8c591dd,ctls,preprod.dataportal.originenergy.com.au,cloudfront,443,https://preprod.dataportal.originenergy.com.au:443,https,nginx,text/html,GET,108.156.245.57,/,1715079750,108.156.245.83,Nginx,27,False,True,,,True,,
public.mydata.cdr.originenergy.com.au,,404,14,public.mydata.cdr.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T00:00:00Z,2023-06-10T23:59:59Z,"CN=mydata.cdr.originenergy.com.au, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",mydata.cdr.originenergy.com.au,public.mydata.cdr.originenergy.com.au,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f3eb336f7555ca946fbdc634f10a9852,3725e15be747f9ca78f110f8c50008c3b2b5748d4bcd7ed65b2f70c81a2d2859,ctls,public.mydata.cdr.originenergy.com.au,cloudflare,443,https://public.mydata.cdr.originenergy.com.au:443,https,cloudflare,application/octet-stream,GET,172.64.147.145,/,-64561937,2606:4700:4400::6812:286f,HSTS,1,False,True,,"Cloudflare, Inc.",,,
renewable.originenergy.com.au,,404,47,renewable.originenergy.com.au,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-05-18T00:00:00Z,2023-06-18T23:59:59Z,CN=try.unbounce.com,try.unbounce.com,wp.unbounce.com,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,ce5ef3cc97d4562e7d4d6420168b43d3,40142d04387df684b593c86f7261fa6f0de1ad456eeb25d6e2c7d778e6dbfb71,ctls,renewable.originenergy.com.au,,443,https://renewable.originenergy.com.au:443,https,,text/plain,GET,3.126.202.50,/,-1335621053,3.69.136.55,,1,False,,True,,,,
reneweclipse.originenergy.com.au,Mendix,200,8597,reneweclipse.originenergy.com.au,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-01-23T17:09:17Z,2024-02-22T17:08:17Z,CN=reneweclipse.originenergy.com.au,reneweclipse.originenergy.com.au,reneweclipse.originenergy.com.au,"emailAddress=ca@trustwave.com, CN=Trustwave Domain Validation SHA256 CA\, Level 1, O=Trustwave Holdings\, Inc., L=Chicago, ST=Illinois, C=US, emailAddress=ca@trustwave.com","Trustwave Domain Validation SHA256 CA, Level 1","Trustwave Holdings, Inc.",6391c7567660bf5dd4f611150f97fa83,c730d8ef1cb6844ec4afc4f1b80158b48ef56ea1f4d6ccdb6fa4d7df482aa09f,ctls,reneweclipse.originenergy.com.au,,443,https://reneweclipse.originenergy.com.au:443,https,nginx,text/html,GET,13.237.118.78,/,-416318534,2406:da1c:b15:1602:3ff3:6738:d908:30fa,Nginx,71,False,,,,,,
rm.dataportal.originenergy.com.au,503 Service Temporarily Unavailable,503,162,rm.dataportal.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-15T23:59:59Z,CN=dataportal.originenergy.com.au,dataportal.originenergy.com.au,api.dataportal.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,469b2cf95710a5427bd07c2be82a641c,95c8a280a44550458ca6cad83de9fa25a69f61811ba776e6e4b617f3b8c591dd,ctls,rm.dataportal.originenergy.com.au,cloudfront,443,https://rm.dataportal.originenergy.com.au:443,https,awselb/2.0,text/html,GET,13.224.189.6,/,1862162275,13.224.189.13,Amazon Web Services,7,False,True,,,True,,
salesplan-api-prod.api.origindigital-pac.com.au,,403,23,salesplan-api-prod.api.origindigital-pac.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-07-28T23:59:59Z,CN=*.origindigital-pac.com.au,*.origindigital-pac.com.au,*.api.origindigital-pac.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,495dc4f60f4ac17770f8cce8c686b02b,91fb07a067de086b6886723ec72218d2c02278030d1ba699c2ad18adae959f80,ctls,salesplan-api-prod.api.origindigital-pac.com.au,cloudfront,443,https://salesplan-api-prod.api.origindigital-pac.com.au:443,https,,application/json,GET,18.66.15.30,/,968070783,18.66.15.114,Amazon Web Services,1,False,True,,,True,,
solarportal.fe.originenergy.com.au,Solar Monitoring,200,759,solarportal.fe.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-26T00:00:00Z,2024-03-27T23:59:59Z,CN=solarportal.fe.originenergy.com.au,solarportal.fe.originenergy.com.au,jbhifi.fe.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,7908ab1d55e57ba2c5843e24e3f5adeb,5cf3904620f784c46554721c9fac6cd6389d01ae0993bb29421e52715b181790,ctls,solarportal.fe.originenergy.com.au,cloudfront,443,https://solarportal.fe.originenergy.com.au:443,https,AmazonS3,text/html,GET,99.84.88.28,/,-1368569089,99.84.88.110,HSTS,1,False,True,,,,,
spike.originenergy.com.au,404 Page not found - Origin Energy,403,24945,id.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-05-06T23:59:59Z,CN=id.originenergy.com.au,id.originenergy.com.au,id.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e8067e673fdfc01280f3f58c6495edd4,4689dd0d08846b675b119d7b458c7e334eb1baf7f2238a828609248adab35caf,ctls,id.originenergy.com.au,,443,https://spike.originenergy.com.au:443,https,AmazonS3,text/html,GET,13.55.189.54,/,-1981209243,54.253.3.5,React,440,False,,,,,https://id.originenergy.com.au/authorize?response_type=code&client_id=iBDFAf6qNVgIgU3Ein5b5DVVcAK1VpDH&redirect_uri=https%3A%2F%2Fspike.originenergy.com.au%2Forigin%2Fauthcode&scope=openid+profile+email&state=OoA1I3fcI7j5IrplaDfVkOMqO9nH0v&nonce=OFt7rCuPkSfPS3XLJGEE,
staging-connect.origindigital-pac.com.au,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://staging-connect.origindigital-pac.com.au:80,http,CloudFront,text/html,GET,18.66.122.84,/,1894489640,2600:9000:2250:8000:15:d8e5:d900:93a1,Amazon Web Services,20,False,True,,,,,
static.originenergy.com.au,,403,243,static.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2023-09-03T23:59:59Z,CN=static.originenergy.com.au,static.originenergy.com.au,assets.originenergy.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,4423e02f200c252c74149a4098598a4b,c5cccc62b49185969433a642005500457da12093be1a5edca100336ad2f8cfdb,ctls,static.originenergy.com.au,cloudfront,443,https://static.originenergy.com.au:443,https,AmazonS3,application/xml,GET,52.222.214.110,/,1753834464,52.222.214.36,Amazon Web Services,2,False,True,,,,,
staticsite-cdn-staging.origindigital-pac.com.au,404 Page not found - Origin Energy,403,24945,staticsite-cdn-staging.origindigital-pac.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2024-01-19T23:59:59Z,CN=originenergy.com.au,originenergy.com.au,*.api.origindigital-pac.com.au,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,78106c5f65f0247b892960b35b6176f3,bafe056c3f6f3bc3c5687df7bc4ace4cedaeca7d4da7375e7b93c5864aa4bf71,ctls,staticsite-cdn-staging.origindigital-pac.com.au,cloudfront,443,https://staticsite-cdn-staging.origindigital-pac.com.au:443,https,AmazonS3,text/html,GET,143.204.89.24,/,-2078272572,2600:9000:2156:7e00:17:7b4a:9a40:93a1,React,440,False,True,,,True,,
statuspage.origindigital-pac.com.au,Origin Status - Page Inactive,200,31822,origin-test-newtiuytuifu.statuspage.io,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-08T00:00:00Z,2023-08-22T23:59:59Z,"CN=*.statuspage.io, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.statuspage.io,statuspage.io,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,eecd10eea6fd6ff59cf22d07af5a78bb,a0d9fe1d2d8e8246cc1c32e903693152c80723c54f60d270f0370cee839d3e17,ctls,origin-test-newtiuytuifu.statuspage.io,,443,https://statuspage.origindigital-pac.com.au:443,https,,text/html,GET,52.215.192.133,/,-1840324437,52.215.192.133,HSTS,712,False,,,"Atlassian, Inc.",True,https://origin-test-newtiuytuifu.statuspage.io/inactive,
td.ecomms.originenergy.com.au,,403,683,,,,,,,,,,,,,,,,,,,80,http://td.ecomms.originenergy.com.au:80,http,openresty,text/html,GET,52.9.220.38,/,1960915587,52.52.70.46,OpenResty,18,False,,,,,,
test.connect.originenergy.com.au,ERROR: The request could not be satisfied,403,919,test.connect.originenergy.com.au,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-17T00:00:00Z,2023-11-13T23:59:59Z,CN=test.connect.originenergy.com.au,test.connect.originenergy.com.au,test.connect.originenergy.com.au,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,835deb169cfa01a95234aff9f33bc586,b8db4a0753eaec365c62d4998ccefb4f90bb4b861f583ce5757a74621260e3e2,ctls,test.connect.originenergy.com.au,cloudfront,443,https://test.connect.originenergy.com.au:443,https,CloudFront,text/html,GET,13.32.99.109,/,-789213215,2600:9000:2251:2000:3:bdd8:8800:93a1,Amazon Web Services,20,False,True,,,,,
