input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,csp_domains_,final_url,tls_mismatched,tls_subject_org_
https://www.googleadservices.com,Error 404 (Not Found)!!1,404,1561,www.googleadservices.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:20:53Z,2023-09-11T08:20:52Z,CN=www.googleadservices.com,www.googleadservices.com,www.googleadservices.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,cfbf7da72e3d5688ed53cd3f007d5b35,dc5abe3e02c8e18e03cc4eaf2a57d62849d3d14d1dc48afc1a127f1bbaa2d158,,ctls,www.googleadservices.com,,443,https://www.googleadservices.com:443,https,sffe,text/html,GET,142.250.186.34,/,302920777,142.250.186.34,HTTP/3,12,False,,,,,
internal-staging.gmelius.com,,200,2,internal-staging.gmelius.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-02T06:39:58Z,2023-09-30T06:39:57Z,CN=gmelius.com,gmelius.com,*.gmelius.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,2e9435f85ce4c9acff2c4de120102dfe,132ebac3ce9f753fb7f18d132b2149c29a72b690a98b09965c9b54d983de512d,True,ctls,internal-staging.gmelius.com,cloudflare,443,https://internal-staging.gmelius.com:443,https,cloudflare,text/html,GET,188.114.96.3,/,1593207841,2a06:98c1:3121::3,Node.js,1,False,True,,,,
learn.gmelius.com,Gmelius University | Learn how to simplify teamwork,200,351746,learn.gmelius.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-17T20:10:33Z,2023-10-15T20:10:32Z,CN=learn.gmelius.com,learn.gmelius.com,learn.gmelius.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,8f79211229a6d4c7e2454183f5b93966,a8d1702911a3a9eb62d843141fcf73e5176e66dbcdf2012f85168ee29f9cba47,,ctls,learn.gmelius.com,cloudflare,443,https://learn.gmelius.com:443,https,cloudflare,text/html,GET,188.114.97.3,/,-1840324437,2a06:98c1:3121::3,Thinkific,563,False,True,,,,
live.gmelius.com,,200,2786,live.gmelius.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-17T00:00:00Z,2024-07-15T23:59:59Z,CN=live.gmelius.com,live.gmelius.com,live.gmelius.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,a284608b849371488a6dd7ada6de6400,40c01bfce0db6acc0ebc809f00605892ef5460aeec83f4472ff0dadcaabd78fd,,ctls,live.gmelius.com,cloudfront,443,https://live.gmelius.com:443,https,istio-envoy,text/html,GET,13.224.189.108,/,-2062187054,2600:9000:20eb:c00:1b:5053:4e00:93a1,React,1,False,True,https://*.google.com.ag,,,
meet.gmelius.com,Meeting Scheduler - Gmelius,200,1845,meet.gmelius.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-07-11T14:28:55Z,2023-10-09T15:27:14Z,CN=www.stitchstory.uk,www.stitchstory.uk,oahub.co.za,"CN=GTS CA 1D4, O=Google Trust Services LLC, C=US",GTS CA 1D4,Google Trust Services LLC,00c8e5899def9ca8e2f5e4ef63036985,b203b48a309bf58cf39ca0480a9afcc33a84cb93d4985f188d3729a2d0ef5686,,ctls,meet.gmelius.com,fastly,443,https://meet.gmelius.com:443,https,,text/html,GET,151.101.1.195,/,1529087632,151.101.65.195,HTTP/3,1,False,True,,,,
news.gmelius.com,What's new at Gmelius,200,31632,news.gmelius.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-25T14:48:28Z,2023-09-23T14:48:27Z,CN=news.gmelius.com,news.gmelius.com,news.gmelius.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,f71e86eaea32fef2cc1bce98e24ee459,2094473efc88b97965a0bed117e4e26783a5f5786b8875b1ae4f8dbddfd1515a,,ctls,news.gmelius.com,google,443,https://news.gmelius.com:443,https,,text/html,GET,35.207.24.13,/,1210513009,35.207.24.13,Java,1352,False,True,,https://news.gmelius.com/en,,
services-staging.gmelius.com,,200,4,services-staging.gmelius.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-02T06:39:58Z,2023-09-30T06:39:57Z,CN=gmelius.com,gmelius.com,*.gmelius.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,2e9435f85ce4c9acff2c4de120102dfe,132ebac3ce9f753fb7f18d132b2149c29a72b690a98b09965c9b54d983de512d,True,ctls,services-staging.gmelius.com,cloudflare,443,https://services-staging.gmelius.com:443,https,cloudflare,text/plain,GET,188.114.96.3,/,-40880371,2a06:98c1:3120::3,HTTP/3,1,False,True,,,,
services.gmelius.com,,200,4,services.gmelius.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-02T06:39:58Z,2023-09-30T06:39:57Z,CN=gmelius.com,gmelius.com,*.gmelius.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,2e9435f85ce4c9acff2c4de120102dfe,132ebac3ce9f753fb7f18d132b2149c29a72b690a98b09965c9b54d983de512d,True,ctls,services.gmelius.com,cloudflare,443,https://services.gmelius.com:443,https,cloudflare,text/plain,GET,188.114.97.3,/,-40880371,2a06:98c1:3121::3,HTTP/3,1,False,True,,,,
smoke-cloud.gmelius.com,Gmelius 404 Error,404,2556,smoke-cloud.gmelius.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-07-02T06:39:58Z,2023-09-30T06:39:57Z,CN=gmelius.com,gmelius.com,*.gmelius.com,"CN=GTS CA 1P5, O=Google Trust Services LLC, C=US",GTS CA 1P5,Google Trust Services LLC,2e9435f85ce4c9acff2c4de120102dfe,132ebac3ce9f753fb7f18d132b2149c29a72b690a98b09965c9b54d983de512d,True,ctls,smoke-cloud.gmelius.com,cloudflare,443,https://smoke-cloud.gmelius.com:443,https,cloudflare,text/html,GET,188.114.96.3,/,196692446,2a06:98c1:3121::3,HTTP/3,51,False,True,,,,
support.gmelius.com,Help Center | Gmelius,200,181116,help.gmelius.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,2023-07-07T08:14:08Z,2023-10-05T08:14:07Z,CN=help.gmelius.com,help.gmelius.com,help.gmelius.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,996f3006c3fcb56418f0b396c210f6c4,10e9b60e272cf9acef70d77264435322452c2b1838c7497003fc0bdc20d17501,,ctls,help.gmelius.com,cloudflare,443,https://support.gmelius.com:443,https,openresty,text/html,GET,188.114.97.3,/,-1558230922,2a06:98c1:3120::3,OpenResty,3578,False,True,,https://help.gmelius.com,,
trust.gmelius.com,Trust Report,200,1723,trust.gmelius.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-22T14:56:30Z,2023-08-20T14:56:29Z,CN=trust.gmelius.com,trust.gmelius.com,trust.gmelius.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,118dd0dc49bbbd478e339a1748eef006,b9a0ef69ed2d21f7c6440d4714924c2a0977d5354ec5c626987a07c0ad80f349,,ctls,trust.gmelius.com,cloudflare,443,https://trust.gmelius.com:443,https,cloudflare,text/html,GET,188.114.96.3,/,1614242503,2a06:98c1:3120::3,HTTP/3,1,False,True,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub043e3a57772658a58a4bb910ce747aa1&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=env:prod%2cservice:web%2cversion:undefined,,,
www.gmelius.com,Automation & Collaboration Platform for Gmail | Gmelius,200,121184,gmelius.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-06-13T21:14:56Z,2023-09-11T21:14:55Z,CN=gmelius.com,gmelius.com,gmelius.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,9c2dc9b1f4b0e6c7f21d40a852335602,1491e19d37eaa9c68da64f4843b31c32900c21762ba71370c588e0b72b265bfb,,ctls,gmelius.com,,443,https://www.gmelius.com:443,https,,text/html,GET,52.17.119.105,/,1189548980,34.249.200.254,Webflow,393,False,,,https://gmelius.com/,,
