input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_mismatched,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,port,url,scheme,content_type,method,host,path,favicon,a_,lines,failed,csp_domains_,cdn_name,webserver,tech_,cdn,tls_subject_org_,final_url,tls_expired,tls_self_signed,tls_emails_,location
dierenwelzijn.vlaanderen.be,Dierenwelzijn | Vlaanderen.be,200,218167,www.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-24T07:22:58Z,2023-08-22T07:22:57Z,CN=www.vlaanderen.be,www.vlaanderen.be,www.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf901e83137fb17e897d49b8cc0c3008,865558ead2b333d4bfffa438ede7a493ca07cc7dcaff88de943400ba9efed612,,ctls,www.vlaanderen.be,443,https://dierenwelzijn.vlaanderen.be:443,https,text/html,GET,52.208.114.28,/,102855332,54.171.207.73,19,False,,,,Vue.js,,,https://www.vlaanderen.be/dierenwelzijn,,,,
digibanken.vlaanderen.be,Digibanken - Digibanken,200,27812,digibanken.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-07-06T06:56:06Z,2023-10-04T06:56:05Z,CN=digibanken.vlaanderen.be,digibanken.vlaanderen.be,digibanken.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,78e8c648ecf4858d1c62f3e6370a1a83,25d31f8a9a5c57f5f6a8b426ac2fb3bdd1b5e30356de0c07428e077c67e9beab,,ctls,digibanken.vlaanderen.be,443,https://digibanken.vlaanderen.be:443,https,text/html,GET,185.86.18.50,/,-780928015,2a00:1c98:1000:11f2:0:2:af83:7d10,485,False,cdn.jsdelivr.net,,nginx,Nginx,,,,,,,
digipost-ti.vlaanderen.be,Routty,200,11124,digipost-ti.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-05T11:48:31Z,2024-06-05T11:48:31Z,CN=digipost-ti.vlaanderen.be,digipost-ti.vlaanderen.be,www.digipost-ti.vlaanderen.be,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",8e280ed1796eded5b1a5c1d9fb7312ae,3cecdd67946ccef3e277a9f4ab99f5b6ae7880269382312949827bd921ccde16,,ctls,digipost-ti.vlaanderen.be,443,https://digipost-ti.vlaanderen.be:443,https,text/html,GET,20.4.45.104,/,-1851491385,20.4.45.104,21,False,,,,Bootstrap,,,,,,,
digitaalarchief-ti.vlaanderen.be,E-depot,200,3992,digitaalarchief-ti.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-14T00:00:00Z,2023-09-23T23:59:59Z,CN=dav-ti.digihaven.be,dav-ti.digihaven.be,serieregister-ti.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,cd7d6f3ac2d28373fa6bd54b9d205d30,572f73cfc6e4052ad8408864673d3b6adf9d103502440a12f85fb7bbc10a788e,,ctls,digitaalarchief-ti.vlaanderen.be,443,https://digitaalarchief-ti.vlaanderen.be:443,https,text/html,GET,52.30.151.175,/,-152163544,108.128.11.3,32,False,,,nginx/1.23.4,Nginx:1.23.4,,,,,,,
digitaalarchief.vlaanderen.be,E-depot,200,3992,digitaalarchief.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-10T00:00:00Z,2024-01-21T23:59:59Z,CN=dav-prd.digihaven.be,dav-prd.digihaven.be,archief.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,466dbdbfec825bdbe9baaef87e60b55e,edfec63435e75eececacc06e96dc84827e759633bfff485e71c132f9b5681786,,ctls,digitaalarchief.vlaanderen.be,443,https://digitaalarchief.vlaanderen.be:443,https,text/html,GET,34.243.167.63,/,-152163544,52.210.51.61,32,False,,,nginx/1.23.4,Nginx:1.23.4,,,,,,,
dml.vlaanderen.be,Nexus Repository Manager,200,8139,dml.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-04-27T00:00:00Z,2024-04-27T23:59:59Z,CN=dml.vlaanderen.be,dml.vlaanderen.be,www.dml.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,d4102d024864100d928a6bb9e2c0264f,a81e52483ae547d56e65e50dd53c275ed2bec66d98e3b75a9f3bdb7e56c2449a,,ctls,dml.vlaanderen.be,443,https://dml.vlaanderen.be:443,https,text/html,GET,20.103.125.221,/,1323738809,20.103.125.221,114,False,,,Nexus/3.38.1-01 (PRO),HSTS,,,,,,,
dns.ilvo.vlaanderen.be,Not Found,404,315,,,,,,,,,,,,,,,,,,,,80,http://dns.ilvo.vlaanderen.be:80,http,text/html,GET,193.190.112.76,/,225052475,193.190.112.76,7,False,,,Microsoft-HTTPAPI/2.0,Microsoft HTTPAPI:2.0,,,,,,,
doc.burgerprofiel.vlaanderen.be,Confluence,200,18013,vlaamseoverheid.atlassian.net,443,True,tls13,TLS_AES_128_GCM_SHA256,,2022-11-07T00:00:00Z,2023-12-07T23:59:59Z,"CN=*.atlassian.net, O=Atlassian\, Inc., L=San Francisco, ST=California, C=US",*.atlassian.net,atlassian.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,cf580a615a18a6386f0995fe7cff01e5,e5e8d632c0b86f5bd5ef9a0d55c58ba1fd7776f6bb7c35ca23d85d23281ce58f,True,ctls,vlaamseoverheid.atlassian.net,80,http://doc.burgerprofiel.vlaanderen.be:80,http,text/html,GET,18.203.107.58,/,933896810,52.208.114.28,159,False,,,AtlassianEdge,Java,,"Atlassian, Inc.",https://vlaamseoverheid.atlassian.net/wiki/spaces/IKPubliek/pages/5903352439/Klantendocumentatie+Digitaal+Vlaanderen:443/,,,,
docs.basisregisters.vlaanderen.be,Basisregisters Vlaanderen - API 2023-05-02,200,6470,docs.basisregisters.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2022-11-02T00:00:00Z,2023-12-01T23:59:59Z,CN=docs.basisregisters.vlaanderen.be,docs.basisregisters.vlaanderen.be,docs.basisregisters.vlaanderen,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,fcb53e0a44ef9af94818ecea3e82f82c,3e438e8db86ab7b954838fcb16e764a01a0370ef0f247b2ea34442a847e8762e,,ctls,docs.basisregisters.vlaanderen.be,443,https://docs.basisregisters.vlaanderen.be:443,https,text/html,GET,52.208.209.81,/,611626000,54.246.75.117,112,False,,,Vlaamse overheid,,,,https://docs.basisregisters.vlaanderen.be/docs/api-documentation.html#tag/api-documentation.html,,,,
docs.vlaanderen.be,Vlaanderen.be,404,39031,www.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-24T07:22:58Z,2023-08-22T07:22:57Z,CN=www.vlaanderen.be,www.vlaanderen.be,www.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,cf901e83137fb17e897d49b8cc0c3008,865558ead2b333d4bfffa438ede7a493ca07cc7dcaff88de943400ba9efed612,,ctls,www.vlaanderen.be,443,https://docs.vlaanderen.be:443,https,text/html,GET,185.61.72.66,/,1211831697,185.61.72.66,22,False,,,,Vue.js,,,https://www.vlaanderen.be/nl/sorry,,,,
documenten.pki.vlaanderen.be,Vlaamse overheid Certificaten Dienst - Documenten,200,3356,documenten.pki.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=documenten.pki.vlaanderen.be,documenten.pki.vlaanderen.be,*.documenten.pki.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,29bc4165c7662bb07f429d479f43646f,17d3d80fe8c877d118a58b89945f4436bd405bcd65e63e109ff453a9cd3c7bbf,True,ctls,documenten.pki.vlaanderen.be,443,https://documenten.pki.vlaanderen.be:443,https,text/html,GET,13.224.189.63,/,893124608,2600:9000:20eb:e00:1f:4d0e:880:93a1,64,False,,cloudfront,AmazonS3,Glyphicons,True,,,,,,
documentgeneration.api.wse.vlaanderen.be,401 Authorization Required,401,172,documentgeneration.api.wse.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-02-09T00:00:00Z,2023-11-22T23:59:59Z,CN=*.api.wse.vlaanderen.be,*.api.wse.vlaanderen.be,*.api.wse.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b6a95a23822a929c0f39b2c2047c7cc,1ab835ae45e141c401a4103e3a0a48252d67c78fb521461ee8a5d720604bfb6e,True,ctls,documentgeneration.api.wse.vlaanderen.be,443,https://documentgeneration.api.wse.vlaanderen.be:443,https,text/html,GET,34.241.107.54,/,-1710455754,52.208.34.182,8,False,,,,,,,,,,,
domino.vlaanderen.be,This is the title of the DOMINO index html page!,200,723,domino.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,domino.vlaanderen.be,443,https://domino.vlaanderen.be:443,https,text/html,GET,185.61.72.66,/,-429556307,185.61.72.66,11,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://domino.vlaanderen.be/dmo/,,,,
domus-app.vlaanderen.be,Domus,200,1592,domus-app.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-01T00:00:00Z,2024-04-29T23:59:59Z,CN=*.domus-app.vlaanderen.be,*.domus-app.vlaanderen.be,domus-app.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb98a8a20f6bc343b875b9b5ba249c30,48f05793ff59afa711e17ba4ac30d4aef12b7b9ea7984d1d05e85d1e4eb1c15e,True,ctls,domus-app.vlaanderen.be,443,https://domus-app.vlaanderen.be:443,https,text/html,GET,99.86.4.7,/,1650418196,2600:9000:2057:d600:d:863d:4a40:93a1,29,False,https://www.google.com,cloudfront,AmazonS3,HSTS,True,,,,,,
doris.vlaanderen.be,Vlaanderen | Sorry,200,8590,sorry.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,sorry.vlaanderen.be,443,https://doris.vlaanderen.be:443,https,text/html,GET,185.61.72.66,/,-1095528382,185.61.72.66,180,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://sorry.vlaanderen.be/uitfasering/doris.vlaanderen.be,,,,
dosis.api.vlaanderen.be,,404,154,dosis.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2022-11-21T00:00:00Z,2023-12-01T23:59:59Z,CN=dosis.api.vlaanderen.be,dosis.api.vlaanderen.be,www.dosis.api.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,902112722a2535518cbeaaf30bb3a0ea,3b40c8fb5c6bbcf00427fa9a285eb972fbf19938d48839a7f63f2ac177f5b55f,,ctls,dosis.api.vlaanderen.be,443,https://dosis.api.vlaanderen.be:443,https,application/json,GET,35.240.103.94,/,2107411928,35.240.103.94,1,False,,google,,HSTS,True,,,,,,
dov.vlaanderen.be,Welkom bij Databank Ondergrond Vlaanderen | DOV,200,56527,dov.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-19T07:01:17Z,2023-09-17T07:01:16Z,CN=*.dov.vlaanderen.be,*.dov.vlaanderen.be,dov.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,62e96d395d6ce0f1f417e87343678175,2c72d708536d82b4e01e7da3817ce90b598059c940a7baefac0d2e15979aecbf,True,ctls,dov.vlaanderen.be,443,https://dov.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,-780928015,193.58.156.210,1323,False,,,Departement Omgeving,PHP,,,,,,,
download.api.vlaanderen.be,,200,9,download.api.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-06-06T00:00:00Z,2024-06-21T23:59:59Z,CN=download.api.vlaanderen.be,download.api.vlaanderen.be,www.download.api.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,b3579535e512e07d23a38fa3295e3b71,8a04f1cf773dbc03b02c99c941d693c9815d45831160737346eed767e5e3ee3e,,ctls,download.api.vlaanderen.be,443,https://download.api.vlaanderen.be:443,https,,GET,35.240.103.94,/,-1840324437,35.240.103.94,1,False,,google,Kestrel,Microsoft ASP.NET,True,,,,,,
drukkerij.vlaanderen.be,Multi-Press internet module,200,57717,drukkerij.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-05-14T00:00:00Z,2024-06-11T23:59:59Z,CN=drukkerij.vlaanderen.be,drukkerij.vlaanderen.be,drukkerij.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,7b3eb81f9938a78502da4f1992ea7123,9a68fc1f8e1912f6ac9b4b32322b738c8da896db961a1fef02d13aad72b1eeb0,,ctls,drukkerij.vlaanderen.be,443,https://drukkerij.vlaanderen.be:443,https,text/html,GET,34.252.116.241,/,-1919860759,34.249.142.182,1725,False,,,4D/17.6.0,,,,https://drukkerij.vlaanderen.be/module/pages/index.shtm,,,,
dsi-oefen.omgeving.vlaanderen.be,DSI,200,4130,dsi-oefen.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,dsi-oefen.omgeving.vlaanderen.be,443,https://dsi-oefen.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.209,/,174087774,193.58.156.209,1,False,,,Departement Omgeving,HSTS,,,,,,,
dsi-ontwikkel.omgeving.vlaanderen.be,DSI,200,4130,dsi-ontwikkel.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,dsi-ontwikkel.omgeving.vlaanderen.be,443,https://dsi-ontwikkel.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.208,/,-1295697430,193.58.156.208,1,False,,,Departement Omgeving,HSTS,,,,,,,
dsi.omgeving.vlaanderen.be,DSI,200,4130,dsi.omgeving.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,,2023-06-17T16:01:37Z,2023-09-15T16:01:36Z,CN=*.omgeving.vlaanderen.be,*.omgeving.vlaanderen.be,omgeving.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,92fbb107bbff2e413a108477e357e1b0,ee15593afd7c051dcd2684936e2070fcc9d33d3acd2e2e207182300e180d1fac,True,ctls,dsi.omgeving.vlaanderen.be,443,https://dsi.omgeving.vlaanderen.be:443,https,text/html,GET,193.58.156.210,/,-865460316,193.58.156.210,1,False,,,Departement Omgeving,HSTS,,,,,,,
dwvg-ti.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,918,authenticatie-ti.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie-ti.vlaanderen.be,443,https://dwvg-ti.vlaanderen.be:443,https,text/html,GET,185.3.217.36,/,-1747355323,185.3.217.36,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie-ti.vlaanderen.be/op/v1/auth?client_id=17869a46-8781-4c01-a8ea-bb49d328d02c&response_type=code&scope=openid%20wvg_intranet%20vo_intranet&redirect_uri=https%3A//dwvg-ti.vlaanderen.be/openid-connect/generic&state=S1bqleUvuHKh8cZAoGO8XOMF0C7pdy9qh5xcmxfDXXE,,,,
dwvg.vlaanderen.be,OpenID Connect Provider | Vlaanderen.be,200,918,authenticatie.vlaanderen.be,443,True,tls13,TLS_AES_256_GCM_SHA384,,2023-05-30T16:26:16Z,2024-06-30T16:26:15Z,"CN=*.vlaanderen.be, O=Ministeries van de Vlaamse Gemeenschap, L=Brussel, ST=Brussels Hoofdstedelijk Gewest, C=BE",*.vlaanderen.be,vlaanderen.be,"CN=GlobalSign RSA OV SSL CA 2018, O=GlobalSign nv-sa, C=BE",GlobalSign RSA OV SSL CA 2018,GlobalSign nv-sa,70e8e8435cfcc6a5cf5d571cda659886,eec93b7083f7d71670da870dda2f861bc20120371be914f5c9a855dd942bc86d,True,ctls,authenticatie.vlaanderen.be,443,https://dwvg.vlaanderen.be:443,https,text/html,GET,194.32.153.25,/,-1483780272,194.32.153.25,18,False,,,nginx,Nginx,,Ministeries van de Vlaamse Gemeenschap,https://authenticatie.vlaanderen.be/op/v1/auth?client_id=bbf304b0-0b21-438a-a92d-8cf4d0a02b64&response_type=code&scope=openid%20wvg_intranet%20vo_intranet&redirect_uri=https%3A//dwvg.vlaanderen.be/openid-connect/generic&state=VtuwxeoHKbHAuVgkqLd4Rrtg7ATpbPv4aOcfzOV_ewk,,,,
dynamicforms-uat.crmiv.vlaanderen.be,Index,200,8832,dynamicforms-uat.crmiv.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2023-03-15T04:40:39Z,2024-04-15T04:40:39Z,CN=dynamicforms-uat.crmiv.vlaanderen.be,dynamicforms-uat.crmiv.vlaanderen.be,www.dynamicforms-uat.crmiv.vlaanderen.be,"CN=Go Daddy Secure Certificate Authority - G2, OU=http://certs.godaddy.com/repository/, O=GoDaddy.com\, Inc., L=Scottsdale, ST=Arizona, C=US",Go Daddy Secure Certificate Authority - G2,"GoDaddy.com, Inc.",297a0dbc915016de90d86ecc1d7b00c7,18a8ada85392f14aa679a8ae16b901ac7e345d35ab4a12038769573513c75808,,ctls,dynamicforms-uat.crmiv.vlaanderen.be,443,https://dynamicforms-uat.crmiv.vlaanderen.be:443,https,text/html,GET,13.69.68.13,/,1772087922,13.69.68.13,212,False,,azure,Microsoft-IIS/10.0,Windows Server,True,,,,,,
e-contracting-dev.epromo-cp.vlaanderen.be,,200,59,e-contracting-dev.epromo-cp.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=e-contracting-dev.epromo-cp.vlaanderen.be,e-contracting-dev.epromo-cp.vlaanderen.be,*.e-contracting-dev.epromo-cp.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,f7e4141878968115440efe21e9f580b6,97aa6959ec87601d6032e20903347dce7365a9e87a6ffb93531de97add0ca6ab,True,ctls,e-contracting-dev.epromo-cp.vlaanderen.be,443,https://e-contracting-dev.epromo-cp.vlaanderen.be:443,https,text/html,GET,108.138.17.35,/,-780928015,108.138.17.115,2,False,,cloudfront,Apache/2.4.53 (Unix),UNIX,True,,,,,,
e-contracting-dev.epromo-ti.vlaanderen.be,,200,59,e-contracting-dev.epromo-ti.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-03T00:00:00Z,2024-05-01T23:59:59Z,CN=e-contracting-dev.epromo-ti.vlaanderen.be,e-contracting-dev.epromo-ti.vlaanderen.be,*.e-contracting-dev.epromo-ti.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,f60a3a82eb1dbfb7b5de372f51f5d496,cbe1a6f3bdd1ce4e4bb573b9813c6179e0927a6ce41b74c823804b6b4f13aa21,True,ctls,e-contracting-dev.epromo-ti.vlaanderen.be,443,https://e-contracting-dev.epromo-ti.vlaanderen.be:443,https,text/html,GET,18.66.112.61,/,-780928015,18.66.112.90,2,False,,cloudfront,Apache/2.4.53 (Unix),UNIX,True,,,,,,
e-contracting-prod.epromo-cp.vlaanderen.be,,200,60,e-contracting-prod.epromo-cp.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-03-31T00:00:00Z,2024-04-28T23:59:59Z,CN=e-contracting-prod.epromo-cp.vlaanderen.be,e-contracting-prod.epromo-cp.vlaanderen.be,*.e-contracting-prod.epromo-cp.vlaanderen.be,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,565f6b40c082680401910fb29ab48318,9b512e78f92451fa865ee0f97e53b34a06fff835a49b9d4f6ac4d76c9e45c67e,True,ctls,e-contracting-prod.epromo-cp.vlaanderen.be,443,https://e-contracting-prod.epromo-cp.vlaanderen.be:443,https,text/html,GET,13.32.99.97,/,-780928015,13.32.99.101,2,False,,cloudfront,Apache/2.4.53 (Unix),UNIX,True,,,,,,
e-contracting-prod.epromo-ti.vlaanderen.be,,200,60,e-contracting-prod.epromo-ti.vlaanderen.be,443,True,tls13,TLS_AES_128_GCM_SHA256,,2023-04-03T00:00:00Z,2024-05-01T23:59:59Z,CN=e-contracting-prod.epromo-ti.vlaanderen.be,e-contracting-prod.epromo-ti.vlaanderen.be,*.e-contracting-prod.epromo-ti.vlaanderen.be,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2e7684392f47bd4b0ab2ef9eb71c4f38,3e4cf142bde17a0d910210479bd5e464f9938ea0a8c7a75ad845e03ce55c605a,True,ctls,e-contracting-prod.epromo-ti.vlaanderen.be,443,https://e-contracting-prod.epromo-ti.vlaanderen.be:443,https,text/html,GET,99.86.4.13,/,-780928015,99.86.4.44,2,False,,cloudfront,Apache/2.4.53 (Unix),UNIX,True,,,,,,
e-contracting.vlaanderen.be,,200,6937,e-contracting.vlaanderen.be,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,,2023-07-03T14:54:23Z,2023-10-01T14:54:22Z,CN=e-contracting.vlaanderen.be,e-contracting.vlaanderen.be,e-contracting.vlaanderen.be,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,d886195f16a2cef58f49c762eb03e610,21d760b305d7e00b4e5682f3cf31fd594d78cf6e8e9a44eb62c1f41bdddef550,,ctls,e-contracting.vlaanderen.be,443,https://e-contracting.vlaanderen.be:443,https,text/html,GET,206.164.36.156,/,1494302000,206.164.36.156,26,False,,,nginx,Nginx,,,https://e-contracting.vlaanderen.be/e-contracting/,,,,
easyform-aip.vlaanderen.be,IIS Windows Server,200,701,easyform-aip.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2020-05-28T00:00:00Z,2021-06-27T23:59:59Z,CN=easyform-aip.vlaanderen.be,easyform-aip.vlaanderen.be,www.easyform-aip.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,f05c1e97738c4c53c6a5c44456bfc8bc,bb5ded0f7312d09b0cec27ca5e9b608b76549f11d9cd0ffd23778699d39cf3c9,,ctls,easyform-aip.vlaanderen.be,443,https://easyform-aip.vlaanderen.be:443,https,text/html,GET,20.73.125.50,/,1631801191,20.73.125.50,32,False,,,Microsoft-IIS/8.5,Windows Server,,,,True,,,
easyform.vlaanderen.be,IIS Windows Server,200,701,easyform.vlaanderen.be,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384,,2020-05-27T00:00:00Z,2021-06-26T23:59:59Z,CN=easyform.vlaanderen.be,easyform.vlaanderen.be,www.easyform.vlaanderen.be,"CN=Sectigo RSA Domain Validation Secure Server CA, O=Sectigo Limited, L=Salford, ST=Greater Manchester, C=GB",Sectigo RSA Domain Validation Secure Server CA,Sectigo Limited,134916f3abfd9d633d1772a20fd3e7cf,e8bbfa4d16623a61f43586b5279d15e313e57e4e6617a58ed80a0b7d49a1a10a,,ctls,easyform.vlaanderen.be,443,https://easyform.vlaanderen.be:443,https,text/html,GET,20.73.125.50,/,1631801191,20.73.125.50,32,False,,,Microsoft-IIS/8.5,Windows Server,,,,True,,,
