input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,method,host,path,favicon,a_,tech_,lines,failed,cdn,content_type,tls_mismatched,csp_domains_,final_url,tls_expired,location
corners.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://corners.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjgsInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.k1X_fHB7imQj-P1AviRZPtlRoqcG_eJwPwrULnuV9I4#app=,,
corpint.uberinternal.com,Sign in - Google Accounts,200,582608,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,True,ctls,accounts.google.com,,443,https://corpint.uberinternal.com:443,https,ESF,GET,104.36.192.148,/,-243040881,104.36.192.148,HTTP/3,76,False,,text/html,,,https://accounts.google.com/v3/signin/identifier?dsh=S-1727387774%3A1688611148163307&continue=https%3A%2F%2Fsites.google.com%2Fuber.com%2Fcorpint%2F&followup=https%3A%2F%2Fsites.google.com%2Fuber.com%2Fcorpint%2F&ifkv=AeDOFXj0q7CxkuxpqN6Z5ZAeeAmYxcPkWfTxZTaLn-1ozsM-5Zao0DXY3rHBLFsRZPRjjKqaNHXf&osid=1&passive=1209600&flowName=GlifWebSignIn&flowEntry=ServiceLogin,,
corpmdm-adm.uberinternal.com,,200,15659,corpmdm.uberinternal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-13T23:59:59Z,"CN=corpmdm.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",corpmdm.uberinternal.com,"Uber Technologies, Inc.",corpmdm-adm.uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fe197f77c5d16e8f906bd63397cf9178,98bf1fcab1a4da4602a365af07a9d2ba2d3a89bf546cb77c9623630901693b10,,ctls,corpmdm.uberinternal.com,,443,https://corpmdm-adm.uberinternal.com:443,https,,GET,3.225.164.108,/,321909464,3.225.164.108,Microsoft ASP.NET,354,False,,text/html,,,https://corpmdm.uberinternal.com/DeviceManagement/Enrollment/,,
corpmdm.uberinternal.com,,200,15659,corpmdm.uberinternal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-13T23:59:59Z,"CN=corpmdm.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",corpmdm.uberinternal.com,"Uber Technologies, Inc.",corpmdm-adm.uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,fe197f77c5d16e8f906bd63397cf9178,98bf1fcab1a4da4602a365af07a9d2ba2d3a89bf546cb77c9623630901693b10,,ctls,corpmdm.uberinternal.com,,443,https://corpmdm.uberinternal.com:443,https,,GET,3.85.199.8,/,321909464,3.85.199.8,Microsoft ASP.NET,354,False,,text/html,,,https://corpmdm.uberinternal.com/DeviceManagement/Enrollment/,,
corporatecard.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://corporatecard.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,363593642,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjgsInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.e9FOBz-ir_a0KJGJoYyedi10VSuWVNV2EJki_67BY0c#app=,,
country-profile-explorer.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://country-profile-explorer.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,-858035921,104.36.192.148,HSTS,52,False,,text/html,,https://freight.lightning.force.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjgsInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.k1X_fHB7imQj-P1AviRZPtlRoqcG_eJwPwrULnuV9I4#app=,,
cpg-api-19208a97.uber.com,,404,,cpg-api-19208a97.uber.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uber.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uber.com,"Uber Technologies, Inc.",uber.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,692a3dec7f7fe489f744f07447046311,337248ed49adbd45b3a914361233645bb6ad69794f6c7f1b39e04625eb69200f,True,ctls,cpg-api-19208a97.uber.com,google,443,https://cpg-api-19208a97.uber.com:443,https,ufe,GET,34.98.127.226,/,-1840324437,34.98.127.226,HTTP/3,1,False,True,,,,,,
cpg-api-b27c7352.uber.com,,404,,cpg-api-b27c7352.uber.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uber.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uber.com,"Uber Technologies, Inc.",uber.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,692a3dec7f7fe489f744f07447046311,337248ed49adbd45b3a914361233645bb6ad69794f6c7f1b39e04625eb69200f,True,ctls,cpg-api-b27c7352.uber.com,google,443,https://cpg-api-b27c7352.uber.com:443,https,ufe,GET,34.98.127.226,/,-1840324437,34.98.127.226,HTTP/3,1,False,True,,,,,,
cpg-api-ef83c3b4.uber.com,,404,,cpg-api-ef83c3b4.uber.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uber.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uber.com,"Uber Technologies, Inc.",uber.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,692a3dec7f7fe489f744f07447046311,337248ed49adbd45b3a914361233645bb6ad69794f6c7f1b39e04625eb69200f,True,ctls,cpg-api-ef83c3b4.uber.com,google,443,https://cpg-api-ef83c3b4.uber.com:443,https,ufe,GET,34.98.127.226,/,-1840324437,34.98.127.226,HTTP/3,1,False,True,,,,,,
cpg-api-ef83c3b4.uberinternal.com,404 Not Found,404,150,cpg-api-ef83c3b4.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,cpg-api-ef83c3b4.uberinternal.com,,443,https://cpg-api-ef83c3b4.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,-1179026472,104.36.192.148,HSTS,8,False,,text/html,,,,,
cpms.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://cpms.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1364452845,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjgsInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.k1X_fHB7imQj-P1AviRZPtlRoqcG_eJwPwrULnuV9I4#app=,,
crane.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://crane.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,-99835793,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjgsInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.k1X_fHB7imQj-P1AviRZPtlRoqcG_eJwPwrULnuV9I4#app=,,
crino.uberinternal.com,429,429,294,crino.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,crino.uberinternal.com,,443,https://crino.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1376982089,104.36.192.148,HSTS,2,False,,text/html,,,,,
crl.pki.uberinternal.com,ERROR: The request could not be satisfied,403,919,crl.pki.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-08-29T00:00:00Z,2023-08-29T23:59:59Z,"CN=crl.pki.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",crl.pki.uberinternal.com,"Uber Technologies, Inc.",crl.pki.uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,8c5596496e1204c950789fe1b99daa25,37b2f0909b56faebfa484693cc5105e8e3d5fcca95c2f4a6086a4c3e47824c7e,,ctls,crl.pki.uberinternal.com,cloudfront,443,https://crl.pki.uberinternal.com:443,https,CloudFront,GET,108.138.17.122,/,-2113785757,108.138.17.55,Amazon Web Services,20,False,True,text/html,,,,,
crm-dev.uberinternal.com,429,429,296,crm-dev.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,crm-dev.uberinternal.com,,443,https://crm-dev.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1423373177,104.36.192.148,HSTS,2,False,,text/html,,,,,
cronetdash.uberinternal.com,OneLogin,200,2608,uber.onelogin.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-13T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.onelogin.com, O=OneLogin\, Inc., L=San Francisco, ST=California, C=US",*.onelogin.com,"OneLogin, Inc.",onelogin.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,c1952a341e37e60484119d18f4b2051d,f78c96dac6d76696f3eecae6e0f5f543d6e4c6aafc8d2dfb1168a08860b6419b,True,ctls,uber.onelogin.com,,443,https://cronetdash.uberinternal.com:443,https,AmazonS3,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,52,False,,text/html,,https://wok.uberinternal.com,https://uber.onelogin.com/login2/?return=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ1cmkiOiJodHRwczovL3ViZXIub25lbG9naW4uY29tL2xvZ2luIiwiYnJhbmRfaWQiOiJtYXN0ZXIiLCJhdWQiOiJBQ0NFU1MiLCJmZl9tdWx0aXBsZV9icmFuZHMiOmZhbHNlLCJleHAiOjE2ODg2MTEzMjksInBhcmFtcyI6e30sIm1ldGhvZCI6ImdldCIsImlzcyI6Ik1PTk9SQUlMIn0.K78rnacIJyuqrra78eEkOlkaGOB8EbM9nHmDstWCbHQ#app=,,
cronus-dca1.uberinternal.com,429,429,300,cronus-dca1.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,cronus-dca1.uberinternal.com,,443,https://cronus-dca1.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,-1038597041,104.36.192.148,HSTS,2,False,,text/html,,,,,
cronus.uberinternal.com,429,429,295,cronus.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,cronus.uberinternal.com,,443,https://cronus.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,-893785719,104.36.192.148,HSTS,2,False,,text/html,,,,,
crypt.uberinternal.com,403 Forbidden,403,146,crypt.uberinternal.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-13T00:00:00Z,2023-10-13T23:59:59Z,"CN=crypt.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",crypt.uberinternal.com,"Uber Technologies, Inc.",www.crypt.uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,ee333e70c429210817f0b4d356e77ae4,2e1d6597e2001d75610a949c975fd39057d97e1b0716a226321c36ad1de27e2c,,ctls,crypt.uberinternal.com,,443,https://crypt.uberinternal.com:443,https,nginx,GET,35.164.72.131,/,1574678934,44.235.251.69,Nginx,8,False,,text/html,,,https://crypt.uberinternal.com/saml2/login/?next=/,,
crypto.uberinternal.com,429,429,295,crypto.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,crypto.uberinternal.com,,443,https://crypto.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,,,
cs.uberinternal.com,429,429,291,cs.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,cs.uberinternal.com,,443,https://cs.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,,,
csp.uber.com,,404,,csp.uber.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uber.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uber.com,"Uber Technologies, Inc.",uber.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,692a3dec7f7fe489f744f07447046311,337248ed49adbd45b3a914361233645bb6ad69794f6c7f1b39e04625eb69200f,True,ctls,csp.uber.com,,443,https://csp.uber.com:443,https,ufe,GET,104.36.192.148,/,-1840324437,104.36.192.148,,1,False,,,,,,,
css.uberinternal.com,429,429,292,css.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,css.uberinternal.com,,443,https://css.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,-1775797964,104.36.192.148,HSTS,2,False,,text/html,,,,,
curtisyu-test.uberinternal.com,429,429,302,curtisyu-test.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,curtisyu-test.uberinternal.com,,443,https://curtisyu-test.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,,,
customer.uberinternal.com,429,429,297,customer.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,customer.uberinternal.com,,443,https://customer.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,,,
cutlass.uberinternal.com,429,429,296,cutlass.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,cutlass.uberinternal.com,,443,https://cutlass.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,1919901474,104.36.192.148,HSTS,2,False,,text/html,,,,,
damon.uberinternal.com,429,429,294,damon.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,damon.uberinternal.com,,443,https://damon.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,2137497973,104.36.192.148,HSTS,2,False,,text/html,,,,,
dans-test.uberinternal.com,429,429,298,dans-test.uberinternal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2022-09-30T00:00:00Z,2023-10-03T23:59:59Z,"CN=*.uberinternal.com, O=Uber Technologies\, Inc., L=San Francisco, ST=California, C=US",*.uberinternal.com,"Uber Technologies, Inc.",uberinternal.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,5bcb92a390a5b07ecaed90bfcb45dc6b,409992be587811ca2670422dbac869f9b5f8bd007acb9c47b4d5841b40e0e6fa,True,ctls,dans-test.uberinternal.com,,443,https://dans-test.uberinternal.com:443,https,ufe,GET,104.36.192.148,/,20552530,104.36.192.148,HSTS,2,False,,text/html,,,,,
