new,host,a,soa,status_code,cname,mx,ns,txt,caa,aaaa,cdn,cdn-name,has_internal_ips,internal_ips
,mobile-symbol-upload-origin.newrelic.com,162.247.242.7,,NOERROR,,,,,,,,,,
,nerd-graph.service.newrelic.com,"162.247.242.39, 162.247.242.40, 162.247.242.38","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.service.newrelic.com,,,,,,,,,
,newchartdata.service.eu.newrelic.com,"185.221.86.8, 185.221.86.40","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.service.eu.newrelic.com,,,,,,,,,
,newrelic.com,"151.101.2.217, 151.101.66.217, 151.101.130.217, 151.101.194.217","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,"aspmx.l.google.com, alt1.aspmx.l.google.com, alt2.aspmx.l.google.com","dns1.p07.nsone.net, dns2.p07.nsone.net, dns3.p07.nsone.net, dns4.p07.nsone.net, ns01.nr-dns.net, ns02.nr-dns.net, ns03.nr-dns.net, ns04.nr-dns.net","v=spf1 ip4:38.88.21.69/32 ip4:38.129.65.12/32 include:mktomail.com include:_spf.google.com include:mailgun.org include:docebosaas.com ~all, spf2.0/pra ?all, docusign=469d6b53-4bae-4d27-8883-1f0c697ad722, pardot893801=31820b7b0c868e8426e1f8ebf51ca209f26b9388a7169f79a1ab29d640d84650, adobe-idp-site-verification=b1e661c3d47470de728c17470365d00226531208a3b078435f99c4f578e6d88f, google-site-verification=YRMSthamK49wTIo72yB89R2aEIBECJ11n7165rDzfsE, google-site-verification=OOuGwQ__672RAHPGeoxpR6S5yZSkgnPQrUrSL4zRSXA, yandex-verification: fc1dd009c32ab111, docker-verification=b2502828-def0-4401-a612-840e41402b0f, google-site-verification=mL6p92_GRtlQoOU_JiL3Wd-JE3LFVfkiUXrjFsH7-hk, amazon-business-verification=6e7f1b9714397b936922514be022b98f5b42d792a902bc9cddd38b88cd44deea, mongodb-site-verification=zKrp4m6CLWVIeTlSRz7gZuaatxim0wkp, onetrust-domain-verification=d903445ef59c4a08a5098067e40dd86b, wework-site-verification=KPdt0l0h4yCgRIWd, google-site-verification=IzCrXIx1zpSj5z3EI6pOU5cQjCyT-BuTfrwgdRfURS0, apple-domain-verification=7Er7DKxKjTdmiJ4v, 28wk3142yk508gjqpr27hhf69lwhg0wv, google-site-verification=IcoYxGaPyPWM0lNynfgRn7JhkpaXprYeUxWWXXurE20, _globalsign-domain-verification=4F75HIXJYgIp1lJKOK40HSdTb5jUc09eGA2yrgx5kz, a07ddd918db549a2a6d356b2980627e6, google-site-verification=LoR9AZ42PtO0eDHfnqn00jeAoZcgnx07h_ZfGvaeOrs, qzq5wlt1920x4rd538hpqznblcy9n91g",,,True,fastly,,
,nr1-edge-test.one.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,nrpn.newrelic.com,"18.154.63.113, 18.154.63.83, 18.154.63.20, 18.154.63.71","ns-1577.awsdns-05.co.uk, awsdns-hostmaster.amazon.com",NOERROR,nrpn.newrelic.com.skilljarapp.com,,,,,,True,cloudfront,,
,nucleus-lb.newrelic.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,o1.ntfcrv.notifications.newrelic.com,149.72.209.60,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,oldblog.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,one-core.newrelic.com,"162.247.242.36, 162.247.242.37, 162.247.242.35","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,service.newrelic.com,,,"google-site-verification=H9LcM9OsqwRJRJDvX_9NGjmN84vPvewGCdvwBisd_Ac, yandex-verification: 29b3e6dd229193fb",,,,,,
,one.newrelic.com,"162.247.242.36, 162.247.242.37, 162.247.242.35","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,service.newrelic.com,,,,,,,,,
,opensource.newrelic.com,"199.232.198.22, 199.232.194.22","ns1.fastly.net, hostmaster.fastly.com",NOERROR,"opensourcewebsite.gatsbyjs.io, dualstack.eu-na.gatsbyjs.map.fastly.net",,,,,"2a04:4e42:4c::534, 2a04:4e42:4d::534",True,fastly,,
,pepe.test-httptools.eu.newrelic.com,,"dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,pm-bounces.newrelic.com,138.197.30.54,"ns-1077.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,pm.mtasv.net,"p-pm-bounce-smtp01a-aws-useast2a.mtasv.net, p-pm-bounce-smtp01c-aws-useast2c.mtasv.net",,"google-site-verification=pViDNqSauXskObXnIyWwa2KxIP-CAA9GWpasGALiYek, mailru-verification: 7e478ddcd067e847, google-site-verification=2ltbW8iunE_pv1YaZoVYbntlT_hNyiAaBkhcO9fgZ8s, v=spf1 include:spf.mtasv.net -all",,,,,,
,public-service-gateway.eu.newrelic.com,"185.221.86.41, 185.221.86.9","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,radar-api.service.newrelic.com,"162.247.242.38, 162.247.242.39, 162.247.242.40","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.service.newrelic.com,,,,,,,,,
,resources.newrelic.com,"151.101.2.217, 151.101.66.217, 151.101.130.217, 151.101.194.217","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,newrelic.com,,,"v=spf1 ip4:38.88.21.69/32 ip4:38.129.65.12/32 include:mktomail.com include:_spf.google.com include:mailgun.org include:docebosaas.com ~all, spf2.0/pra ?all, docusign=469d6b53-4bae-4d27-8883-1f0c697ad722, pardot893801=31820b7b0c868e8426e1f8ebf51ca209f26b9388a7169f79a1ab29d640d84650, adobe-idp-site-verification=b1e661c3d47470de728c17470365d00226531208a3b078435f99c4f578e6d88f, google-site-verification=YRMSthamK49wTIo72yB89R2aEIBECJ11n7165rDzfsE, google-site-verification=OOuGwQ__672RAHPGeoxpR6S5yZSkgnPQrUrSL4zRSXA, yandex-verification: fc1dd009c32ab111, docker-verification=b2502828-def0-4401-a612-840e41402b0f, google-site-verification=mL6p92_GRtlQoOU_JiL3Wd-JE3LFVfkiUXrjFsH7-hk, amazon-business-verification=6e7f1b9714397b936922514be022b98f5b42d792a902bc9cddd38b88cd44deea, mongodb-site-verification=zKrp4m6CLWVIeTlSRz7gZuaatxim0wkp, onetrust-domain-verification=d903445ef59c4a08a5098067e40dd86b, wework-site-verification=KPdt0l0h4yCgRIWd, google-site-verification=IzCrXIx1zpSj5z3EI6pOU5cQjCyT-BuTfrwgdRfURS0, apple-domain-verification=7Er7DKxKjTdmiJ4v, 28wk3142yk508gjqpr27hhf69lwhg0wv, google-site-verification=IcoYxGaPyPWM0lNynfgRn7JhkpaXprYeUxWWXXurE20, _globalsign-domain-verification=4F75HIXJYgIp1lJKOK40HSdTb5jUc09eGA2yrgx5kz, a07ddd918db549a2a6d356b2980627e6, google-site-verification=LoR9AZ42PtO0eDHfnqn00jeAoZcgnx07h_ZfGvaeOrs, qzq5wlt1920x4rd538hpqznblcy9n91g",,,True,fastly,,
,routing.eu.newrelic.com,185.221.85.70,,NOERROR,,,,,,,,,,
,rpm-images.newrelic.com,"162.247.242.35, 162.247.242.36, 162.247.242.37",,NOERROR,service.newrelic.com,,,,,,,,,
,rpm.eu.newrelic.com,"185.221.86.9, 185.221.86.41","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,public-service-gateway.eu.newrelic.com,,,,,,,,,
,sandbox-status.newrelic.com,52.215.192.132,"ns-1711.awsdns-21.co.uk, awsdns-hostmaster.amazon.com",NOERROR,0l4nk9f7hzsw.stspg-customer.com,,,,,,,,,
,security.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,service-6.newrelic.com,162.247.242.35,,NOERROR,,,,,,,,,,
,service-8.newrelic.com,162.247.242.37,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,service.dr.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,service.eu.newrelic.com,"185.221.86.41, 185.221.86.9",,NOERROR,public-service-gateway.eu.newrelic.com,,,,,,,,,
,signup-receiver.service.newrelic.com,"162.247.242.39, 162.247.242.40, 162.247.242.38","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.service.newrelic.com,,,,,,,,,
,spectrum.staging-collectors.newrelic.com,162.247.241.21,,NOERROR,,,,,,,,,,
,staging-account.newrelic.com,162.247.242.148,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-service.newrelic.com,,,,,,,,,
,staging-alerts.newrelic.com,162.247.242.148,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-service.newrelic.com,,,,,,,,,
,staging-collector-1.newrelic.com,162.247.242.145,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-collector-2.newrelic.com,162.247.242.146,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-collectors.newrelic.com,,"dns1.p05.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-connect.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-images.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-infrastructure-command-api.newrelic.com,"3.22.85.221, 3.136.254.97, 3.139.209.181, 3.143.41.234, 18.189.241.80, 18.224.224.227",,NOERROR,staging.nucleus-lb.newrelic.com,,,,,,,,,
,staging-insights-collector.newrelic.com,162.247.243.8,,NOERROR,"staging-insights-collector.cell.nr-data.net, fastly-staging-insights-collector.newrelic.com",,,,,,,,,
,staging-insights.newrelic.com,162.247.242.148,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-service.newrelic.com,,,,,,,,,
,staging-knowledge.newrelic.com,"23.12.147.14, 23.12.147.7",,NOERROR,"staging-knowledge.newrelic.com.00d1u000000xkhkuae.live.siteforce.com, sdc.prod.communities.salesforce.cdn.edgekey.net, e78038.dsca.akamaiedge.net",,,,,"2600:1408:7400::6006:2a68, 2600:1408:7400::6006:2a11",,,,
,staging-legacy-service.newrelic.com,162.247.242.169,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-login.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-metric-api.newrelic.com,162.247.241.9,,NOERROR,"staging-metric-api.cell.nr-data.net, staging-metric-api.newrelic.com.cdn.cloudflare.net",,,,,,,,,
,staging-mobile-collector-origin.newrelic.com,162.247.242.164,,NOERROR,,,,,,,,,,
,staging-mobile-collector.newrelic.com,162.247.243.11,,NOERROR,"staging-mobile-collector.cell.nr-data.net, fastly-staging-mobile-collector.newrelic.com",,,,,,,,,
,staging-one-cfdc.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-one.newrelic.com,162.247.242.148,,NOERROR,staging-service.newrelic.com,,,,,,,,,
,staging-platform-insights-collector.newrelic.com,"104.18.16.153, 104.18.17.153",,NOERROR,staging-platform-insights-collector.newrelic.com.cdn.cloudflare.net,,,,,,True,cloudflare,,
,staging-service.newrelic.com,162.247.242.148,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-shared.newrelic.com,162.247.242.169,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging-support.newrelic.com,"54.158.119.206, 54.145.206.14, 34.230.152.85",,NOERROR,"staging-service.awsdev.nr-ops.net, mesh-sg-staging-ext-alb-671262652.us-east-1.elb.amazonaws.com",,,,,,,,,
,staging-trace-api.newrelic.com,162.247.243.14,,NOERROR,"staging-trace-api.cell.nr-data.net, fastly-staging-trace-api.newrelic.com",,,,,,,,,
,staging.issues.newrelic.com,34.120.168.104,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,True,google,,
,staging.newrelic.com,162.247.242.148,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-service.newrelic.com,,,,,,,,,
,staging.nucleus-lb.newrelic.com,"18.224.224.227, 3.22.85.221, 3.136.254.97, 3.139.209.181, 3.143.41.234, 18.189.241.80","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,staging.service.nucleus.newrelic.com,"3.22.85.221, 3.143.41.234, 3.139.209.181, 18.224.224.227, 18.189.241.80, 3.136.254.97",,NOERROR,staging.nucleus-lb.newrelic.com,,,,,,,,,
,stamp1-azure-ext.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,stg-grpc-proxy-test.grpc.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,stg-vapid-switch.nucleus-lb.newrelic.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,support-legacy.newrelic.com,"162.247.242.37, 162.247.242.35, 162.247.242.36","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,service.newrelic.com,,,,,,,,,
,support-test.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,support.newrelic.com,"23.213.161.197, 23.213.161.224",,NOERROR,,,,,,,,,,
,synthetics.eu.newrelic.com,"185.221.86.41, 185.221.86.9","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,public-service-gateway.eu.newrelic.com,,,,,,,,,
,t.newrelic.com,"18.235.9.115, 54.85.128.104, 18.209.131.43",,NOERROR,custom-tracking.salesloft.com,,,,,,,,,
,test-api.newrelic.com,162.247.242.169,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-shared.newrelic.com,,,,,,,,,
,test-blue-sky.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,test-data-hound.nucleus-lb.newrelic.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,test-idiotic-shot.nucleus-lb.newrelic.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,test.newrelic.com,162.247.242.169,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,v=spf1 -all,,,,,,
,test4.newrelic.com,162.247.242.169,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-shared.newrelic.com,,,,,,,,,
,test5.newrelic.com,162.247.242.169,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-shared.newrelic.com,,,,,,,,,
,test6.newrelic.com,162.247.242.169,,NOERROR,staging-shared.newrelic.com,,,,,,,,,
,test7.newrelic.com,162.247.242.169,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,staging-shared.newrelic.com,,,,,,,,,
,testing.issues.newrelic.com,34.160.173.91,"dns1.p08.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,True,google,,
,testing.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,tls10.eu.newrelic.com,185.221.85.2,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,tls10.eu.newrelic.com.cdn.cloudflare.net,,,,,,,,,
,tls10.newrelic.com,162.247.241.1,,NOERROR,tls10.newrelic.com.cdn.cloudflare.net,,,,,,,,,
,tls12.eu.newrelic.com,185.221.85.4,,NOERROR,tls12.eu.newrelic.com.cdn.cloudflare.net,,,,,,,,,
,tls12.newrelic.com,162.247.241.2,"ns1.cloudflare.net, dns.cloudflare.com",NOERROR,tls12.newrelic.com.cdn.cloudflare.net,,,,,,,,,
,tor318-392-grc.staging-service.newrelic.com,162.247.242.170,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.staging-service.newrelic.com,,,,,,,,,
,trace-api.eu.newrelic.com,185.221.87.19,,NOERROR,"trace-api.cell.eu.nr-data.net, fastly-trace-api.eu.newrelic.com",,,,,,,,,
,trace-api.newrelic.com,162.247.241.16,"ns1.cloudflare.net, dns.cloudflare.com, dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,"trace-api.cell.nr-data.net, trace-api.newrelic.com.cdn.cloudflare.net, fastly-trace-api.newrelic.com",,,,,,,,,
,trace-this.newrelic.com,162.247.241.13,,NOERROR,"trace-this.cell.nr-data.net, trace-this.newrelic.com.cdn.cloudflare.net",,,,,,,,,
,try-staging.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,two.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,uat-herald.service.eu.newrelic.com,"185.221.86.40, 185.221.86.8","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.service.eu.newrelic.com,,,,,,,,,
,urly.service.newrelic.com,"3.13.8.197, 3.129.33.187, 3.130.14.191, 3.141.74.106, 18.219.167.17, 18.224.208.16, 18.116.99.106, 3.23.5.94, 3.21.48.252","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,"us.service.nucleus.newrelic.com, us.nucleus-lb.newrelic.com",,,,,,,,,
,urly.staging-service.newrelic.com,"3.139.209.181, 18.224.224.227, 3.136.254.97, 18.189.241.80, 3.143.41.234, 3.22.85.221",,NOERROR,"staging.service.nucleus.newrelic.com, staging.nucleus-lb.newrelic.com",,,,,,,,,
,us-fond-piano.nucleus-lb.newrelic.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,us-vacant-life.nucleus-lb.newrelic.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,us-wrong-quote.nucleus-lb.newrelic.com,,"dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,us.nucleus-lb.newrelic.com,"3.21.48.252, 3.141.74.106, 18.224.208.16, 3.130.14.191, 3.13.8.197, 3.23.5.94, 3.129.33.187, 18.219.167.17, 18.116.99.106","dns1.p06.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,wdl.staging-service.newrelic.com,162.247.242.170,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.staging-service.newrelic.com,,,,,,,,,
,wiki-account-euwpostgresgit.service.newrelic.com,"162.247.242.38, 162.247.242.39, 162.247.242.40","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,wildcard.service.newrelic.com,,,,,,,,,
,wildcard-7.service.newrelic.com,162.247.242.39,,NOERROR,,,,,,,,,,
,wildcard.service.eu.newrelic.com,"185.221.86.40, 185.221.86.8","dns1.p03.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,wildcard.service.newrelic.com,"162.247.242.38, 162.247.242.39, 162.247.242.40","dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,wildcard.staging-service.newrelic.com,162.247.242.170,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,www-staging.newrelic.com,146.75.118.137,,NOERROR,k.sni.global.fastly.net,,,,,,True,fastly,,
,www.connect.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,www.newrelic.com,151.101.86.217,"ns1.fastly.net, hostmaster.fastly.com",NOERROR,b2.shared.global.fastly.net,,,,,,True,fastly,,
,www.staging-connect.newrelic.com,,"dns1.p07.nsone.net, hostmaster.nsone.net",NOERROR,,,,,,,,,,
,yum.newrelic.com,"151.101.66.137, 151.101.130.137, 151.101.194.137, 151.101.2.137",,NOERROR,"download.newrelic.com, k.sni.global.fastly.net",,,,,,True,fastly,,
