new,host,a,cname,soa,status_code,ns,has_internal_ips,internal_ips,cdn,cdn-name,aaaa,mx,txt,caa
,cfs-outbound.cloudstation.us-west-2.prod.hydra.sophos.com,"172.17.195.122, 172.17.178.83, 172.17.151.6",internal-tf-p-cfs-outbound-fa4772aa-58099980.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.17.195.122, 172.17.178.83, 172.17.151.6",,,,,,
,cfs-outbound.cloudstation.us-west-2.qa.hydra.sophos.com,"172.17.136.169, 172.17.186.61",internal-tf-p-cfs-outbound-25504672-10128000.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.17.136.169, 172.17.186.61",,,,,,
,cfs-outbound.stn000cmh.ctr.sophos.com,"172.28.38.62, 172.28.11.68",internal-tf-p-cfs-outbound-b1139ea6-960851630.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.38.62, 172.28.11.68",,,,,,
,cfs-outbound.stn030bom.ctr.sophos.com,"172.28.50.113, 172.28.20.133",internal-tf-p-cfs-outbound-48f5b61e-1530716546.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.50.113, 172.28.20.133",,,,,,
,cfs-outbound.stn100hnd.ctr.sophos.com,"172.28.18.12, 172.28.91.76",internal-tf-p-cfs-outbound-9c0a925e-301932397.ap-northeast-1.elb.amazonaws.com,"ns-1683.awsdns-18.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.18.12, 172.28.91.76",,,,,,
,cfs-outbound.stn100syd.ctr.sophos.com,"172.28.86.32, 172.28.36.156",internal-tf-p-cfs-outbound-d755e23c-1692756233.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.86.32, 172.28.36.156",,,,,,
,cfs-outbound.stn100yul.ctr.sophos.com,"172.28.52.73, 172.28.80.143",internal-tf-p-cfs-outbound-c6b30814-1093038863.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.52.73, 172.28.80.143",,,,,,
,cg4i49sz.stn100gru.ctr.sophos.com,"172.28.7.191, 172.28.93.38",internal-fluxcapacitor-v1-548693973.sa-east-1.elb.amazonaws.com,"ns-2034.awsdns-62.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.7.191, 172.28.93.38",,,,,,
,cgjcn4wo.cloudstation.us-west-2.qa.hydra.sophos.com,"54.200.103.241, 52.32.122.162",tf-exclusions-manager-d8a8c488-1779709587.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ch23mb23.stn100yul.ctr.sophos.com,,tf-atr-indexer-0ad0aa1a-603671390.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chassis-smoke-ms-cloudstation-eu-west-1.dev.hydra.sophos.com,54.77.120.186,tf-chassis-smoke-ms-0b02b4da-1440696620.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chassis-smoke-ms.cloudstation.eu-west-1.dev.hydra.sophos.com,54.77.120.186,tf-chassis-smoke-ms-0b02b4da-1440696620.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,chat.sophos.com,,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,ci-abn-01.dev.sophos.com,195.171.192.153,,"ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1202.awsdns-22.org, ns-1888.awsdns-44.co.uk, ns-478.awsdns-59.com, ns-575.awsdns-07.net",,,,,,,,
,ci-abn-01.sophos.com,195.171.192.186,ci-abn-01.route53.sophos.net,"ns-1072.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ci-bos-01.dev.sophos.com,198.144.101.93,,"ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ci-bos-01.sophos.com,198.144.101.34,ci-bos-01.route53.sophos.net,"ns-1072.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ci-vip-01.dev.sophos.com,198.144.101.93,,"ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ci-vip-01.sophos.com,195.171.192.186,ci-vip-01.route53.sophos.net,"ns-1072.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ci-vip-02.dev.sophos.com,195.171.192.101,,"ns-1202.awsdns-22.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ci2.sophos.com,195.171.192.156,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cidev.test.sophos.com,195.171.192.144,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cidev02.test.sophos.com,,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,ciwxi9zi.stn100syd.ctr.sophos.com,"172.28.50.95, 172.28.86.234",internal-tf-p-smime-inbound-2ab02b07-1134913815.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.50.95, 172.28.86.234",,,,,,
,cjett094.cloudstation.us-west-2.qa.hydra.sophos.com,"172.17.223.171, 172.17.159.156",internal-tf-p-data-xdr-pmgr-gbl-f1fb48ef-42755079.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.17.223.171, 172.17.159.156",,,,,,
,clayburn.sophos.com,209.17.179.168,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cleverbridge.surfright.nl,87.249.122.198,,"a1-100.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cloud-assets-test.sophos.com,,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cloud-assets.sophos.com,104.91.49.170,"prod-san-0-dd.sophosdelivery.edgekey.net, e13687.d.akamaiedge.net","n0d.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,cloud.hitmanpro.com,52.174.35.5,"strider5.trafficmanager.net, strider5scanservice.azurewebsites.net, waws-prod-am2-185.sip.azurewebsites.windows.net, waws-prod-am2-185.westeurope.cloudapp.azure.com","ns1-201.azure-dns.com, msnhst.microsoft.com",NOERROR,,,,True,azure,,,,
,cloud.hitmanpro.nl,,,"a1-100.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cloud.p.link.sophos.com,"52.51.55.93, 52.17.233.152",it-gis-pl-plinkelb-1s9sqtiykj6fr-789403841.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,club.sophos.com,"2.17.100.153, 2.17.100.171","www.sophos.com.edgekey.net, e131187.b.akamaiedge.net","n0b.akamaiedge.net, hostmaster.akamai.com",NOERROR,,,,,,,,,
,cm-queue-consumer-cloudstation-eu-west-1.dev.hydra.sophos.com,54.77.94.51,tf-cm-queue-consumer-025804fb-330938815.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cm-queue-consumer.cloudstation.eu-west-1.dev.hydra.sophos.com,54.77.94.51,tf-cm-queue-consumer-025804fb-330938815.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cmd-res-aggregator.cloudhub.eu-west-1.dev.hydra.sophos.com,"52.208.215.106, 34.242.198.24",tf-cmd-res-aggregator-14c651ef-1461991505.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cmpcj35d.cloudstation.eu-west-1.dev.hydra.sophos.com,54.217.217.227,tf-sandstorm-service-bece6eb6-1092883577.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,"ns-1053.awsdns-03.org, ns-2023.awsdns-60.co.uk, ns-341.awsdns-42.com, ns-739.awsdns-28.net, ns-1476.awsdns-56.org, ns-1565.awsdns-03.co.uk, ns-317.awsdns-39.com, ns-709.awsdns-24.net",,,,,,,,
,cms.hitmanpro.com,,,"a1-100.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cms.sophos.com,,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cmub8obj.stn100bom.ctr.sophos.com,"172.28.4.22, 172.28.36.21",internal-tf-p-data-mobile-trf-b092ea05-1023568702.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.4.22, 172.28.36.21",,,,,,
,cnf-config-cloudstation-us-west-2.qa.hydra.sophos.com,"54.200.81.99, 34.215.169.136",tf-cnf-config-8c3ad3d6-849469531.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cnf-config.cloudstation.us-west-2.qa.hydra.sophos.com,"54.200.81.99, 34.215.169.136",tf-cnf-config-8c3ad3d6-849469531.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cnf-proxy.cloudstation.eu-central-1.qa.hydra.sophos.com,,,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cnf-proxy.cloudstation.eu-west-1.dev.hydra.sophos.com,"34.240.189.248, 52.210.139.209, 54.77.210.231",,"ns-1476.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cnf-proxy.cloudstation.us-west-2.qa.hydra.sophos.com,"35.164.87.198, 54.149.32.239, 34.214.221.207",,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1375.awsdns-43.org, ns-1575.awsdns-04.co.uk, ns-471.awsdns-58.com, ns-745.awsdns-29.net",,,,,,,,
,co3j7s67.cloudstation.eu-west-1.dev.hydra.sophos.com,"34.253.74.144, 52.211.94.236",tf-smime-9b7f5730-98845293.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,commander.reflexion.net,,radar-commander.reflexion.net,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,community.sophos.com,"34.246.51.29, 34.255.103.200",community-sophos-com.telligentcloud.net,"ns-2005.awsdns-58.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,competition.astaro.com,"13.224.189.122, 13.224.189.38, 13.224.189.68, 13.224.189.76",www.astaro.com,"ns-90.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,True,cloudfront,,,,
,compliance-api.sophos.com,"54.155.129.20, 54.228.90.61, 52.49.185.246",d-yoayujif63.execute-api.eu-west-1.amazonaws.com,"ns-1028.awsdns-00.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,connect.astaro.com,,,"ns-90.awsdns-11.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,mail.en25.com,,
,connect.labs.sophos.com,"18.168.14.241, 18.135.204.211",,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,connect2.labs.sophos.com,"18.135.204.211, 18.168.14.241",,"ns-1276.awsdns-31.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,connector.reflexion.net,,radar-integration.reflexion.net,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cons-subscriber-cloudstation-eu-west-1.dev.hydra.sophos.com,46.51.206.128,tf-cons-subscriber-3daaceb2-2116025242.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cons-subscriber.cloudstation.eu-west-1.dev.hydra.sophos.com,46.51.206.128,tf-cons-subscriber-3daaceb2-2116025242.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,console.reflexion.net,208.70.208.252,,"ns-404.awsdns-50.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1527.awsdns-62.org, ns-1739.awsdns-25.co.uk, ns-404.awsdns-50.com, ns-903.awsdns-48.net",,,,,,,,
,content-filtering.cloudstation.eu-west-1.inf.hydra.sophos.com,,tf-content-filtering-f166a4f0-1065439433.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,coq47bwm.stn100syd.ctr.sophos.com,"3.24.95.76, 52.64.130.126, 3.106.50.73",tf-qee-52e017ed-1710389782.ap-southeast-2.elb.amazonaws.com,"ns-99.awsdns-12.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-cloudstation-eu-west-1.dev.hydra.sophos.com,"54.76.66.139, 52.31.64.216, 52.210.80.156",core-spinnaker-1432725326.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-cloudstation-eu-west-1.inf.hydra.sophos.com,"52.19.136.192, 52.17.218.124",core-spinnaker-1909717330.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-cloudstation-us-east-1.dev.hydra.sophos.com,"34.225.216.216, 3.234.196.182, 34.227.243.69",core-spinnaker-2089669586.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-cloudstation-us-east-1.inf.hydra.sophos.com,"52.206.164.223, 34.238.87.105, 52.87.61.160",core-spinnaker-247934708.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-cloudstation-us-east-1.prod.hydra.sophos.com,"3.88.73.108, 34.224.155.52, 18.210.117.117",core-spinnaker-2067185985.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-cloudstation-us-east-1.qa.hydra.sophos.com,"3.219.174.224, 54.89.32.171, 18.235.166.50",core-spinnaker-932221766.us-east-1.elb.amazonaws.com,"ns-1119.awsdns-11.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-cloudstation-us-east-2.prod.hydra.sophos.com,"3.141.160.195, 18.116.194.180, 3.128.117.145",core-spinnaker-1131615596.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core-scan-engine.cloudstation.eu-west-1.dev.hydra.sophos.com,108.128.94.215,tf-core-scan-engine-4d2c3bc2-1778323217.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core.stn000cmh.ctr.sophos.com,"3.22.135.70, 3.22.146.64, 3.21.144.240",,"ns-1363.awsdns-42.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core.stn010yul.ctr.sophos.com,"3.96.120.102, 15.156.49.231, 15.156.20.217",,"ns-63.awsdns-07.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core.stn030bom.ctr.sophos.com,"13.126.81.91, 3.6.107.99",,"ns-1145.awsdns-15.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core.stn100gru.ctr.sophos.com,"54.94.62.202, 177.71.135.143, 52.67.41.5",,"ns-324.awsdns-40.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core.stn100hnd.ctr.sophos.com,,,"ns-1815.awsdns-34.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,core.stn100yul.ctr.sophos.com,"15.156.135.32, 3.96.11.56, 15.223.58.27",,"ns-1540.awsdns-00.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,couponnumber.link.sophos.com,"52.17.233.152, 52.51.55.93",it-gis-pl-plinkelb-1s9sqtiykj6fr-789403841.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cp9gsmab.stn100yul.ctr.sophos.com,"172.28.55.141, 172.28.11.69, 172.28.68.168",internal-tf-p-malware-service-15c57f4f-995643848.ca-central-1.elb.amazonaws.com,"ns-616.awsdns-13.net, awsdns-hostmaster.amazon.com",NOERROR,"ns-1103.awsdns-09.org, ns-127.awsdns-15.com, ns-1767.awsdns-28.co.uk, ns-616.awsdns-13.net",True,"172.28.55.141, 172.28.11.69, 172.28.68.168",,,,,,
,cpxsjt4v.stn100bom.ctr.sophos.com,"172.28.2.51, 172.28.35.111, 172.28.90.204",internal-tf-p-sasi-inbound-df712170-1821735005.ap-south-1.elb.amazonaws.com,"ns-329.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,True,"172.28.2.51, 172.28.35.111, 172.28.90.204",,,,,,
,cqkmnzou.cloudstation.us-west-2.prod.hydra.sophos.com,"35.155.237.164, 34.211.177.203",tf-xgemail-validator-00a1413a-645108900.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,credential-manager.cloudstation.us-west-2.qa.hydra.sophos.com,"52.88.88.129, 100.20.221.238",tf-credential-manager-9085333c-1497307354.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-alerts-cloudstation-eu-central-1.prod.hydra.sophos.com,"52.28.221.183, 3.66.125.36",tf-cswitch-alerts-275b3d8d-574546895.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-alerts-cloudstation-eu-west-1.prod.hydra.sophos.com,"52.30.175.132, 63.33.81.41",tf-cswitch-alerts-a3580214-2099074272.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-alerts-cloudstation-us-east-2.prod.hydra.sophos.com,,tf-cswitch-alerts-5cd9d628-1874129899.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-alerts.cloudstation.eu-west-1.dev.hydra.sophos.com,"99.80.91.1, 52.211.194.255",tf-cswitch-alerts-e1eacea8-721687574.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-alerts.cloudstation.us-east-2.prod.hydra.sophos.com,"3.20.90.4, 3.13.67.222",tf-cswitch-alerts-5cd9d628-1874129899.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-config-cloudstation-eu-central-1.prod.hydra.sophos.com,"3.67.82.187, 3.74.127.154",tf-cswitch-config-2b578256-262818582.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-config-cloudstation-eu-west-1.dev.hydra.sophos.com,"54.155.43.158, 99.80.229.110",tf-cswitch-config-6e917ef8-629056511.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-config-cloudstation-eu-west-1.prod.hydra.sophos.com,"34.255.225.39, 54.73.208.154",tf-cswitch-config-0d9ae758-1757117670.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-config-cloudstation-us-east-2.prod.hydra.sophos.com,"18.118.250.227, 18.221.47.163",tf-cswitch-config-9e00a11d-436829030.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-config.cloudstation.eu-west-1.dev.hydra.sophos.com,"99.80.229.110, 54.155.43.158",tf-cswitch-config-6e917ef8-629056511.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-config.cloudstation.us-west-2.prod.hydra.sophos.com,"54.184.74.130, 44.240.23.165",tf-cswitch-config-b09dad62-692958069.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,"ns-1475.awsdns-56.org, ns-1769.awsdns-29.co.uk, ns-332.awsdns-41.com, ns-560.awsdns-06.net",,,,,,,,
,cswitch-config.cloudstation.us-west-2.qa.hydra.sophos.com,"54.203.182.35, 54.71.147.177",tf-cswitch-config-d1439194-1254106537.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring-cloudstation-eu-west-1.prod.hydra.sophos.com,"52.48.229.224, 54.76.94.60",tf-cswitch-monitoring-a96b8b9a-1651034661.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring-cloudstation-us-east-2.prod.hydra.sophos.com,,tf-cswitch-monitoring-036c7511-1177486004.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring-cloudstation-us-west-2.prod.hydra.sophos.com,"54.185.3.146, 44.227.37.111",tf-cswitch-monitoring-84b5d196-2112878370.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring.cloudstation.eu-central-1.prod.hydra.sophos.com,"18.192.34.71, 18.159.91.231",tf-cswitch-monitoring-68fc4e27-30663191.eu-central-1.elb.amazonaws.com,"ns-1689.awsdns-19.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring.cloudstation.eu-west-1.dev.hydra.sophos.com,"54.217.232.68, 52.210.144.122",tf-cswitch-monitoring-5dd9a7ed-1597702676.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring.cloudstation.eu-west-1.prod.hydra.sophos.com,"52.48.229.224, 54.76.94.60",tf-cswitch-monitoring-a96b8b9a-1651034661.eu-west-1.elb.amazonaws.com,"ns-1053.awsdns-03.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring.cloudstation.us-east-2.prod.hydra.sophos.com,"3.136.162.181, 13.59.15.101",tf-cswitch-monitoring-036c7511-1177486004.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring.cloudstation.us-west-2.prod.hydra.sophos.com,"44.227.37.111, 54.185.3.146",tf-cswitch-monitoring-84b5d196-2112878370.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-monitoring.cloudstation.us-west-2.qa.hydra.sophos.com,"54.69.29.47, 44.236.152.235",tf-cswitch-monitoring-dcbced3d-1777345775.us-west-2.elb.amazonaws.com,"ns-332.awsdns-41.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-proxy.cloudstation.eu-central-1.prod.hydra.sophos.com,"18.185.4.174, 52.59.169.26",,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-proxy.cloudstation.eu-central-1.qa.hydra.sophos.com,,,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-proxy.cloudstation.eu-west-1.dev.hydra.sophos.com,"52.30.73.153, 99.80.95.109, 54.194.98.165",,"ns-1476.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-proxy.cloudstation.eu-west-1.prod.hydra.sophos.com,"52.213.214.143, 3.248.23.8, 52.208.36.4",,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-proxy.cloudstation.us-east-2.prod.hydra.sophos.com,"18.224.114.190, 3.129.0.236, 18.189.78.247",,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-proxy.cloudstation.us-west-2.qa.hydra.sophos.com,"44.229.8.244, 54.200.78.40, 54.213.184.153",,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-r.cloudstation.eu-central-1.prod.hydra.sophos.com,"52.28.41.147, 18.196.176.61",,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-r.cloudstation.eu-west-1.prod.hydra.sophos.com,"99.80.130.193, 52.19.6.122, 63.35.38.189",,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-r.cloudstation.us-east-2.prod.hydra.sophos.com,"3.136.251.154, 3.15.114.207, 3.12.72.149",,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-r.cloudstation.us-west-2.prod.hydra.sophos.com,"54.187.67.56, 44.236.157.235, 44.233.214.117",,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-r.cloudstation.us-west-2.qa.hydra.sophos.com,"44.232.50.94, 44.236.43.235, 52.27.23.29",,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,"ns-1375.awsdns-43.org, ns-1575.awsdns-04.co.uk, ns-471.awsdns-58.com, ns-745.awsdns-29.net",,,,,,,,
,cswitch-push-ws.cloudstation.eu-central-1.qa.hydra.sophos.com,,,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-ws.cloudstation.eu-west-1.dev.hydra.sophos.com,"34.249.87.86, 54.76.60.215, 52.50.2.160",,"ns-1476.awsdns-56.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-ws.cloudstation.us-west-2.prod.hydra.sophos.com,,,"ns-494.awsdns-61.com, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,cswitch-push-ws.cloudstation.us-west-2.qa.hydra.sophos.com,"44.242.67.110, 44.227.82.2, 34.218.114.214",,"ns-1575.awsdns-04.co.uk, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
,ctap.sophos.com,,,"asia1.akam.net, hostmaster.sophos.com",NOERROR,,,,,,,,,
,cteaqjqs.cloudstation.us-east-2.prod.hydra.sophos.com,,tf-dlp-report-service-130f0a0f-734642392.us-east-2.elb.amazonaws.com,"ns-1076.awsdns-06.org, awsdns-hostmaster.amazon.com",NOERROR,,,,,,,,,
