input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_org_,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_mismatched,tls_wildcard_certificate,tls_expired,final_url,csp_domains_
combines.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,434275,www.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,,443,https://combines.underarmour.com:443,https,cloudflare,text/html,GET,96.45.82.161,/,-505668,96.45.83.103,Varnish,6264,False,,,,,https://www.underarmour.com/en-us/,https://studio.uat.ua.coremedia.cloud
community-stage.myfitnesspal.com,Something has gone wrong.,500,596,community-stage.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-09T00:00:00Z,2024-04-08T23:59:59Z,"CN=community-stage.myfitnesspal.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",community-stage.myfitnesspal.com,"Cloudflare, Inc.",community-stage.myfitnesspal.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",4014893d3f22a30596cc04d56d9d17cc,d56dc96da8453af1257ca990588cf959ecbed260f3eb4e98ba2cdad0a49fe823,ctls,community-stage.myfitnesspal.com,cloudflare,443,https://community-stage.myfitnesspal.com:443,https,cloudflare,text/html,GET,162.159.128.79,/,-36294923,2606:4700:7::a29f:8a4e,Cloudflare,18,False,True,,,,https://community-stage.myfitnesspal.com/en/,
community.myfitnesspal.com,MyFitnessPal Community,200,92036,community.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-08T00:00:00Z,2024-04-07T23:59:59Z,"CN=community.myfitnesspal.com, O=Cloudflare\, Inc., L=San Francisco, ST=California, C=US",community.myfitnesspal.com,"Cloudflare, Inc.",community.myfitnesspal.com,"CN=Cloudflare Inc ECC CA-3, O=Cloudflare\, Inc., C=US",Cloudflare Inc ECC CA-3,"Cloudflare, Inc.",f789c3e8abf7174d6a82dfdb9b7148be,4e7f049344aec2dafa374be957d383a1c226bb4f657efaa2da3f1107dcc46ea0,ctls,community.myfitnesspal.com,cloudflare,443,https://community.myfitnesspal.com:443,https,cloudflare,text/html,GET,162.159.128.79,/,-36294923,2606:4700:7::a29f:8a4e,React,931,False,True,,,,https://community.myfitnesspal.com/en/,
config.myfitnesspal.com,MyFitnessPal | MyFitnessPal,200,493492,www.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,www.myfitnesspal.com,cloudfront,443,https://config.myfitnesspal.com:443,https,,text/html,GET,13.225.78.70,/,33983877,2600:9000:21f3:e800:1e:f4a8:3140:93a1,HSTS,1,False,True,,True,,https://www.myfitnesspal.com/,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub6bacd8a3d2ff4a25d741e639b3320206&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=env:nutrition-prod
configuration-api.myfitnesspal.com,,401,73,configuration-api.myfitnesspal.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-10T12:13:28Z,2023-08-08T12:13:27Z,CN=*.external.us.mfp.dev,*.external.us.mfp.dev,,*.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,3e04ba683ad67f2b8fa659549f9a5276,e36764e477507a6ab1b5458fea81116f418561c03782c40076bc35ff2c9d5f23,ctls,configuration-api.myfitnesspal.com,,443,https://configuration-api.myfitnesspal.com:443,https,,text/plain,GET,54.87.102.222,/,-119167523,50.19.251.83,HSTS,1,False,,True,True,,,
connect.underarmour.com,Under Armour Creator Portal,200,25878,connect.underarmour.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-10T00:00:00Z,2023-10-27T23:59:59Z,CN=connect.underarmour.com,connect.underarmour.com,,api-connect.underarmour.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2e0993cbbd09141928c6775e495f8f90,6d8097b93f30b2c61acf7d7a954b28a7d46cec8c1c21d7ee34bc0eb77fb4180a,ctls,connect.underarmour.com,,443,https://connect.underarmour.com:443,https,nginx,text/html,GET,54.241.158.69,/,-531112152,52.52.5.33,Nginx,182,False,,,,,https://connect.underarmour.com/connect/,
consent-static.api.ua.com,,403,243,consent-static.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-23T23:59:59Z,CN=api.ua.com,api.ua.com,,*.api.ua.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9441d1c733c7ee18c53ecd933ef9eb54,9bc706dbbac76bd120c5b92848a89886547665ca31480ace9038f1963f244a06,ctls,consent-static.api.ua.com,cloudfront,443,https://consent-static.api.ua.com:443,https,AmazonS3,application/xml,GET,18.66.192.77,/,1037006415,18.66.192.82,Amazon Web Services,2,False,True,,True,,,
consent-static.myfitnesspal.com,,403,243,consent-static.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,consent-static.myfitnesspal.com,cloudfront,443,https://consent-static.myfitnesspal.com:443,https,AmazonS3,application/xml,GET,18.66.112.70,/,1321192035,18.66.112.102,Amazon Web Services,2,False,True,,True,,,
consent.api.ua.com,,401,73,consent.api.ua.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-03T00:00:00Z,2024-05-31T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,bb3f4df5045c49396aceb35b524d92fe,8ad6748172e498f9d36e817fdac399bbe6fbea45350b987ba6d775835fe1bf4b,ctls,consent.api.ua.com,cloudfront,443,https://consent.api.ua.com:443,https,,text/plain,GET,13.224.189.22,/,-119167523,2600:9000:20eb:4c00:12:6013:4600:93a1,Amazon Web Services,1,False,True,True,True,,,
content.myfitnesspal.com,MyFitnessPal | MyFitnessPal,200,493492,www.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-09-12T23:59:59Z,CN=myfitnesspal.com,myfitnesspal.com,,*.myfitnesspal.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e043ec437e382b9efee09821cb804d16,61159d332a5026841992ef53f4ceb7d2b69e1681ef174ae6ce3e7e7a0842129c,ctls,www.myfitnesspal.com,cloudfront,443,https://content.myfitnesspal.com:443,https,,text/html,GET,99.86.4.91,/,33983877,99.86.4.104,HSTS,1,False,True,,True,,https://www.myfitnesspal.com/,https://csp-report.browser-intake-datadoghq.com/api/v2/logs?dd-api-key=pub6bacd8a3d2ff4a25d741e639b3320206&dd-evp-origin=content-security-policy&ddsource=csp-report&ddtags=env:nutrition-prod
cozyearth.myfitnesspal.com,MyFitnessPal + Cozy Earth,200,74276,cozyearth.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-11T03:31:14Z,2023-08-09T03:31:13Z,CN=cozyearth.myfitnesspal.com,cozyearth.myfitnesspal.com,,cozyearth.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,759bfa41392bc72569ab2de532ef246b,2807445850b29c836867bdb30ab36ab2d0e42df30631baccb3675e7a3cc7f6b5,ctls,cozyearth.myfitnesspal.com,cloudflare,443,https://cozyearth.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.27.189,/,-1468854848,2606:4700::6812:1abd,HSTS,879,False,True,,,,,
crimesalad.myfitnesspal.com,MyFitnessPal x Crime Salad Podcast,200,38582,crimesalad.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T02:42:33Z,2023-08-08T02:42:32Z,CN=crimesalad.myfitnesspal.com,crimesalad.myfitnesspal.com,,crimesalad.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,1da1aeed83ab36de822a8e148492d8b3,cddd40064160f48177c20514c0c4dbd76d349ecd0c9e0d910035eac2825094b0,ctls,crimesalad.myfitnesspal.com,cloudflare,443,https://crimesalad.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
customersengineering-access.underarmour.co.uk,Under Armour,410,418881,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,,80,http://customersengineering-access.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,-2137008193,204.74.99.103,Varnish,5951,False,,,,,https://www.underarmour.com/shop/uk/en/,https://studio.production.ua.coremedia.cloud
customlearningdesigns.underarmour.co.uk,Under Armour,410,418882,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,,80,http://customlearningdesigns.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,-2002797295,204.74.99.103,Varnish,5950,False,,,,,https://www.underarmour.com/shop/uk/en/,https://first.sandbox.ua.coremedia.cloud
dam.underarmour.com,POST data,200,1813,dam.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-09-21T23:59:59Z,"CN=dam.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",dam.underarmour.com,"Under Armour, Inc.",damauthor.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61415d5c07f1fe398ce50382e9a940e2,742965814e55f23e507bf266496d0ac8486f271872c070d9bc3f4d1385b3d49c,ctls,dam.underarmour.com,fastly,443,https://dam.underarmour.com:443,https,,text/html,GET,151.101.3.10,/,-404247502,151.101.195.10,HSTS,11,False,True,,,,https://dam.underarmour.com/assetshare,
damauthor.underarmour.com,Fastly error: unknown domain damauthor.underarmour.com,500,278,damauthor.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-19T00:00:00Z,2023-09-21T23:59:59Z,"CN=dam.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",dam.underarmour.com,"Under Armour, Inc.",damauthor.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,61415d5c07f1fe398ce50382e9a940e2,742965814e55f23e507bf266496d0ac8486f271872c070d9bc3f4d1385b3d49c,ctls,damauthor.underarmour.com,fastly,443,https://damauthor.underarmour.com:443,https,Varnish,text/html,GET,151.101.3.10,/,1377168141,151.101.195.10,Varnish,8,False,True,,,,,
damdev.underarmour.com,POST data,200,1809,damdev.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-09-22T00:00:00Z,2023-09-22T23:59:59Z,"CN=damdev.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",damdev.underarmour.com,"Under Armour, Inc.",damdev.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,86d6dec488d37e7e6855342c1e1a6cc4,615c1619bed53f5845aacb3ed7a2f2f9b1cb5cde5ae5da2a5e19392f1e568680,ctls,damdev.underarmour.com,fastly,443,https://damdev.underarmour.com:443,https,,text/html,GET,146.75.123.10,/,-1221913910,146.75.123.10,HSTS,11,False,True,,,,https://damdev.underarmour.com/assetshare,
de.mapmyfitness.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://de.mapmyfitness.com:80,http,CloudFront,text/html,GET,13.224.189.31,/,-394933122,13.224.189.41,Amazon Web Services,20,False,True,,,,,
de.mapmyride.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,,cloudfront,80,http://de.mapmyride.com:80,http,CloudFront,text/html,GET,13.224.189.49,/,-1800603285,13.224.189.31,Amazon Web Services,20,False,True,,,,,
debug-uploads.underarmour.co.uk,Under Armour,410,418887,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,,80,http://debug-uploads.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,-164567241,204.74.99.103,Varnish,5954,False,,,,,https://www.underarmour.com/shop/uk/en/,https://studio.uat.ua.coremedia.cloud
dev-about.underarmour.com,Home,200,70327,dev-about.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2022-08-09T00:00:00Z,2023-08-09T23:59:59Z,"CN=dev-about.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",dev-about.underarmour.com,"Under Armour, Inc.",www.dev-about.underarmour.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,39baf2ca309fddad8b71402e502c4804,9cce6e876fc3ac013366b7709344dce09f51b82cef75e74da3ebccadc87a2a50,ctls,dev-about.underarmour.com,fastly,443,https://dev-about.underarmour.com:443,https,,text/html,GET,151.101.3.10,/,337330453,151.101.195.10,Java,1196,False,True,,,,,
dev-blog.underarmour.com,Coming Soon page,200,201,,,,,,,,,,,,,,,,,,,,80,http://dev-blog.underarmour.com:80,http,Apache/2.4,text/html,GET,98.129.229.42,/,123487704,98.129.229.42,Apache:2.4,12,False,,,,,,
dev-na04-vercel.ecm.underarmour.com,Under Armour® Official Store | FREE Shipping Available,200,530306,dev-na04-vercel.ecm.underarmour.com,443,True,tls13,TLS_CHACHA20_POLY1305_SHA256,2023-04-16T10:15:18Z,2023-07-15T10:15:17Z,CN=dev-na04-vercel.ecm.underarmour.com,dev-na04-vercel.ecm.underarmour.com,,dev-na04-vercel.ecm.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,95bb68032b5255f4c6b3c318a3457c78,4188b96a2ceabaabb548e421a1302517238c371f63c011d1ac160d4bbf4a305f,ctls,dev-na04-vercel.ecm.underarmour.com,,443,https://dev-na04-vercel.ecm.underarmour.com:443,https,Vercel,text/html,GET,76.76.21.98,/,-187656003,76.76.21.164,Vercel,101,False,,,,,https://dev-na04-vercel.ecm.underarmour.com/en-us/,
dev-na04.ecm.underarmour.com,Error,401,347,dev-na04.ecm.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-05-08T14:05:03Z,2023-08-06T14:05:02Z,CN=*.ecm.underarmour.com,*.ecm.underarmour.com,,*.ecm.underarmour.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,c34a546fa68fea174e71369010fd3140,34f58e4e5113d741977b26e22ca5107bef93c6920f1f822099ae8a3239fb7ab0,ctls,dev-na04.ecm.underarmour.com,fastly,443,https://dev-na04.ecm.underarmour.com:443,https,Varnish,text/html,GET,151.101.1.91,/,1323952740,151.101.193.91,Varnish,10,False,True,,True,,,
developer.myfitnesspal.com,Site not found · GitHub Pages,404,9115,developer.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-21T00:00:00Z,2024-03-20T23:59:59Z,"CN=*.github.io, O=GitHub\, Inc., L=San Francisco, ST=California, C=US",*.github.io,"GitHub, Inc.",githubusercontent.com,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,f45a0dd4c867ee46fb7560d0015132c3,382cd42d33c02bc6678e657ce17b846d0473a7e791cdb35b8ead901af1e11a08,ctls,developer.myfitnesspal.com,,443,https://developer.myfitnesspal.com:443,https,GitHub.com,text/html,GET,185.199.111.153,/,1920503104,185.199.108.153,Varnish,80,False,,True,True,,,
developer.underarmour.com,MapMyRun Documentation - Home,200,4265,developer.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-01-30T00:00:00Z,2024-02-28T23:59:59Z,CN=developer.underarmour.com,developer.underarmour.com,,developer.underarmour.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,29bcef0766e020e20133b3e8577bfbbf,5fe54863d86e7263fd09a4e801a20fc8858bc908d656cd7456a56e39659925e8,ctls,developer.underarmour.com,cloudfront,443,https://developer.underarmour.com:443,https,GitHub.com,text/html,GET,18.66.97.40,/,-1700323260,18.66.97.15,Varnish,131,False,True,,,,,
development-na04.ecm.underarmour.com,401 - Authorization Required.,401,407,development-na04.ecm.underarmour.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2023-03-17T23:45:27Z,2023-06-15T23:45:26Z,CN=*.ecm.underarmour.com,*.ecm.underarmour.com,,*.ecm.underarmour.com.mx,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,6fb8c7c19c4e29fce557df9e8d022b6a,23d3da84cd76f0a886ad5102b3f9e1c12cb85084a42251558e911cda9c1fd688,ctls,development-na04.ecm.underarmour.com,cloudflare,443,https://development-na04.ecm.underarmour.com:443,https,cloudflare,text/html,GET,104.19.156.108,/,1299828188,104.19.157.108,Salesforce Commerce Cloud,17,False,True,True,True,,,
devices-api.ua.com,,200,,devices-api.ua.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2018-11-13T00:00:00Z,2020-11-17T12:00:00Z,"CN=devices-api.ua.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US",devices-api.ua.com,"Under Armour, Inc.",devices-api.ua.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,0199dced0aff7452621ed1252a4ee202,6f32f06ecf0d3c0d278cd9e691d4130e5050852fbea6f3d6a570f00ec833f506,ctls,devices-api.ua.com,,443,https://devices-api.ua.com:443,https,nginx,text/html,GET,52.73.252.117,/,566218143,34.196.63.2,Nginx,1,False,,,,True,,
devint-api.mapmyfitness.com,MapMyFitness,200,13408,devint-api.mapmyfitness.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,devint-api.mapmyfitness.com,,443,https://devint-api.mapmyfitness.com:443,https,,text/html,GET,35.172.152.119,/,566218143,54.80.69.143,Sentry:6.17.5,106,False,,True,True,,,
devint.mapmyfitness.com,MapMyFitness,200,13408,devint.mapmyfitness.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,devint.mapmyfitness.com,,443,https://devint.mapmyfitness.com:443,https,,text/html,GET,54.80.69.143,/,566218143,54.85.19.3,Sentry:6.17.5,106,False,,True,True,,,
docs-e.underarmour.co.uk,Under Armour,410,418887,www.underarmour.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-15T00:00:00Z,2024-02-14T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",www.underarmour.ca,"CN=DigiCert TLS Hybrid ECC SHA384 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS Hybrid ECC SHA384 2020 CA1,DigiCert Inc,20150c72bc040ad0d612b777747786ab,120d7c57cd54d518f49c25170bd0b07c7a2daccc0cd224a57dab782d96383871,ctls,www.underarmour.com,,80,http://docs-e.underarmour.co.uk:80,http,cloudflare,text/html,GET,204.74.99.103,/,640571717,204.74.99.103,Varnish,5955,False,,,,,https://www.underarmour.com/shop/uk/en/,https://preview.production.ua.coremedia.cloud
dtmc.mapmyfitness.com,Invalid URL,400,209,dtmc.mapmyfitness.com,443,True,tls12,TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256,2022-06-28T00:00:00Z,2023-06-30T23:59:59Z,"CN=a248.e.akamai.net, O=Akamai Technologies\, Inc., L=Cambridge, ST=Massachusetts, C=US",a248.e.akamai.net,"Akamai Technologies, Inc.",*.akamaized.net,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,b8cdc00e1dc897fa6768667f6f060486,a1ac71dd8fdaeb4aaf9b5e1952536ade1c8ffd70b5004556df9d51f82b227591,ctls,dtmc.mapmyfitness.com,,443,https://dtmc.mapmyfitness.com:443,https,AkamaiGHost,text/html,GET,23.53.42.56,/,-767190826,2a02:26f0:3500:12::1730:17a5,,8,False,,True,True,,,
dunk.myfitnesspal.com,MyFitnessPal x Down to Dunk Podcast,200,38517,dunk.myfitnesspal.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-05-10T05:38:50Z,2023-08-08T05:38:49Z,CN=dunk.myfitnesspal.com,dunk.myfitnesspal.com,,dunk.myfitnesspal.com,"CN=R3, O=Let's Encrypt, C=US",R3,Let's Encrypt,957142e419ff1133cc0da7342673f2fd,92121d81e5c3cdfb0deadc7f8c649310078bf40bf6697809064136fafffb95bb,ctls,dunk.myfitnesspal.com,cloudflare,443,https://dunk.myfitnesspal.com:443,https,cloudflare,text/html,GET,104.18.26.189,/,-1468854848,2606:4700::6812:1bbd,YouTube,496,False,True,,,,,
dynamic-assets.mapmyfitness.com,MapMyFitness,200,15910,dynamic-assets.mapmyfitness.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-01-20T23:59:59Z,CN=*.uacf.io,*.uacf.io,,*.mfpaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,09af9846ec0622631d7a46fa73e9a575,202d98e92e1b8bc33c1e45c59e0b7330e9c1c136bfb700fa7b511a646fa77f7a,ctls,dynamic-assets.mapmyfitness.com,,443,https://dynamic-assets.mapmyfitness.com:443,https,,text/html,GET,54.85.19.3,/,566218143,54.80.69.143,Sentry:6.17.5,151,False,,True,True,,,
ecomm-qa.underarmour.com,Page Not Available | Under Armour®,200,14851,ecomm-qa.underarmour.com,443,True,tls13,TLS_AES_256_GCM_SHA384,2023-03-21T00:00:00Z,2024-03-19T23:59:59Z,"CN=www.underarmour.com, O=Under Armour\, Inc., L=Baltimore, ST=Maryland, C=US, serialNumber=D04444345, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US, businessCategory=Private Organization, jurisdictionStateOrProvince=Maryland, jurisdictionCountry=US",www.underarmour.com,"Under Armour, Inc.",admin.underarmour.com,"CN=DigiCert SHA2 Extended Validation Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 Extended Validation Server CA,DigiCert Inc,49f794f5e21a3137c8b87c17470c451f,db3610613361f0e4ed80b45f8540a35c6e8f170307761c5f5b4acd65077a188c,ctls,ecomm-qa.underarmour.com,,443,https://ecomm-qa.underarmour.com:443,https,AkamaiNetStorage,text/html,GET,23.44.119.94,/,-1800969441,23.44.119.94,,256,False,,,,,,
