input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_wildcard_certificate,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_subject_org_,tls_mismatched,tls_expired,csp_domains_,final_url,location
gaia2.mercadolibre.com,Sign in - Google Accounts,200,612004,accounts.google.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-19T08:21:21Z,2023-09-11T08:21:20Z,CN=accounts.google.com,accounts.google.com,*.partner.android.com,"CN=GTS CA 1C3, O=Google Trust Services LLC, C=US",GTS CA 1C3,Google Trust Services LLC,7ca79e3005c064e43ffa55bbc2b1fe35,a7ae3b98a859a2cfbc7c67481a42916bc9762b82346d09cc612a57310ce6c82e,True,ctls,accounts.google.com,cloudfront,443,https://gaia2.mercadolibre.com:443,https,ESF,text/html,GET,13.32.99.31,/,-1000336078,13.32.99.99,HTTP/3,76,False,True,,,,,https://accounts.google.com/v3/signin/identifier?opparams=%253Fcred_ref%253Dtrue&dsh=S-66100241%3A1688610964891598&client_id=773539637596-8j1usm812jehhj7hrfrec5npkih1egt0.apps.googleusercontent.com&code_challenge=OloGFlAf6-9ALrwPYUdsNQAXBK43cgLq3e4m3DQSB2U&code_challenge_method=S256&o2v=2&redirect_uri=https%3A%2F%2Fiap.googleapis.com%2Fv1%2Foauth%2FclientIds%2F773539637596-8j1usm812jehhj7hrfrec5npkih1egt0.apps.googleusercontent.com%3AhandleRedirect&response_type=code&scope=openid+email&service=lso&state=AWdvEPAEy2l2UkV9aDJ2sESYmcZEgqXMLMG22nCrHJwjTsLBJzsierLK-bmMCEXbHkgP96w1jFT5k1zQoCc4IkSK5yEJ39Vg8cEhEzHrUOnDLWJBILvh97rzzzZB-idmyfSkbd0WTdXTh4qgcTLtoF_PQSitF6gD9fTaAr0VIEN9zbJ2tid6vGReVgXrG-atSy1Gdi6N947GIrdZRG_TDAsFc7aexwio6u3O71lyDTpbsLvyQ4XOcy5VUnYP_FGVZ5jtHfa5P79byM0zoekbhuEPGgZVIAHCzGHEbb-mpV0U-VRyBAn_nsiURsAmlRk8R27VEf81In1Y80XgvoWgLLvz-UU0QlZ9QID0OIngkKuBPGGDlOsGBCcYyVU32Fv8E5-Kv_RYC0WbQDtaaNTWjkMh6wRGMeUvsIsYAkoXTPEAWI14EiaaLrWdZIDW7muXwKbQQZjB0ALsLKwHR9v7EccP5D9SNImwfXdCNKbxc7ZH212xlQPVQy5-JZ03j22boRTtgfhd2Tzv61BOXD7c9WHZnvyAAr8IDtOZFY36Yu1AiE8blsvhfqIqkOiwBRLGQKj2EpYlTg1v0Gg8aPNifW-f4eyI6QWt3RiwodQqhL8_FzOytrDxTbNAGMgUhAlAw8Gl_OFU3pMwLDUoqWU5_r09Gf8EFTZyqUB8mhqzTTgUqQsyzKWheBgMhTUMiu1grsZ0CR2rnvgmOgEo1Roo6OQPrJ80Z-jTzrGqqih5fjc7w79iM83HgO7Rj4xk6ma5gohnRKIPUmh_jRW2maZyUEOaZvQjKM0JpfNuWNgLdz8yuGoZtHFQgm8oMJ3A8VqBOtkOR41Rw-6R8AnDfdDtfnLKT7-ViG_KTwBSuVcJfPJhungqR2k2B6vGndC53qW-4-zgA71E0uPA-3flJAEjnJo226i95REzpYEc1t0mxfyuhjl8NU2-Bjgnh4GWOzqvCdqDBzC7-0o-hOo1ZuvHq4LlRCP8V2Ds-0XprCPWi0xq5AIW8LJq_FWJlbHoR5GpTC4tuCUwMVF0HnxpaqkQs_dVGLVOtc-e46qFzws&flowName=GeneralOAuthFlow&continue=https%3A%2F%2Faccounts.google.com%2Fsignin%2Foauth%2Fconsent%3Fauthuser%3Dunknown%26part%3DAJi8hAM-0MTF9A6KO9XsBWdYWXpaEPwPw0Tao5SHCJAHQ0CMBmSnjuDDAPJ8TdcyoewCbhEXAOGG_hXYTh0J9U8_0fQ75qU80542pp0jW9FTc6r6Tf4_yZIEQEX2i7WS97G_pvmSbOLJAeHff2yK7OlbqiSQ5WWSQ5_8UEhof5LWdZc6YOiMPUdt_r9yxvR2n9fQsXhfPqc57gw10aRhaGha1pDA8CK7wKkfQkKM1AYBIs5el6wIZt9G-qX6lEFHto6_bgn95WErkeNHDEjI_ZANwj6kIQQ96dqT5cplmbALGMFLAdXNmIXFpi8OcrXF9Eh3Qer3-gwFdkxAf-X2Vs22boSKDjFnN_FfekiKkv8kTyy0Jlszl2K82XLa5XzAKjyWuH458G6ZZvJjPTKZYybYYPm5RAW0UH1i6T1MJ3NFeB6T11oNHq4wt1mIT5J-uYcUQcaa1wxcPJilTomTfPaxwk3MwCxD6w%26as%3DS-66100241%253A1688610964891598%26client_id%3D773539637596-8j1usm812jehhj7hrfrec5npkih1egt0.apps.googleusercontent.com%23&app_domain=https%3A%2F%2Fiap.googleapis.com&rart=ANgoxcfW-Ajx_4OThGYxcVNhjxlIAn2bpA3E9S42kcotVgHXPQfDbf4Ap5uKm0smhISQfRw6fdbQYQ7OIF5NpmAZwPDGMLSdhw,
global-selling.mercadolibre.com,Hello! Enter your e-mail address or username,200,249193,www.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,www.mercadolibre.com,cloudfront,443,https://global-selling.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.31,/,-958310362,13.32.99.99,Tengine,249,False,True,,,,registration.mercadolibre.com.ar,https://www.mercadolibre.com/jms/cbt/lgz/login?platform_id=ML&go=https%3A%2F%2Fglobal-selling.mercadolibre.com%2Fsales-summary&loginType=explicit,
hermes.mercadolibre.com,Login,200,57363,hermes.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,hermes.mercadolibre.com,cloudfront,443,https://hermes.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.31,/,2139346710,13.32.99.118,Tengine,80,False,True,,,,,https://hermes.mercadolibre.com/login,
hp.mercadolibre.com,,200,4,hp.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,hp.mercadolibre.com,cloudfront,443,https://hp.mercadolibre.com:443,https,Tengine,application/json,GET,13.32.99.25,/,-1950420472,13.32.99.118,Tengine,1,False,True,,,,,,
hydra.mercadolibre.com,MercadoLibre Argentina - Parece que esta página no existe,404,3772,hydra.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,hydra.mercadolibre.com,cloudfront,443,https://hydra.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.99,/,-1270008957,13.32.99.118,Tengine,102,False,True,,,,,,
hydra2.mercadolibre.com,Home - Mercado libre test,404,60938,hydra2.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,hydra2.mercadolibre.com,cloudfront,443,https://hydra2.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.118,/,-2024949122,13.32.99.25,Tengine,1369,False,True,,,,,,
ideas.mercadolibre.com,,409,16,ideas.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,ideas.mercadolibre.com,cloudfront,443,https://ideas.mercadolibre.com:443,https,Tengine/2.2.1,text/plain,GET,13.32.99.54,/,1000520165,13.32.99.89,Tengine,1,False,True,,,,,,
investor.mercadolibre.com,Home - MercadoLibre,200,66113,investor.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-05-30T23:59:59Z,"CN=investor.mercadolibre.com, O=Mercadolibre S.R.L., L=Buenos Aires, C=AR",investor.mercadolibre.com,investor.mercadolibre.com,"CN=DigiCert Global G2 TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert Global G2 TLS RSA SHA256 2020 CA1,DigiCert Inc,4687342b2b2e3d53556eb0413eed4300,7efd0b67c71bf37648563e90e93b956f658cda54f7530463269eb2421c1cdd29,,ctls,investor.mercadolibre.com,,443,https://investor.mercadolibre.com:443,https,,text/html,GET,35.171.60.171,/,1198047028,52.7.83.193,WordPress,805,False,,Mercadolibre S.R.L.,,,,,
is.mercadolibre.com,Mercado Libre - Envíos Gratis en el día,200,18216,www.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,www.mercadolibre.com,cloudfront,443,https://is.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.118,/,-1073186497,13.32.99.99,Tengine,494,False,True,,,,,https://www.mercadolibre.com/,
it.mercadolibre.com,MercadoLibre Argentina - Parece que esta página no existe,404,3772,it.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,it.mercadolibre.com,cloudfront,443,https://it.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.99,/,-1270008957,13.32.99.31,Tengine,102,False,True,,,,,,
jobs.mercadolibre.com,Home | MercadoLibre careers,200,225877,careers-meli.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,careers-meli.mercadolibre.com,cloudfront,443,https://jobs.mercadolibre.com:443,https,Tengine/2.2.1,text/html,GET,13.32.99.89,/,-1954050837,13.32.99.54,webpack,360,False,True,,,,,https://careers-meli.mercadolibre.com,
learning.mercadolibre.com,,404,19,learning.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,learning.mercadolibre.com,cloudfront,443,https://learning.mercadolibre.com:443,https,Tengine,text/plain,GET,13.32.99.99,/,-138391155,13.32.99.25,Tengine,2,False,True,,,,,,
learninghub-int.mercadolibre.com,,302,,learninghub-int.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-07-20T23:59:59Z,CN=learninghub-int.mercadolibre.com,learninghub-int.mercadolibre.com,learninghub-int.mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,77ee4074961e9d6d45a3786b83f0e5ec,06b12d29847474e0eea6596e5a56f5d6ae7f7911ba4e2b0bd5c3b8084a1a09e6,,ctls,learninghub-int.mercadolibre.com,,80,http://learninghub-int.mercadolibre.com:80,http,gunicorn,text/html,GET,34.202.1.215,/,-981353278,44.214.126.147,gunicorn,1,False,,,,,,https://learninghub-int.mercadolibre.com:443/login?next=%2Fdashboard%3Ftpa_hint%3Dsaml-auth0-saml,/login?next=%2Fdashboard%3Ftpa_hint%3Dsaml-auth0-saml
learninghub-studio-int.mercadolibre.com,"Bienvenido |
        Your Platform Studio",200,64721,learninghub-studio-int.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-07-20T23:59:59Z,CN=learninghub-studio-int.mercadolibre.com,learninghub-studio-int.mercadolibre.com,learninghub-studio-int.mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,94b9eac80fdadf68392245b93c42c68f,3fddbb791941caec529a5fff765a23272d4c46aa305fbf1f6ce5b3bc4b36d290,,ctls,learninghub-studio-int.mercadolibre.com,,443,https://learninghub-studio-int.mercadolibre.com:443,https,gunicorn,text/html,GET,44.214.126.147,/,1626819123,18.206.105.131,gunicorn,392,False,,,,,,,
learninghub.mercadolibre.com,,404,19,learninghub.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,learninghub.mercadolibre.com,cloudfront,443,https://learninghub.mercadolibre.com:443,https,Tengine,text/plain,GET,13.32.99.25,/,-138391155,13.32.99.31,Tengine,2,False,True,,,,,,
login-beta.mercadolibre.com,403 Forbidden,403,626,login-beta.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,login-beta.mercadolibre.com,cloudfront,443,https://login-beta.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.25,/,-1270008957,13.32.99.99,Tengine,25,False,True,,,,,,
login-test.mercadolibre.com,403 Forbidden,403,627,login-test.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,login-test.mercadolibre.com,cloudfront,443,https://login-test.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.25,/,-1270008957,13.32.99.118,Tengine,25,False,True,,,,,,
matt.mercadolibre.com,,204,,matt.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,matt.mercadolibre.com,cloudfront,443,https://matt.mercadolibre.com:443,https,Tengine,,GET,13.32.99.25,/,-1391372940,13.32.99.31,Tengine,1,False,True,,,,,,
mercadolibre.com,Mercado Libre - Envíos Gratis en el día,200,18216,mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,mercadolibre.com,,443,https://mercadolibre.com:443,https,Tengine,text/html,GET,15.197.170.90,/,-975402633,3.33.182.45,Tengine,494,False,,,,,,,
mobile.mercadolibre.com,403 Forbidden,403,623,mobile.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,mobile.mercadolibre.com,cloudfront,443,https://mobile.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.118,/,-1270008957,13.32.99.31,Tengine,25,False,True,,,,,,
ms.mercadolibre.com,404 Not Found,404,196,ms.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2017-11-09T00:00:00Z,2019-11-14T12:00:00Z,"CN=ms.mercadolibre.com, OU=IT, O=Mercadolibre Inc, L=Dover, ST=de, C=US",ms.mercadolibre.com,ms.mercadolibre.com,"CN=DigiCert SHA2 Secure Server CA, O=DigiCert Inc, C=US",DigiCert SHA2 Secure Server CA,DigiCert Inc,37e79bd13438805aaec449b4f17738b0,540f10ff82e76fef658c18d39a51918a6858bf4e97cd624382f8781fe4876073,,ctls,ms.mercadolibre.com,,443,https://ms.mercadolibre.com:443,https,Apache,text/html,GET,162.223.233.97,/,-780928015,162.223.233.97,Apache,8,False,,Mercadolibre Inc,,True,,,
places.mercadolibre.com,MercadoLibre Argentina - Parece que esta página no existe,404,3772,places.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,places.mercadolibre.com,cloudfront,443,https://places.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.25,/,-1270008957,13.32.99.118,Tengine,102,False,True,,,,,,
play.mercadolibre.com,MercadoLibre Argentina - Parece que esta página no existe,404,3772,play.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,play.mercadolibre.com,cloudfront,443,https://play.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.99,/,-1270008957,13.32.99.118,Tengine,102,False,True,,,,,,
pmstrk.mercadolibre.com,,204,,pmstrk.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,pmstrk.mercadolibre.com,cloudfront,443,https://pmstrk.mercadolibre.com:443,https,Tengine,,GET,13.32.99.118,/,-1083991196,13.32.99.25,Tengine,1,False,True,,,,,,
pppi.mercadolibre.com,Brand Protection Program - Mercado Libre,200,5194,pppi.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,pppi.mercadolibre.com,cloudfront,443,https://pppi.mercadolibre.com:443,https,Tengine/2.2.1,text/html,GET,13.32.99.54,/,1465409019,13.32.99.108,Tengine,1,False,True,,,,,,
prodeng.mercadolibre.com,,401,,prodeng.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2023-07-14T23:59:59Z,CN=*.prodeng.mercadolibre.com,*.prodeng.mercadolibre.com,prodeng.mercadolibre.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,710835e569f05d38ec86a581ccac2078,bdf3280f7e06fde9cce47242b0db93303077bb4dced83a1b8b6ab56b112f6308,True,ctls,prodeng.mercadolibre.com,,443,https://prodeng.mercadolibre.com:443,https,awselb/2.0,text/plain,GET,34.202.1.215,/,-1840324437,18.206.105.131,,1,False,,,,,,,
prostores.mercadolibre.com,,200,59459,prostores.mercadolibre.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2022-10-03T00:00:00Z,2023-10-03T23:59:59Z,"CN=shops-traffic-layer.mercadoshops.com.ar, O=Mercadolibre S.R.L., L=Buenos Aires, C=AR",shops-traffic-layer.mercadoshops.com.ar,shops-traffic-layer.mercadoshops.com.ar,"CN=DigiCert TLS RSA SHA256 2020 CA1, O=DigiCert Inc, C=US",DigiCert TLS RSA SHA256 2020 CA1,DigiCert Inc,819340bad0f612f6f55af239c06da39f,f62b349071a31860dcb5d94cb7f3dd5238e2ecda8276aaad625eea41b16333ef,,ctls,prostores.mercadolibre.com,,443,https://prostores.mercadolibre.com:443,https,,text/html,GET,13.248.161.86,/,-1840324437,76.223.33.242,React,72,False,,Mercadolibre S.R.L.,True,,,,
reg.mercadolibre.com,MercadoLibre Argentina - Parece que esta página no existe,404,3772,reg.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,reg.mercadolibre.com,cloudfront,443,https://reg.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.25,/,-1270008957,13.32.99.99,Tengine,102,False,True,,,,,,
script.hotjar.com,Hotjar: Website Heatmaps & Behavior Analytics Tools,200,308731,www.hotjar.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-11-23T23:59:59Z,CN=*.hotjar.com,*.hotjar.com,hotjar.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,54638f1f3a40f685a2b7e2152ab03579,a25dec72ea3e5a283b6a53a564ea2ef61d08e33d461848a68334173dbe669213,True,ctls,www.hotjar.com,cloudfront,443,https://script.hotjar.com:443,https,,text/html,GET,52.222.236.43,/,162943337,52.222.236.63,webpack,664,False,True,,,,,https://www.hotjar.com,
sellers.mercadolibre.com,Mercado Libre,200,183268,global-selling.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,global-selling.mercadolibre.com,cloudfront,443,https://sellers.mercadolibre.com:443,https,Tengine,text/html,GET,13.32.99.99,/,1790273218,13.32.99.118,Tengine,255,False,True,,,,,https://global-selling.mercadolibre.com/learning-center/,
sellimg.mercadolibre.com,504 Gateway Time-out,504,663,sellimg.mercadolibre.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-24T00:00:00Z,2024-02-03T23:59:59Z,CN=*.mercadolibre.com,*.mercadolibre.com,mercadolibre.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,51ff9061aab4b4ee00d54360bf8fd5ce,a26cc32f12aafb19008b1bed4b28763bf6d7c179fae4d1fe9f2a24476c2b9476,True,ctls,sellimg.mercadolibre.com,cloudfront,443,https://sellimg.mercadolibre.com:443,https,Tengine,text/html,GET,13.225.78.113,/,-1300983664,13.225.78.118,Tengine,25,False,True,,,,,,
