new,host,a,soa,status_code,cdn,cdn-name,ns,mx,txt
,87dc.web.bugpoc.ninja,"52.222.144.41, 52.222.144.111, 52.222.144.39, 52.222.144.127","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,89-15.redir.bugpoc.ninja,"18.66.97.36, 18.66.97.76, 18.66.97.114, 18.66.97.115","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,8kjihgfedcba6876543210zyxwvutsrqponm.webcomscapolid1.redir.bugpoc.ninja,"18.173.233.71, 18.173.233.27, 18.173.233.53, 18.173.233.24","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,8pr.web.bugpoc.ninja,"18.155.129.21, 18.155.129.75, 18.155.129.80, 18.155.129.20","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,8s609716v4ygh-139awsonelliott.web.bugpoc.ninja,"13.224.189.36, 13.224.189.89, 13.224.189.23, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,8sde.redir.bugpoc.ninja,"18.66.97.114, 18.66.97.115, 18.66.97.76, 18.66.97.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,9-3.web.bugpoc.ninja,"216.137.44.13, 216.137.44.7, 216.137.44.96, 216.137.44.2","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,9-76.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.36, 18.66.97.76, 18.66.97.114","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,9-8-8.web.bugpoc.ninja,"13.224.189.89, 13.224.189.36, 13.224.189.23, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,9-partou.redir.bugpoc.ninja,"18.66.97.114, 18.66.97.76, 18.66.97.36, 18.66.97.115","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,90-62.web.bugpoc.ninja,"52.222.144.111, 52.222.144.41, 52.222.144.127, 52.222.144.39","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,91.web.bugpoc.ninja,"13.224.189.36, 13.224.189.89, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,912.redir.bugpoc.ninja,"18.66.97.76, 18.66.97.114, 18.66.97.115, 18.66.97.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,917-77.web.bugpoc.ninja,,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,92-43.redir.bugpoc.ninja,"13.249.9.6, 13.249.9.125, 13.249.9.4, 13.249.9.70","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,92misepsn1.web.bugpoc.ninja,"13.224.189.89, 13.224.189.36, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,92mlyncdiscover.web.bugpoc.ninja,"52.222.144.39, 52.222.144.111, 52.222.144.41, 52.222.144.127","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,92mstatic-d.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.114, 18.66.97.36, 18.66.97.76","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,92mt4t.web.bugpoc.ninja,,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,93-83.web.bugpoc.ninja,"13.224.189.36, 13.224.189.43, 13.224.189.23, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,938-6.web.bugpoc.ninja,"18.155.129.75, 18.155.129.21, 18.155.129.80, 18.155.129.20","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,939-4-4.web.bugpoc.ninja,"13.226.153.92, 13.226.153.5, 13.226.153.117, 13.226.153.95","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,94-227-75-11.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.114, 18.66.97.76, 18.66.97.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,94-230-207-78.redir.bugpoc.ninja,"3.160.196.72, 3.160.196.27, 3.160.196.88, 3.160.196.106","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,94-corup.web.bugpoc.ninja,"18.155.129.80, 18.155.129.21, 18.155.129.20, 18.155.129.75","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,94.web.bugpoc.ninja,"216.137.44.13, 216.137.44.7, 216.137.44.2, 216.137.44.96","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,95-2-60.web.bugpoc.ninja,"13.224.189.36, 13.224.189.43, 13.224.189.89, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,95-3-9.web.bugpoc.ninja,"13.224.189.43, 13.224.189.89, 13.224.189.36, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,95-6-17.web.bugpoc.ninja,"13.224.189.36, 13.224.189.43, 13.224.189.89, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,95-6-7.web.bugpoc.ninja,"13.226.153.95, 13.226.153.5, 13.226.153.117, 13.226.153.92","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,95-7-90.redir.bugpoc.ninja,,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,952-2-8.web.bugpoc.ninja,"13.224.189.23, 13.224.189.36, 13.224.189.43, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,957-1-13.web.bugpoc.ninja,"13.224.189.36, 13.224.189.43, 13.224.189.89, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,957-9-33.web.bugpoc.ninja,"13.224.189.36, 13.224.189.23, 13.224.189.89, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,958-2-9-4.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.76, 18.66.97.36, 18.66.97.114","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,958-6-7.web.bugpoc.ninja,"13.224.189.23, 13.224.189.43, 13.224.189.36, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,958-8-4.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.36, 18.66.97.76, 18.66.97.114","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,959-0-2.web.bugpoc.ninja,"18.155.129.21, 18.155.129.75, 18.155.129.20, 18.155.129.80","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,96-5-0.web.bugpoc.ninja,,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,96-9-4.redir.bugpoc.ninja,"18.67.65.117, 18.67.65.92, 18.67.65.49, 18.67.65.114","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,963-9-7.redir.bugpoc.ninja,"13.249.9.70, 13.249.9.4, 13.249.9.6, 13.249.9.125","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,97-55.redir.bugpoc.ninja,"18.244.140.22, 18.244.140.71, 18.244.140.121, 18.244.140.102","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,97-72.web.bugpoc.ninja,"13.224.189.43, 13.224.189.23, 13.224.189.36, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,98-0-7.web.bugpoc.ninja,"13.224.189.89, 13.224.189.23, 13.224.189.43, 13.224.189.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,988nw02.redir.bugpoc.ninja,"18.66.97.76, 18.66.97.115, 18.66.97.36, 18.66.97.114","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,98vlan-54.web.bugpoc.ninja,"18.155.129.80, 18.155.129.21, 18.155.129.75, 18.155.129.20","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,9cb104aa.web.bugpoc.ninja,"18.66.171.112, 18.66.171.10, 18.66.171.23, 18.66.171.105","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,9eae.web.bugpoc.ninja,"18.155.129.80, 18.155.129.20, 18.155.129.21, 18.155.129.75","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,9lz5rb.web.bugpoc.ninja,"52.222.144.111, 52.222.144.39, 52.222.144.127, 52.222.144.41","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,9tzqpt.redir.bugpoc.ninja,"18.244.140.22, 18.244.140.71, 18.244.140.121, 18.244.140.102","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a-96-118-15-71.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.36, 18.66.97.114, 18.66.97.76","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a-96-118-30-70.web.bugpoc.ninja,"13.224.189.43, 13.224.189.23, 13.224.189.89, 13.224.189.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a-96-119-12-20.web.bugpoc.ninja,"52.222.144.111, 52.222.144.127, 52.222.144.41, 52.222.144.39","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,a-96-119-19-15.web.bugpoc.ninja,"18.155.129.20, 18.155.129.80, 18.155.129.21, 18.155.129.75","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,a-96-119-6-37.redir.bugpoc.ninja,,"ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a-man-called-otto-nederlandse-versie.web.bugpoc.ninja,"18.155.129.20, 18.155.129.21, 18.155.129.75, 18.155.129.80","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a-p-infwjmp-01a.web.bugpoc.ninja,"216.137.44.2, 216.137.44.7, 216.137.44.13, 216.137.44.96","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a0-3-5-7.relay.bugpoc.ninja,"108.138.17.81, 108.138.17.95, 108.138.17.99, 108.138.17.63","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a1l.web.bugpoc.ninja,"13.224.189.89, 13.224.189.36, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a23-3-116-59.web.bugpoc.ninja,"52.222.144.39, 52.222.144.127, 52.222.144.41, 52.222.144.111","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a23-8-183-38.relay.bugpoc.ninja,"108.138.17.95, 108.138.17.81, 108.138.17.63, 108.138.17.99","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a23-8-183-38.web.bugpoc.ninja,"13.224.189.43, 13.224.189.89, 13.224.189.36, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a2e-1-1-1.web.bugpoc.ninja,"13.224.189.43, 13.224.189.89, 13.224.189.23, 13.224.189.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a3e.web.bugpoc.ninja,"18.160.18.77, 18.160.18.91, 18.160.18.72, 18.160.18.85","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a43.web.bugpoc.ninja,"13.224.189.43, 13.224.189.89, 13.224.189.23, 13.224.189.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a8.web.bugpoc.ninja,"52.222.144.111, 52.222.144.39, 52.222.144.127, 52.222.144.41","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a82aea27.redir.bugpoc.ninja,"18.244.140.22, 18.244.140.102, 18.244.140.121, 18.244.140.71","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,a97.web.bugpoc.ninja,"13.224.189.43, 13.224.189.89, 13.224.189.36, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aa79.web.bugpoc.ninja,"13.224.189.36, 13.224.189.43, 13.224.189.89, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aaa1.redir.bugpoc.ninja,"18.66.97.36, 18.66.97.76, 18.66.97.114, 18.66.97.115","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aaccuttingmachine.web.bugpoc.ninja,"52.222.144.41, 52.222.144.39, 52.222.144.111, 52.222.144.127","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,aae59a8b.web.bugpoc.ninja,"13.224.189.89, 13.224.189.23, 13.224.189.36, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aafuat.web.bugpoc.ninja,"13.224.189.36, 13.224.189.89, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aagi.web.bugpoc.ninja,"13.224.189.36, 13.224.189.43, 13.224.189.89, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aai-appc1.web.bugpoc.ninja,"52.222.144.39, 52.222.144.127, 52.222.144.111, 52.222.144.41","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aai-perf1.relay.bugpoc.ninja,"99.86.91.40, 99.86.91.61, 99.86.91.36, 99.86.91.50","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,aamelqadapter.relay.bugpoc.ninja,"108.139.243.74, 108.139.243.49, 108.139.243.14, 108.139.243.77","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aamelqadapter.web.bugpoc.ninja,"18.155.129.80, 18.155.129.21, 18.155.129.75, 18.155.129.20","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,aandrade2.web.bugpoc.ninja,"13.224.189.23, 13.224.189.89, 13.224.189.36, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aarbeurcee01.web.bugpoc.ninja,"13.224.189.23, 13.224.189.89, 13.224.189.36, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aatest.web.bugpoc.ninja,"13.226.153.92, 13.226.153.95, 13.226.153.117, 13.226.153.5","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,ab3a837c.relay.bugpoc.ninja,"108.138.17.63, 108.138.17.95, 108.138.17.99, 108.138.17.81","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aba.relay.bugpoc.ninja,"52.222.144.56, 52.222.144.17, 52.222.144.51, 52.222.144.53","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aba.web.bugpoc.ninja,"13.226.153.5, 13.226.153.92, 13.226.153.95, 13.226.153.117","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abicko.web.bugpoc.ninja,"13.224.189.23, 13.224.189.89, 13.224.189.43, 13.224.189.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abira.redir.bugpoc.ninja,"13.249.9.4, 13.249.9.70, 13.249.9.125, 13.249.9.6","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abm.web.bugpoc.ninja,"18.155.129.80, 18.155.129.20, 18.155.129.75, 18.155.129.21","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abmb21.web.bugpoc.ninja,"13.226.153.5, 13.226.153.92, 13.226.153.117, 13.226.153.95","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abo.web.bugpoc.ninja,"13.224.189.36, 13.224.189.89, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abode-design-api.web.bugpoc.ninja,"13.224.189.23, 13.224.189.89, 13.224.189.36, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aboutcom.web.bugpoc.ninja,"13.224.189.36, 13.224.189.89, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,aboutpresidentabrahamlincoln.web.bugpoc.ninja,"13.224.189.23, 13.224.189.43, 13.224.189.36, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abraaobarrosparambuceara.web.bugpoc.ninja,"52.222.144.41, 52.222.144.39, 52.222.144.111, 52.222.144.127","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abrachia.redir.bugpoc.ninja,"3.160.196.72, 3.160.196.106, 3.160.196.88, 3.160.196.27","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abrui-junction.web.bugpoc.ninja,"13.224.189.36, 13.224.189.23, 13.224.189.89, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,abruxinhadiz.web.bugpoc.ninja,"52.222.144.111, 52.222.144.41, 52.222.144.127, 52.222.144.39","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,abs-webdav.web.bugpoc.ninja,"52.222.144.127, 52.222.144.41, 52.222.144.111, 52.222.144.39","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,ac4-ex07cas02-nlb.web.bugpoc.ninja,"13.224.189.89, 13.224.189.23, 13.224.189.36, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,ac4-ex07drsc04.relay.bugpoc.ninja,"108.138.17.99, 108.138.17.95, 108.138.17.63, 108.138.17.81","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,ac4-ex07drsc04.web.bugpoc.ninja,"13.224.189.23, 13.224.189.43, 13.224.189.36, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,ac4-ex07drvs07.web.bugpoc.ninja,"13.224.189.36, 13.224.189.89, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acapi.web.bugpoc.ninja,"13.224.189.23, 13.224.189.36, 13.224.189.43, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-ash2-dc10-601-1.web.bugpoc.ninja,"13.224.189.89, 13.224.189.36, 13.224.189.43, 13.224.189.23","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-ash2-dc10-702-1.web.bugpoc.ninja,"13.224.189.89, 13.224.189.23, 13.224.189.43, 13.224.189.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-ash2-dc10-707-1.web.bugpoc.ninja,"18.155.129.20, 18.155.129.80, 18.155.129.21, 18.155.129.75","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-ash2-dc10-708-1.redir.bugpoc.ninja,"18.66.97.114, 18.66.97.115, 18.66.97.36, 18.66.97.76","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-backup-accept-domain.web.bugpoc.ninja,"18.66.171.105, 18.66.171.10, 18.66.171.23, 18.66.171.112","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
,acc-baltlife.web.bugpoc.ninja,"18.155.129.75, 18.155.129.80, 18.155.129.20, 18.155.129.21","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-lon2-s2c08-1.web.bugpoc.ninja,"13.224.189.36, 13.224.189.43, 13.224.189.23, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-lon2-s3b05-1.redir.bugpoc.ninja,"108.156.2.35, 108.156.2.66, 108.156.2.96, 108.156.2.8","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-lon2-s3b10-1.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.114, 18.66.97.76, 18.66.97.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-lon3-s3f12-1.relay.bugpoc.ninja,"108.139.243.74, 108.139.243.14, 108.139.243.77, 108.139.243.49","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-lon6-ms4g01-1.redir.bugpoc.ninja,"18.66.97.114, 18.66.97.76, 18.66.97.36, 18.66.97.115","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-relay.web.bugpoc.ninja,"13.224.189.89, 13.224.189.36, 13.224.189.23, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-sto3-z8r310-1.web.bugpoc.ninja,"18.155.129.20, 18.155.129.21, 18.155.129.75, 18.155.129.80","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-sto3-z8r604-1.web.bugpoc.ninja,"52.222.144.41, 52.222.144.127, 52.222.144.111, 52.222.144.39","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-sto3-z8r607-1.redir.bugpoc.ninja,"18.66.97.115, 18.66.97.76, 18.66.97.36, 18.66.97.114","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-sto5-z8r601-1.relay.bugpoc.ninja,"52.84.90.107, 52.84.90.33, 52.84.90.49, 52.84.90.127","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-sto5-z8r601-1.web.bugpoc.ninja,"13.224.189.23, 13.224.189.36, 13.224.189.89, 13.224.189.43","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc-sto5-z8r801-1.web.bugpoc.ninja,"13.226.153.92, 13.226.153.117, 13.226.153.95, 13.226.153.5","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc.redir.bugpoc.ninja,"3.160.196.27, 3.160.196.88, 3.160.196.72, 3.160.196.106","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc.relay.bugpoc.ninja,"108.138.17.63, 108.138.17.99, 108.138.17.95, 108.138.17.81","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,acc.web.bugpoc.ninja,"13.224.189.23, 13.224.189.36, 13.224.189.43, 13.224.189.89","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,accentuatewithin.web.bugpoc.ninja,"13.224.189.89, 13.224.189.23, 13.224.189.43, 13.224.189.36","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,,,
,accept-www.web.bugpoc.ninja,"52.222.144.39, 52.222.144.127, 52.222.144.41, 52.222.144.111","ns-369.awsdns-46.com, awsdns-hostmaster.amazon.com",NOERROR,True,cloudfront,"ns-1025.awsdns-00.org, ns-1957.awsdns-52.co.uk, ns-369.awsdns-46.com, ns-608.awsdns-12.net",,
