input,title,status_code,content_length,tls_host,tls_port,tls_probe_status,tls_tls_version,tls_cipher,tls_not_before,tls_not_after,tls_subject_dn,tls_subject_cn,tls_subject_an_,tls_issuer_dn,tls_issuer_cn,tls_issuer_org_,tls_fingerprint_hash_md,tls_fingerprint_hash_sha,tls_tls_connection,tls_sni,cdn_name,port,url,scheme,webserver,content_type,method,host,path,favicon,a_,tech_,lines,failed,cdn,tls_wildcard_certificate,tls_subject_org_,tls_mismatched,tls_expired,final_url,csp_domains_,tls_self_signed
bwf-assets.cdn.zynga.com,,403,243,bwf-assets.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-22T00:00:00Z,2023-11-18T23:59:59Z,CN=bwf-assets.cdn.zynga.com,bwf-assets.cdn.zynga.com,*.bwf-assets.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,c3e955ab4f4f4f016655c9a3fd096b84,4cebe4e4c95c2a6fe51d72ddeeb03cf3cc6cae82dd423679f2d8412e69dfc05d,ctls,bwf-assets.cdn.zynga.com,cloudfront,443,https://bwf-assets.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,52.222.236.74,/,-344485277,2600:9000:223e:8000:e:6d82:83c0:93a1,Amazon Web Services,2,False,True,True,,,,,,
canakokeyplus-1.cdn.zynga.com,,403,255,canakokeyplus-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=canakokeyplus.cdn.zynga.com,canakokeyplus.cdn.zynga.com,canakokeyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,266b5a3f9b8e3f7202c84d7e7c76b602,125443f7db6d717e8abe6bbe75e63ea58c9b0fd8916984aae0256e281336c7e2,ctls,canakokeyplus-1.cdn.zynga.com,cloudfront,80,http://canakokeyplus-1.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,52.222.236.66,/,-386227703,2600:9000:223e:2400:b:996a:1b40:93a1,Amazon Web Services,2,False,True,,,,,https://canakokeyplus-1.cdn.zynga.com/,,
canakokeyplus-2.cdn.zynga.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://canakokeyplus-2.cdn.zynga.com:80,http,CloudFront,text/html,GET,52.222.236.116,/,1959437419,2600:9000:223e:8000:b:996a:1b40:93a1,Amazon Web Services,20,False,True,,,,,,,
canakokeyplus-3.cdn.zynga.com,ERROR: The request could not be satisfied,403,915,,,,,,,,,,,,,,,,,,cloudfront,80,http://canakokeyplus-3.cdn.zynga.com:80,http,CloudFront,text/html,GET,52.222.236.71,/,-2067069531,2600:9000:223e:4200:b:996a:1b40:93a1,Amazon Web Services,20,False,True,,,,,,,
canakokeyplus.cdn.zynga.com,,403,243,canakokeyplus.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-07T00:00:00Z,2024-05-05T23:59:59Z,CN=canakokeyplus.cdn.zynga.com,canakokeyplus.cdn.zynga.com,canakokeyplus-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,266b5a3f9b8e3f7202c84d7e7c76b602,125443f7db6d717e8abe6bbe75e63ea58c9b0fd8916984aae0256e281336c7e2,ctls,canakokeyplus.cdn.zynga.com,cloudfront,443,https://canakokeyplus.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,52.222.236.71,/,95580629,2600:9000:223e:f200:b:996a:1b40:93a1,Amazon Web Services,2,False,True,,,,,,,
canakokeyplus.zynga.com,Log into Facebook | Facebook,200,56670,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-07-19T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,b07a101f18f14b6f0c1474028e9ea304,cb07d9c7822699862fbf5a14990a142ca085ef81b88311587d1abddde1a87f94,ctls,m.facebook.com,,443,https://canakokeyplus.zynga.com:443,https,,text/html,GET,54.93.156.211,/,-74185352,35.157.1.22,HTTP/3,19,False,,True,"Meta Platforms, Inc.",,,https://m.facebook.com/login/?next=https%3A%2F%2Fapps.facebook.com%3A443%2Fcanakokeyplus&wtsid=rdr_0D3e1UVQUhAbieRD9&refsrc=deprecated&_rdr,facebook.com,
cdn.draftsman.staging.dst2.zynga.com,ERROR: The request could not be satisfied,502,507,cdn.draftsman.staging.dst2.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-23T23:59:59Z,CN=cdn.draftsman.dst2.zynga.com,cdn.draftsman.dst2.zynga.com,cdn.draftsman.staging.dst2.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,5f26bfc4fe6f7ae76be5bec3a5c73ab2,c0cc93804d22eea655fb026899765e2089ab81d805965ad734a5c2e87d4cf2de,ctls,cdn.draftsman.staging.dst2.zynga.com,cloudfront,443,https://cdn.draftsman.staging.dst2.zynga.com:443,https,CloudFront,text/html,GET,52.222.214.41,/,-1671233180,2600:9000:223d:a600:8:9863:6a80:93a1,Amazon Web Services,16,False,True,,,,,,,
cf-spadesplus.cdn.zynga.com,,200,79,,,,,,,,,,,,,,,,,,cloudfront,80,http://cf-spadesplus.cdn.zynga.com:80,http,nginx,text/html,GET,18.66.147.119,/,1494302000,2600:9000:225e:b800:1d:d9af:4c80:93a1,PHP:7.4.27,1,False,True,,,,,,,
cf-tropicthunder.cdn.zynga.com,,403,243,cf-tropicthunder.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-23T00:00:00Z,2023-11-16T23:59:59Z,CN=tropicthunder.cdn.zynga.com,tropicthunder.cdn.zynga.com,tropicthunder1.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,b9599ff04da7e86b27d1969c66ec6128,27a49341024f08f84fd6d68cdc87bebb19b8b1f8472b8999f4a91217c4e3b11b,ctls,cf-tropicthunder.cdn.zynga.com,cloudfront,443,https://cf-tropicthunder.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,108.138.17.29,/,1823809082,2600:9000:2491:1e00:1e:fc90:6ac0:93a1,Amazon Web Services,2,False,True,,,,,,,
cityville.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,80,http://cityville.zynga.com:80,http,CloudFront,text/html,GET,108.157.177.47,/,2017193705,2600:9000:25e9:c800:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
clicks.zynga.com,404 Not Found,404,150,clicks.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-28T00:00:00Z,2023-12-27T23:59:59Z,CN=clicks.zynga.com,clicks.zynga.com,clicks.zyngacttest.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,91cd41b68b4c2a088b8e8e92e956dabd,d47a2311f5b80cc70cddd528756594cd9eb3d34fbf47828e034d1a77fbff149d,ctls,clicks.zynga.com,cloudfront,443,https://clicks.zynga.com:443,https,msys-http,text/plain,GET,108.138.7.91,/,-1840324437,2600:9000:2490:a000:1:d36e:1c40:93a1,Amazon Web Services,8,False,True,,,,,,,
cominternazynga-okta-network-gateway-iad.api.zynga.com,,200,,cominternazynga-okta-network-gateway-iad.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,cominternazynga-okta-network-gateway-iad.api.zynga.com,,443,https://cominternazynga-okta-network-gateway-iad.api.zynga.com:443,https,,,GET,54.68.76.243,/,-845834622,52.40.78.111,HSTS,1,False,,True,,,,,,
cominternazynga-okta-network-gateway-iad.badev-swarm-mother-dashboard-development-5.api.zynga.com,,200,,cominternazynga-okta-network-gateway-iad.badev-swarm-mother-dashboard-development-5.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,cominternazynga-okta-network-gateway-iad.badev-swarm-mother-dashboard-development-5.api.zynga.com,,80,http://cominternazynga-okta-network-gateway-iad.badev-swarm-mother-dashboard-development-5.api.zynga.com:80,http,,,GET,54.68.76.243,/,-845834622,52.33.109.39,HSTS,1,False,,True,,True,,https://cominternazynga-okta-network-gateway-iad.badev-swarm-mother-dashboard-development-5.api.zynga.com:443/,,
cominternazynga-okta-network-gateway-iad.fotl.api.zynga.com,,200,,cominternazynga-okta-network-gateway-iad.fotl.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,cominternazynga-okta-network-gateway-iad.fotl.api.zynga.com,,80,http://cominternazynga-okta-network-gateway-iad.fotl.api.zynga.com:80,http,,,GET,35.164.99.215,/,-845834622,34.209.102.180,HSTS,1,False,,True,,True,,https://cominternazynga-okta-network-gateway-iad.fotl.api.zynga.com:443/,,
cominternazynga-okta-network-gateway-iad.msexeznausesase.api.zynga.com,,200,,cominternazynga-okta-network-gateway-iad.msexeznausesase.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,cominternazynga-okta-network-gateway-iad.msexeznausesase.api.zynga.com,,443,https://cominternazynga-okta-network-gateway-iad.msexeznausesase.api.zynga.com:443,https,,,GET,54.68.80.97,/,-845834622,52.88.117.164,HSTS,1,False,,True,,True,,,,
cominternazynga-okta-network-gateway-iad.smokebaml.api.zynga.com,,200,,cominternazynga-okta-network-gateway-iad.smokebaml.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,cominternazynga-okta-network-gateway-iad.smokebaml.api.zynga.com,,443,https://cominternazynga-okta-network-gateway-iad.smokebaml.api.zynga.com:443,https,,,GET,34.215.10.7,/,-845834622,34.215.124.56,HSTS,1,False,,True,,True,,,,
cominternazynga-okta-network-gateway-iadmsexeznausesase.api.zynga.com,,200,,cominternazynga-okta-network-gateway-iadmsexeznausesase.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,cominternazynga-okta-network-gateway-iadmsexeznausesase.api.zynga.com,,443,https://cominternazynga-okta-network-gateway-iadmsexeznausesase.api.zynga.com:443,https,,,GET,100.21.1.74,/,-845834622,52.40.78.111,HSTS,1,False,,True,,,,,,
cominternazynga-okta-network-gateway-iadsmokebaml.api.zynga.com,,200,,cominternazynga-okta-network-gateway-iadsmokebaml.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,cominternazynga-okta-network-gateway-iadsmokebaml.api.zynga.com,,443,https://cominternazynga-okta-network-gateway-iadsmokebaml.api.zynga.com:443,https,,,GET,35.84.162.92,/,-845834622,35.164.99.215,HSTS,1,False,,True,,,,,,
company.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://company.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.44,/,2017193705,2600:9000:223c:9000:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
connect.facebook.net,Facebook - log in or sign up,200,59310,m.facebook.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-20T00:00:00Z,2023-07-19T23:59:59Z,"CN=*.facebook.com, O=Meta Platforms\, Inc., L=Menlo Park, ST=California, C=US",*.facebook.com,messenger.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,b07a101f18f14b6f0c1474028e9ea304,cb07d9c7822699862fbf5a14990a142ca085ef81b88311587d1abddde1a87f94,ctls,m.facebook.com,,443,https://connect.facebook.net:443,https,,text/html,GET,157.240.253.1,/,142313513,2a03:2880:f083:100:face:b00c:0:3,HTTP/3,19,False,,True,"Meta Platforms, Inc.",,,https://m.facebook.com/?wtsid=rdr_0mQNCgzgnYkNmGvu8,*.oculuscdn.com,
conqueror.cdn.zynga.com,,403,243,conqueror.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-02-27T00:00:00Z,2024-01-08T23:59:59Z,CN=conqueror.cdn.zynga.com,conqueror.cdn.zynga.com,conqueror.cdn.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,e2fd97a693260d1dba9b96f0577f9acf,4b7fdcb29bb99be7f0e6d327015b3572f8cd41288ed62fe2afea18ab5a8cd8f5,ctls,conqueror.cdn.zynga.com,cloudfront,443,https://conqueror.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,108.138.7.116,/,1942415139,2600:9000:2490:4e00:7:f88:9a00:93a1,Amazon Web Services,2,False,True,,,,,,,
countryescapefaq.zynga.com,,503,,countryescapefaq.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2014-08-22T00:00:00Z,2017-09-27T12:00:00Z,"CN=*.zynga.com, O=Zynga\, Inc., L=San Francisco, ST=California, C=US",*.zynga.com,*.ca2.zynga.com,"CN=DigiCert SHA2 High Assurance Server CA, OU=www.digicert.com, O=DigiCert Inc, C=US",DigiCert SHA2 High Assurance Server CA,DigiCert Inc,b08b33f1e51b6245645e4ba0cc9e6d15,3c87f2f798f04812091643108bd41515f7ccaddd6f1acfcea1c711a9dd7d2417,ctls,countryescapefaq.zynga.com,,443,https://countryescapefaq.zynga.com:443,https,,,GET,44.241.165.180,/,-1840324437,44.241.165.180,,1,False,,True,"Zynga, Inc.",,True,,,
covid.zynga.com,Self Certification,200,1905,covid.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-04-11T00:00:00Z,2024-05-09T23:59:59Z,CN=*.zynga.com,*.zynga.com,*.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2df7c73e84c7b7d9ca4e67d0b18df569,eece9388b62e31e385e1407909572baa92df764ed7b7ca642e36b0c39251e76d,ctls,covid.zynga.com,,443,https://covid.zynga.com:443,https,Apache,text/html,GET,52.35.136.36,/,-780928015,44.241.137.186,Apache,35,False,,True,,,,,,
crazycakeswap.cdn.zynga.com,,403,243,crazycakeswap.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2018-11-15T00:00:00Z,2019-12-15T12:00:00Z,CN=crazycakeswap.cdn.zynga.com,crazycakeswap.cdn.zynga.com,crazycakeswap.cdn.zynga.com,"CN=Amazon, OU=Server CA 1B, O=Amazon, C=US",Amazon,Amazon,938fc23873e995dcb9c077b46af9e133,a5465743bee8e9e115b6a280e94147fb709af89a4dfb97ba9ddf93e03f7886b9,ctls,crazycakeswap.cdn.zynga.com,cloudfront,443,https://crazycakeswap.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.112.62,/,1281993054,18.66.112.22,Amazon Web Services,2,False,True,,,,True,,,
crazykitchen.cdn.zynga.com,,403,243,crazykitchen.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2018-11-15T00:00:00Z,2019-12-15T12:00:00Z,CN=crazykitchen.cdn.zynga.com,crazykitchen.cdn.zynga.com,crazykitchen.cdn.zynga.com,"CN=Amazon, OU=Server CA 1B, O=Amazon, C=US",Amazon,Amazon,baada64d8a6b38e361aa66b27cdbb615,af627de0d50aa878b77e50d6f71d1ba4a5f7e5c1b28c8d153fac564dd2140750,ctls,crazykitchen.cdn.zynga.com,cloudfront,443,https://crazykitchen.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,99.86.4.38,/,-796350083,99.86.4.30,Amazon Web Services,2,False,True,,,,True,,,
csproxy.zynga.com,,200,,csproxy.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,csproxy.zynga.com,,443,https://csproxy.zynga.com:443,https,,,GET,52.88.117.164,/,-845834622,35.155.45.202,HSTS,1,False,,True,,True,,,,
csr2.cdn.zynga.com,,403,243,csr2.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-11T00:00:00Z,2024-04-08T23:59:59Z,CN=csr2.cdn.zynga.com,csr2.cdn.zynga.com,cf-csr2.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,58079c5c317b3dcccf4e242289b9e0b2,207231f5d41f22d97395d40a6b00ede37bddb2160aae0499fca1c3dced9eabba,ctls,csr2.cdn.zynga.com,cloudfront,443,https://csr2.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,143.204.98.40,/,-559170788,2600:9000:2156:1800:3:c71c:4340:93a1,Amazon Web Services,2,False,True,,,,,,,
delivery.development.metadata.csr2.zynga.com,,403,243,delivery.development.metadata.csr2.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-09-14T23:59:59Z,CN=delivery.development.metadata.csr2.zynga.com,delivery.development.metadata.csr2.zynga.com,delivery.development.metadata.csr2.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,2be7ac14744b2a9d218bdae61e3010a8,e664f7f2c3e6061267f4e8ffe6712a4a4c3dba9b7e28ac5acd413c73cb02f584,ctls,delivery.development.metadata.csr2.zynga.com,cloudfront,443,https://delivery.development.metadata.csr2.zynga.com:443,https,AmazonS3,application/xml,GET,18.66.97.60,/,1812665696,2600:9000:223c:ac00:a:a32d:b8c0:93a1,Amazon Web Services,2,False,True,,,,,,,
dev-web.csr2.zynga.com,,401,12,,,,,,,,,,,,,,,,,,,80,http://dev-web.csr2.zynga.com:80,http,nginx/1.20.1,,GET,44.237.252.174,/,229361783,35.161.233.190,Nginx:1.20.1,1,False,,,,,,,,
discoloco3d.ep.zynga.com,Disco Loco 3D,200,2482,discoloco3d.ep.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-20T00:00:00Z,2024-07-18T23:59:59Z,CN=discoloco3d.ep.zynga.com,discoloco3d.ep.zynga.com,discoloco3d.ep.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,4de14bde73795417600f204a027badac,36e642c3711eaa94760533a5bf06169c0aaaed4f5252e9712bd878e38ecc4f46,ctls,discoloco3d.ep.zynga.com,cloudfront,443,https://discoloco3d.ep.zynga.com:443,https,AmazonS3,text/html,GET,143.204.215.59,/,-245757002,143.204.215.70,Amazon Web Services,90,False,True,,,,,,,
docker.payments.zynga.com,,401,15,docker.payments.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-16T00:00:00Z,2024-02-24T23:59:59Z,CN=*.dkr.ecr.us-west-2.amazonaws.com,*.dkr.ecr.us-west-2.amazonaws.com,*.dkr.ecr.us-west-2.vpce.amazonaws.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,0871c8c6662cd0095098e0466aaadc73,434cafcb8d3c26e6fd4cff58c2a87680fcb451fe57595ea3a3441f00623d9010,ctls,docker.payments.zynga.com,,443,https://docker.payments.zynga.com:443,https,,text/plain,GET,35.160.57.100,/,-529003908,35.160.57.100,Basic,2,False,,True,,True,,,,
docs.api.zynga.com,,200,,docs.api.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-02-08T00:00:00Z,2023-09-19T23:59:59Z,CN=*.api.zynga.com,*.api.zynga.com,csproxy.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,2b2c977971c53b4894bf874e8117a4ae,495a62a9d9939699237e845ccd5d588367bf1125c2f63b1d56ef23f3bb70a5b5,ctls,docs.api.zynga.com,,443,https://docs.api.zynga.com:443,https,,,GET,35.163.175.90,/,-845834622,35.164.99.215,HSTS,1,False,,True,,,,,,
dotcom.production.gotslots.zynga.com,403 Forbidden,403,209,dotcom.production.gotslots.zynga.com,443,True,tls12,TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256,2023-05-30T00:00:00Z,2024-06-27T23:59:59Z,CN=dotcom.production.gotslots.zynga.com,dotcom.production.gotslots.zynga.com,dotcom.production.gotslots.zynga.com,"CN=Amazon RSA 2048 M02, O=Amazon, C=US",Amazon RSA 2048 M02,Amazon,9ce0be53ba4477072b6f8c4b8aa3d64f,0ce96c487efdbd1407be0919995485f0e1709ff50ef300a95901ca30cc3ab6e1,ctls,dotcom.production.gotslots.zynga.com,,443,https://dotcom.production.gotslots.zynga.com:443,https,Apache,text/html,GET,35.164.23.42,/,293503101,34.208.33.196,Apache,10,False,,,,,,,,
emailsettings.zynga.com,Zynga Account Preferences,200,6630,emailsettings.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-06-15T00:00:00Z,2024-07-13T23:59:59Z,CN=*.emailsettings.zynga.com,*.emailsettings.zynga.com,emailsettings.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,a86c063b96c19dc846f80fca186d9ab0,d2be35384c4f1a8cf93e90a278bf48c859cac0d3e8d79c13a063248053c9ff6d,ctls,emailsettings.zynga.com,cloudfront,80,http://emailsettings.zynga.com:80,http,AmazonS3,text/html,GET,52.222.236.118,/,-235998482,52.222.236.97,Handlebars,167,False,True,True,,,,https://emailsettings.zynga.com/,,
empiresandallies.cdn.zynga.com,,403,243,,,,,,,,,,,,,,,,,,cloudfront,80,http://empiresandallies.cdn.zynga.com:80,http,AmazonS3,application/xml,GET,99.86.4.13,/,1646341046,2600:9000:2057:6200:19:c29:9e40:93a1,Amazon Web Services,2,False,True,,,,,,,
external.zynga.com,Free Mobile & Online Games - Zynga - Zynga,200,105218,www.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-03-01T00:00:00Z,2023-12-01T23:59:59Z,CN=zynga.com,zynga.com,*.support.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,66c6428afedea91d7fd4f9759c107cd9,9a8d9b3be8b96960b3ae69317a3f57fad5245dbb2093a964acaa9bf5e72c6e4b,ctls,www.zynga.com,cloudfront,443,https://external.zynga.com:443,https,CloudFront,text/html,GET,18.66.97.102,/,2017193705,2600:9000:223c:b600:d:1ef8:92c0:93a1,Yoast SEO:19.6.1,1228,False,True,True,,,,https://www.zynga.com/,,
farmtwo-1.cdn.zynga.com,,403,243,farmtwo-1.cdn.zynga.com,443,True,tls13,TLS_AES_128_GCM_SHA256,2023-04-16T00:00:00Z,2024-05-13T23:59:59Z,CN=farmtwo.cdn.zynga.com,farmtwo.cdn.zynga.com,farmtwo-3.cdn.zynga.com,"CN=Amazon RSA 2048 M01, O=Amazon, C=US",Amazon RSA 2048 M01,Amazon,8046d8e761dc4a5447b7c75466d13166,e3a61a3596e957221de1a3eb41081566dbc474cf86525a852a050737e39d78d0,ctls,farmtwo-1.cdn.zynga.com,cloudfront,443,https://farmtwo-1.cdn.zynga.com:443,https,AmazonS3,application/xml,GET,13.32.99.87,/,-904439184,2600:9000:2251:4a00:a:a311:9f80:93a1,Amazon Web Services,2,False,True,True,,,,,,
